2P,2PA,2PCT,3P,3PA,3PCT,AST,Age,BLK,DRB,FG,FGA,FGPCT,FT,FTA,FTPCT,GP,GS,MPG,Name,ORB,PF,PTS,STL,TOV,TRB,eFG
0.3,0.7,.348,0.0,0.0,,0.2,34,0.2,1.0,0.3,0.7,.348,0.7,0.9,.700,32,7,10.3,Jason Collins,0.7,2.3,1.2,0.3,0.5,1.6,.348
1.0,1.9,.522,0.0,0.0,,0.3,26,0.5,0.8,1.0,1.9,.522,0.4,0.8,.556,12,0,7.2,D.J. White,0.3,0.4,2.4,0.1,0.2,1.1,.522
0.5,1.0,.500,0.0,0.0,,0.0,22,0.3,0.5,0.5,1.0,.500,0.2,0.7,.250,6,0,6.0,Fab Melo,0.0,1.2,1.2,0.3,0.2,0.5,.500
0.0,1.0,.000,0.0,0.0,,0.0,27,0.0,1.0,0.0,1.0,.000,0.0,0.0,,1,0,5.0,Darko Milicic,0.0,1.0,0.0,0.0,2.0,1.0,.000
0.3,1.5,.222,0.0,0.3,.000,0.2,24,0.0,0.7,0.3,1.8,.182,0.5,0.7,.750,6,0,4.0,Kris Joseph,0.2,0.3,1.2,0.0,0.3,0.8,.182
0.4,0.8,.500,0.0,0.0,,0.2,24,0.0,0.4,0.4,0.8,.500,0.4,0.8,.500,5,0,3.6,Jarvis Varnado,0.2,0.2,1.2,0.2,0.2,0.6,.500
5.1,11.1,.459,1.3,4.0,.322,5.7,22,0.4,2.7,6.4,15.2,.423,3.6,4.5,.798,82,82,34.9,Kemba Walker,0.7,1.9,17.7,2.0,2.4,3.5,.466
5.1,11.1,.462,0.5,1.5,.330,2.6,25,0.5,2.9,5.6,12.6,.447,3.8,4.6,.824,68,58,31.4,Gerald Henderson,0.8,2.2,15.5,1.0,1.6,3.7,.466
3.4,6.2,.553,0.3,1.1,.241,2.7,25,0.6,5.2,3.7,7.3,.505,1.7,2.1,.782,26,19,30.8,Josh McRoberts,2.0,2.5,9.3,0.8,1.5,7.2,.524
2.0,4.3,.451,0.0,0.0,,0.4,20,1.8,4.9,2.0,4.3,.451,0.9,1.8,.521,80,65,27.3,Bismack Biyombo,2.4,2.4,4.8,0.4,1.0,7.3,.451
4.0,9.3,.427,0.5,1.8,.308,3.8,26,0.1,2.3,4.5,11.1,.408,4.8,5.7,.839,61,0,27.1,Ramon Sessions,0.4,1.5,14.4,0.8,1.7,2.8,.433
2.8,6.7,.425,1.2,3.9,.317,1.5,23,0.6,5.0,4.1,10.6,.385,1.2,1.9,.646,53,41,26.9,Byron Mullens,1.3,2.1,10.6,0.6,1.4,6.4,.444
3.6,7.7,.462,0.0,0.1,.222,1.5,19,0.9,4.2,3.6,7.9,.458,1.8,2.4,.749,78,77,26.0,Michael Kidd-Gilchrist,1.7,2.1,9.0,0.7,1.3,5.8,.460
2.6,6.2,.421,1.5,3.9,.387,1.9,29,0.2,1.5,4.1,10.1,.408,1.4,1.7,.843,75,0,20.8,Ben Gordon,0.2,1.8,11.2,0.5,1.8,1.7,.482
1.5,3.2,.486,0.7,2.0,.344,0.8,23,0.2,1.3,2.2,5.2,.431,1.0,1.3,.728,77,29,19.6,Jeffery Taylor,0.7,1.8,6.1,0.6,0.6,1.9,.497
1.5,3.5,.433,0.0,0.0,.000,0.5,33,0.8,2.7,1.5,3.5,.431,0.5,1.1,.455,61,17,19.0,Brendan Haywood,2.0,2.0,3.5,0.3,0.8,4.8,.431
2.4,5.9,.413,0.0,0.1,.000,0.9,30,0.2,2.5,2.4,6.0,.405,2.1,3.2,.674,27,14,17.9,Hakim Warrick,0.8,1.4,7.0,0.4,1.1,3.3,.405
1.6,3.7,.424,1.6,4.2,.382,1.9,33,0.1,0.7,3.2,7.9,.401,0.4,0.5,.889,18,0,16.2,Jannero Pargo,0.5,1.4,8.4,0.8,1.6,1.2,.504
1.7,4.9,.352,0.1,0.3,.375,0.7,26,0.6,1.7,1.8,5.2,.353,1.0,1.2,.839,26,2,13.8,Tyrus Thomas,0.6,2.0,4.8,0.5,0.7,2.3,.364
1.4,3.2,.434,0.0,0.0,.000,0.7,26,0.5,2.5,1.4,3.2,.429,1.3,1.9,.650,52,5,13.7,Jeff Adrien,1.3,1.5,4.0,0.3,0.6,3.8,.429
0.4,1.2,.308,0.0,0.0,.000,0.6,31,0.7,1.9,0.4,1.2,.296,0.0,0.0,.000,22,1,10.3,DeSagana Diop,0.5,0.9,0.7,0.2,0.4,2.3,.296
0.9,1.5,.583,0.6,1.8,.306,1.0,26,0.0,1.1,1.4,3.3,.432,0.3,0.5,.476,40,0,9.5,Reggie Williams,0.2,0.5,3.7,0.3,0.5,1.3,.515
0.0,0.0,,0.0,0.0,,1.0,32,0.0,0.0,0.0,0.0,,0.0,0.0,,1,0,6.0,Matt Carroll,0.0,1.0,0.0,0.0,0.0,0.0,
0.8,2.3,.357,0.2,0.8,.200,0.8,23,0.0,0.3,1.0,3.2,.316,0.2,0.3,.500,6,0,5.3,Cory Higgins,0.2,0.8,2.3,0.5,0.0,0.5,.342
5.2,11.5,.455,1.0,3.1,.322,3.0,27,0.4,4.2,6.2,14.6,.426,3.1,3.8,.816,75,75,38.7,Luol Deng,2.2,1.4,16.5,1.1,1.9,6.3,.461
4.6,9.5,.485,0.0,0.1,.000,4.0,27,2.1,7.2,4.6,9.5,.481,2.7,3.6,.751,66,64,36.8,Joakim Noah,3.9,2.8,11.9,1.2,2.7,11.1,.481
6.9,14.4,.478,0.0,0.0,.000,2.3,31,0.4,7.5,6.9,14.4,.477,2.4,3.3,.731,79,79,32.2,Carlos Boozer,2.2,3.0,16.2,0.8,2.2,9.8,.477
1.5,4.0,.367,1.2,3.0,.390,5.2,32,0.4,2.4,2.7,7.0,.377,1.2,1.6,.714,60,60,29.4,Kirk Hinrich,0.3,3.2,7.7,1.1,1.7,2.6,.461
2.4,5.0,.489,0.5,1.3,.381,1.4,23,0.4,2.3,2.9,6.2,.467,2.3,2.8,.803,82,20,26.0,Jimmy Butler,1.7,1.2,8.6,1.0,0.8,4.0,.506
2.2,5.3,.416,1.1,3.0,.357,2.0,26,0.1,1.7,3.3,8.4,.395,1.9,2.3,.839,73,27,25.8,Marco Belinelli,0.2,1.9,9.6,0.6,1.1,1.9,.460
3.1,7.0,.450,1.7,4.2,.405,4.4,28,0.1,1.9,4.9,11.2,.433,1.6,2.1,.799,82,23,25.4,Nate Robinson,0.4,2.5,13.1,1.0,1.8,2.2,.510
3.3,6.7,.490,0.0,0.1,.000,0.9,27,1.4,3.4,3.3,6.8,.485,1.4,2.0,.679,65,5,22.4,Taj Gibson,1.9,2.6,8.0,0.4,1.2,5.3,.485
3.8,8.5,.444,0.3,1.0,.308,2.4,34,0.1,1.3,4.1,9.5,.429,1.3,1.5,.857,50,45,21.8,Richard Hamilton,0.3,1.9,9.8,0.5,1.7,1.7,.446
1.0,2.8,.371,0.0,0.0,.000,0.4,35,0.5,1.9,1.0,2.9,.367,0.5,0.7,.723,63,12,11.0,Nazr Mohammed,1.2,1.5,2.6,0.3,0.4,3.1,.367
0.5,1.4,.319,0.5,1.8,.246,0.3,25,0.2,1.2,0.9,3.3,.278,0.2,0.3,.778,33,0,8.4,Daequan Cook,0.1,0.4,2.5,0.1,0.3,1.3,.347
0.8,1.9,.433,0.1,0.5,.174,1.3,19,0.1,0.9,0.9,2.4,.381,0.2,0.3,.563,48,0,8.2,Marquis Teague,0.1,1.0,2.1,0.2,0.7,0.9,.398
0.3,0.6,.500,0.2,1.1,.185,0.3,32,0.2,0.7,0.5,1.7,.302,0.1,0.1,.667,25,0,5.8,Vladimir Radmanovic,0.4,1.2,1.3,0.3,0.3,1.1,.360
0.7,1.3,.556,0.0,0.0,,0.3,24,0.1,0.9,0.7,1.3,.556,0.3,0.6,.500,7,0,5.1,Malcolm Thomas,0.7,1.0,1.7,0.3,0.3,1.6,.556
0.0,1.0,.000,0.0,0.0,,0.0,30,0.0,0.0,0.0,1.0,.000,0.0,0.0,,1,0,2.0,Lou Amundson,1.0,0.0,0.0,0.0,0.0,1.0,.000
5.5,11.4,.486,0.0,0.2,.000,3.4,30,0.6,8.9,5.5,11.6,.478,3.1,4.1,.755,25,25,36.0,Anderson Varejao,5.5,2.7,14.1,1.5,1.8,14.4,.478
6.4,13.4,.474,1.8,4.7,.391,5.9,20,0.4,3.1,8.2,18.1,.452,4.2,4.9,.855,59,59,34.7,Kyrie Irving,0.6,2.5,22.5,1.5,3.2,3.7,.503
4.8,9.7,.490,0.0,0.0,.000,1.3,21,0.9,5.7,4.8,9.7,.488,2.2,3.5,.608,82,82,31.3,Tristan Thompson,3.7,2.9,11.7,0.7,1.5,9.4,.488
2.9,6.4,.450,0.8,2.7,.315,1.6,25,0.4,3.0,3.7,9.1,.410,2.0,2.5,.795,82,82,31.0,Alonzo Gee,0.9,2.4,10.3,1.3,1.6,3.9,.456
4.5,10.0,.446,1.0,3.3,.310,3.0,21,0.3,2.1,5.5,13.4,.412,2.6,3.5,.746,61,48,28.8,Dion Waiters,0.4,1.9,14.7,1.0,2.0,2.4,.451
3.2,7.2,.441,0.0,0.1,.000,1.2,23,0.9,3.6,3.2,7.3,.438,1.6,2.0,.764,77,55,26.4,Tyler Zeller,2.1,3.3,7.9,0.5,1.2,5.7,.438
2.4,4.9,.492,1.4,3.8,.371,1.6,25,0.1,2.5,3.8,8.7,.439,1.4,1.6,.898,38,17,25.9,Wayne Ellington,0.5,1.1,10.4,0.8,0.9,3.0,.520
2.9,5.7,.509,0.0,0.0,.000,3.6,27,0.6,1.9,2.9,5.7,.507,1.4,1.7,.843,49,12,23.2,Shaun Livingston,0.6,2.1,7.2,0.8,1.2,2.5,.507
2.0,4.4,.451,1.9,5.0,.384,1.0,25,0.3,2.3,3.9,9.4,.415,1.4,1.6,.869,65,13,21.0,C.J. Miles,0.4,2.1,11.2,0.8,1.1,2.7,.518
0.6,1.8,.333,1.2,3.5,.344,1.8,26,0.1,1.2,1.8,5.4,.340,0.6,0.8,.703,46,3,20.0,Daniel Gibson,0.1,1.9,5.4,0.7,0.7,1.3,.453
3.9,8.5,.461,0.0,0.1,.200,0.7,25,0.7,3.3,3.9,8.6,.457,2.2,2.8,.806,39,1,18.5,Marreese Speights,1.8,2.3,10.2,0.4,1.2,5.1,.458
2.3,5.2,.438,0.7,2.3,.316,2.6,26,0.1,1.0,3.0,7.5,.401,1.1,1.6,.683,25,11,17.9,Jeremy Pargo,0.3,1.3,7.8,0.5,1.5,1.3,.449
1.0,2.3,.447,0.4,1.3,.299,3.3,32,0.3,2.1,1.4,3.6,.392,0.2,0.4,.500,50,0,17.1,Luke Walton,0.8,2.0,3.4,0.8,1.2,2.9,.448
1.0,3.0,.339,0.4,1.0,.368,1.9,25,0.0,1.3,1.4,3.9,.346,1.0,1.3,.800,20,0,12.9,Donald Sloan,0.2,0.9,4.1,0.3,0.7,1.4,.391
0.9,2.0,.452,0.6,1.8,.329,0.7,24,0.3,2.2,1.5,3.7,.394,0.5,1.0,.537,43,1,11.7,Omri Casspi,0.5,1.0,4.0,0.6,0.5,2.7,.472
0.6,1.6,.364,0.0,0.7,.000,1.3,29,0.0,0.1,0.6,2.3,.250,0.3,0.3,1.000,7,0,11.1,Chris Quinn,0.1,0.6,1.4,0.4,0.9,0.3,.250
1.2,3.3,.373,0.0,0.1,.000,0.4,24,0.2,1.0,1.2,3.3,.367,0.8,1.3,.583,18,1,10.9,Samardo Samuels,0.6,1.7,3.2,0.2,0.3,1.6,.367
1.3,3.3,.402,0.0,0.0,,0.3,23,0.2,1.3,1.3,3.3,.402,0.3,0.5,.600,32,0,10.4,Kevin Jones,1.2,0.8,3.0,0.3,0.3,2.4,.402
1.1,2.8,.400,0.0,0.3,.000,0.6,23,0.0,0.9,1.1,3.1,.357,0.2,0.7,.333,9,0,10.1,Jon Leuer,0.6,1.2,2.4,0.2,0.6,1.4,.357
3.9,8.3,.471,1.7,4.3,.407,4.4,25,0.3,3.1,5.6,12.5,.449,2.3,2.8,.820,82,82,35.5,O.J. Mayo,0.4,2.4,15.3,1.1,2.6,3.5,.519
5.2,10.8,.487,1.2,3.0,.414,2.5,34,0.7,6.2,6.5,13.7,.471,3.1,3.6,.860,53,47,31.3,Dirk Nowitzki,0.7,1.8,17.3,0.7,1.3,6.8,.516
5.0,9.2,.538,0.3,1.1,.315,2.4,34,0.7,5.7,5.3,10.3,.514,1.2,1.5,.782,67,67,30.0,Shawn Marion,2.2,1.7,12.1,1.1,1.5,7.8,.531
3.6,7.3,.498,0.6,1.7,.353,5.1,25,0.1,2.3,4.2,8.9,.471,3.0,3.4,.880,81,47,29.3,Darren Collison,0.4,1.7,12.0,1.2,2.1,2.7,.504
2.6,5.6,.461,2.0,4.9,.406,2.4,36,0.5,3.4,4.6,10.6,.435,2.2,2.8,.816,81,3,25.8,Vince Carter,0.7,2.8,13.4,0.9,1.3,4.1,.530
1.4,4.7,.310,1.1,2.6,.435,3.4,38,0.2,1.7,2.6,7.2,.354,2.3,2.6,.913,9,9,25.4,Derek Fisher,0.0,2.7,8.6,0.6,2.0,1.7,.431
3.1,6.6,.474,0.0,0.0,.000,1.0,33,1.3,4.2,3.1,6.6,.473,0.9,1.3,.710,72,18,21.2,Elton Brand,1.8,2.7,7.2,0.7,0.8,6.0,.473
4.7,9.3,.508,0.0,0.0,.000,0.8,30,0.8,4.2,4.7,9.3,.507,1.0,1.3,.788,66,52,20.7,Chris Kaman,1.5,2.1,10.5,0.4,1.6,5.6,.507
1.2,3.2,.363,1.1,2.8,.384,3.1,37,0.1,1.4,2.2,6.0,.373,0.5,0.6,.793,45,23,19.2,Mike James,0.2,2.1,6.1,0.6,1.2,1.6,.461
0.8,1.9,.423,0.8,2.5,.314,0.5,32,0.4,3.0,1.6,4.4,.361,0.7,0.8,.909,14,1,18.3,Troy Murphy,0.5,2.1,4.6,0.7,0.5,3.5,.451
3.8,6.3,.601,0.0,0.0,.000,0.6,25,1.2,2.7,3.8,6.3,.597,0.9,1.5,.615,64,16,18.0,Brandan Wright,1.3,1.2,8.5,0.4,0.5,4.1,.597
1.0,2.2,.446,0.8,2.5,.328,1.2,22,0.2,1.9,1.8,4.7,.384,0.6,0.9,.644,78,16,17.3,Jae Crowder,0.4,1.6,5.0,0.8,0.6,2.4,.470
0.8,2.1,.408,0.2,0.7,.216,0.6,32,0.1,1.1,1.0,2.8,.357,1.3,1.6,.805,50,15,12.7,Dahntay Jones,0.3,1.5,3.5,0.2,0.4,1.4,.386
2.0,4.0,.500,0.0,0.0,,0.0,30,0.0,1.0,2.0,4.0,.500,0.5,2.0,.250,2,0,12.5,Eddy Curry,1.0,3.5,4.5,0.0,1.5,2.0,.500
1.0,2.3,.423,0.5,1.6,.292,1.9,24,0.1,1.1,1.4,3.9,.369,0.7,0.8,.789,45,0,12.2,Rodrigue Beaubois,0.2,1.2,4.0,0.4,0.7,1.3,.429
1.3,3.4,.390,0.0,0.3,.111,2.9,24,0.1,0.9,1.4,3.8,.367,1.2,1.8,.660,29,3,11.7,Dominique Jones,0.6,1.0,4.0,0.5,1.3,1.6,.372
0.8,1.7,.500,0.0,0.7,.000,0.7,26,0.0,0.8,0.8,2.3,.357,1.2,1.7,.700,6,0,10.5,Chris Douglas-Roberts,0.0,0.7,2.8,0.3,0.2,0.8,.357
1.2,2.2,.525,0.0,0.0,.000,0.1,27,0.8,1.7,1.2,2.2,.515,0.5,0.9,.610,46,11,9.9,Bernard James,1.1,1.4,2.8,0.3,0.4,2.8,.515
0.9,1.7,.552,0.1,0.3,.200,0.2,27,0.0,0.2,1.0,2.0,.500,0.2,0.2,1.000,17,0,4.8,Anthony Morrow,0.1,0.6,2.3,0.1,0.2,0.2,.515
0.5,1.4,.364,0.3,0.4,.667,0.1,21,0.0,0.3,0.8,1.8,.429,0.3,0.3,1.000,8,0,3.3,Jared Cunningham,0.1,0.4,2.0,0.1,0.3,0.4,.500
0.3,0.7,.500,0.3,0.7,.500,0.3,26,0.0,0.3,0.7,1.3,.500,0.0,0.0,,3,0,3.0,Josh Akognon,0.0,1.0,1.7,0.0,0.0,0.3,.625
0.0,1.0,.000,0.0,0.0,,0.0,27,0.0,0.0,0.0,1.0,.000,0.0,0.0,,2,0,2.0,Justin Dentmon,0.0,0.0,0.0,0.0,0.0,0.0,.000
0.3,0.7,.500,0.0,0.0,,0.0,23,0.0,0.0,0.3,0.7,.500,0.0,0.0,,3,0,1.3,Chris Wright,0.0,0.0,0.7,0.0,0.3,0.0,.500
3.8,7.4,.515,1.1,3.6,.317,5.4,29,0.7,4.3,5.0,11.0,.451,1.9,3.4,.574,80,80,34.7,Andre Iguodala,1.0,1.6,13.0,1.7,2.6,5.3,.502
5.0,10.1,.491,1.2,3.2,.366,6.9,25,0.1,2.2,6.1,13.3,.461,3.2,4.3,.756,73,71,34.4,Ty Lawson,0.5,1.8,16.7,1.5,2.5,2.7,.505
3.2,7.2,.450,1.9,5.1,.373,2.5,24,0.5,4.3,5.1,12.3,.418,4.0,4.9,.822,71,71,32.5,Danilo Gallinari,0.9,1.8,16.2,0.9,1.6,5.2,.495
4.8,8.6,.552,0.0,0.0,,1.0,23,1.0,5.9,4.8,8.6,.552,2.0,3.3,.613,80,80,28.1,Kenneth Faried,3.3,2.9,11.5,1.0,1.4,9.2,.552
3.5,6.9,.504,0.2,0.8,.266,5.9,36,0.1,2.2,3.7,7.7,.479,2.0,2.4,.840,82,11,26.2,Andre Miller,0.7,1.9,9.6,0.9,2.1,2.9,.493
3.7,7.7,.480,1.2,2.9,.413,1.3,25,0.3,4.0,4.9,10.6,.462,2.0,2.6,.793,43,8,25.1,Wilson Chandler,1.0,2.8,13.0,1.0,1.4,5.1,.519
