College,Experience,Height,Name,Position,Weight,team
Loyola Marymount University UC Santa Barbara,1,6-5,Orlando Johnson,SG,220,Sacramento Kings
Purdue,6,6-9,Carl Landry,PF,248,Sacramento Kings
UCLA,5,6-8,Luc Mbah a Moute,SF,230,Sacramento Kings
Detroit Mercy,R,6-3,Ray McCallum,PG,190,Sacramento Kings
Kansas,R,6-3,Ben McLemore,SG,195,Sacramento Kings
Rutgers University,2,7-0,Hamady N'Diaye,C,235,Sacramento Kings
,10,6-9,Travis Outlaw,SF,210,Sacramento Kings
Kentucky,3,6-8,Patrick Patterson,PF,230,Sacramento Kings
Miami (FL),11,6-7,John Salmons,SF,210,Sacramento Kings
Washington,2,5-9,Isaiah Thomas,PG,185,Sacramento Kings
Rider University,5,6-11,Jason Thompson,PF,250,Sacramento Kings
LSU,4,6-4,Marcus Thornton,SG,205,Sacramento Kings
Maryland,3,6-6,Greivis Vásquez,PG,217,Sacramento Kings
Iowa State,R,6-8,Royce White,PF,270,Sacramento Kings
Arizona,2,6-8,Derrick Williams,SF,240,Sacramento Kings
Arizona State,3,6-9,Jeff Ayres,PF,240,San Antonio Spurs
Washington State,1,6-10,Aron Baynes,C,260,San Antonio Spurs
,6,6-5,Marco Belinelli,SF,210,San Antonio Spurs
Florida,9,6-10,Matt Bonner,PF,235,San Antonio Spurs
Michigan State,7,6-4,Shannon Brown,SG,205,San Antonio Spurs
Gonzaga,4,6-11,Austin Daye,SF,220,San Antonio Spurs
,1,6-5,Nando De Colo,SF,200,San Antonio Spurs
,10,6-8,Boris Diaw,PF,250,San Antonio Spurs
Wake Forest,16,6-11,Tim Duncan,C,250,San Antonio Spurs
,11,6-6,Manu Ginóbili,SG,205,San Antonio Spurs
UNC,4,6-6,Danny Green,SG,215,San Antonio Spurs
Texas,3,6-7,Damion James,SF,225,San Antonio Spurs
University of Illinois at Chicago Robert Morris University (IL),2,6-5,Othyus Jeffers,SG,200,San Antonio Spurs
Texas,2,6-3,Cory Joseph,SG,200,San Antonio Spurs
San Diego State,2,6-7,Kawhi Leonard,SF,230,San Antonio Spurs
Saint Mary's,4,6-1,Patty Mills,PG,180,San Antonio Spurs
,12,6-2,Tony Parker,PG,185,San Antonio Spurs
,3,6-11,Tiago Splitter,C,245,San Antonio Spurs
Pepperdine San Diego State,2,6-9,Malcolm Thomas,PF,225,San Antonio Spurs
Baylor,1,6-7,Quincy Acy,SF,240,Toronto Raptors
Texas,5,5-11,D.J. Augustin,PG,183,Toronto Raptors
Marquette,R,6-3,Dwight Buycks,PG,190,Toronto Raptors
Gonzaga,4,6-11,Austin Daye,SF,220,Toronto Raptors
,1,6-5,Nando De Colo,SF,200,Toronto Raptors
USC,4,6-6,DeMar DeRozan,SG,220,Toronto Raptors
Stanford,3,6-7,Landry Fields,SF,210,Toronto Raptors
UConn,7,6-8,Rudy Gay,SF,230,Toronto Raptors
Pitt,6,7-0,Aaron Gray,C,270,Toronto Raptors
UNC,4,6-9,Tyler Hansbrough,PF,250,Toronto Raptors
Kentucky,8,6-6,Chuck Hayes,C,240,Toronto Raptors
,8,6-9,Amir Johnson,PF,240,Toronto Raptors
Villanova,7,6-0,Kyle Lowry,PG,196,Toronto Raptors
Marquette,7,6-10,Steve Novak,PF,225,Toronto Raptors
Kentucky,3,6-8,Patrick Patterson,PF,230,Toronto Raptors
Washington,1,6-6,Terrence Ross,SG,206,Toronto Raptors
Miami (FL),11,6-7,John Salmons,SG,210,Toronto Raptors
Texas-El Paso,2,6-6,Julyan Stone,SG,200,Toronto Raptors
,1,6-11,Jonas Valančiūnas,C,265,Toronto Raptors
Maryland,3,6-6,Greivis Vásquez,SG,217,Toronto Raptors
,9,6-11,Andris Biedriņš,C,240,Utah Jazz
Michigan,R,6-0,Trey Burke,PG,175,Utah Jazz
Colorado,2,6-6,Alec Burks,SG,214,Utah Jazz
Belmont,R,6-3,Ian Clark,SG,175,Utah Jazz
Western Kentucky,3,6-9,Jeremy Evans,SF,200,Utah Jazz
Georgia Tech,3,6-9,Derrick Favors,PF,265,Utah Jazz
Iowa State,1,6-4,Diante Garrett,PG,190,Utah Jazz
,R,7-1,Rudy Gobert,C,245,Utah Jazz
Rice University,3,6-6,Mike Harris,PF,240,Utah Jazz
Butler,3,6-7,Gordon Hayward,SF,207,Utah Jazz
Arizona,12,6-7,Richard Jefferson,SF,233,Utah Jazz
,2,6-10,Enes Kanter,C,262,Utah Jazz
Baylor Oklahoma State,5,5-11,John Lucas III,PG,166,Utah Jazz
Kansas,5,6-6,Brandon Rush,SG,220,Utah Jazz
Pepperdine San Diego State,2,6-9,Malcolm Thomas,PF,225,Utah Jazz
Iowa State,10,6-3,Jamaal Tinsley,PG,195,Utah Jazz
UNC,8,6-8,Marvin Williams,PF,237,Utah Jazz
UCLA,9,6-8,Trevor Ariza,SF,215,Washington Wizards
Florida,1,6-3,Bradley Beal,SG,207,Washington Wizards
Clemson,3,6-8,Trevor Booker,PF,228,Washington Wizards
Kansas,11,6-10,Drew Gooden,C,250,Washington Wizards
,6,6-11,Marcin Gortat,C,240,Washington Wizards
,15,6-9,Al Harrington,PF,230,Washington Wizards
,11,6-11,Nenê Hilário,PF,250,Washington Wizards
Virginia Commonwealth,4,6-3,Eric Maynor,PG,175,Washington Wizards
Utah,14,6-3,Andre Miller,SG,200,Washington Wizards
Georgetown,R,6-8,Otto Porter,SF,198,Washington Wizards
Georgia Tech,R,6-6,Glen Rice,SG,206,Washington Wizards
,3,6-9,Kevin Séraphin,C,285,Washington Wizards
Florida State,2,6-8,Chris Singleton,SF,230,Washington Wizards
LSU,3,6-5,Garrett Temple,SG,195,Washington Wizards
,2,6-11,Jan Veselý,PF,240,Washington Wizards
Kentucky,3,6-4,John Wall,PG,210,Washington Wizards
,8,6-7,Martell Webster,SF,230,Washington Wizards
