College,Experience,Height,Name,Position,Weight,team
University of Arizona,10,6-1,Mike Bibby,PG,190,Atlanta Hawks
Hofstra University,6,5-11,Speedy Claxton,PG,166,Atlanta Hawks
Wichita State University University of Texas at Austin,5,6-5,Maurice Evans,SF,220,Atlanta Hawks
University of Missouri,1,6-5,Thomas Gardner,SG,225,Atlanta Hawks
University of Florida,1,6-10,Al Horford,C,245,Atlanta Hawks
Ohio State University,R,6-8,Othello Hunter,PF,225,Atlanta Hawks
University of Arkansas,7,6-7,Joe Johnson,SG,240,Atlanta Hawks
University of South Florida,2,6-10,Solomon Jones,C,230,Atlanta Hawks
Texas A&M University,1,6-3,Acie Law,PG,195,Atlanta Hawks
University of Kentucky,2,6-10,Randolph Morris,C,266,Atlanta Hawks
Meridian Community College Shaw University,6,6-4,Ronald Murray,SG,190,Atlanta Hawks
,5,6-11,Zaza Pachulia,C,270,Atlanta Hawks
,4,6-9,Josh Smith,PF,225,Atlanta Hawks
Georgia Institute of Technology,1,6-5,Mario West,SG,210,Atlanta Hawks
University of North Carolina,3,6-9,Marvin Williams,SF,237,Atlanta Hawks
Michigan State University,2,6-5,Maurice Ager,SG,202,New Jersey Nets
University of California,R,6-10,Ryan Anderson,PF,240,New Jersey Nets
University of Connecticut,2,6-10,Josh Boone,C,237,New Jersey Nets
University of North Carolina,10,6-6,Vince Carter,SG,220,New Jersey Nets
University of Missouri,8,6-3,Keyon Dooling,PG,196,New Jersey Nets
University of Memphis,R,6-7,Chris Douglas-Roberts,SG,200,New Jersey Nets
University of Wisconsin,4,6-3,Devin Harris,PG,192,New Jersey Nets
Austin Peay State University,7,6-5,Trenton Hassell,SF,200,New Jersey Nets
Western Carolina University University of Georgia,5,6-7,Jarvis Hayes,SF,220,New Jersey Nets
,1,7-0,Yi Jianlian,PF,240,New Jersey Nets
Stanford University,R,7-0,Brook Lopez,C,275,New Jersey Nets
University of Oklahoma,8,6-8,Eduardo Najera,PF,240,New Jersey Nets
DePaul University,6,6-7,Bobby Simmons,SF,210,New Jersey Nets
Louisiana State University,8,6-9,Stromile Swift,PF,225,New Jersey Nets
Boston College,1,6-10,Sean Williams,PF,235,New Jersey Nets
University of Connecticut,12,6-5,Ray Allen,SG,205,Boston Celtics
Butler County Community College Oklahoma State University,4,6-4,Tony Allen,SG,213,Boston Celtics
Louisiana State University,1,6-9,Glen Davis,C,289,Boston Celtics
,13,6-11,Kevin Garnett,PF,240,Boston Celtics
University of Kansas University of New Mexico,R,6-5,J.R. Giddens,SF,215,Boston Celtics
Arizona State University,8,6-1,Eddie House,PG,180,Boston Celtics
Georgia Institute of Technology,12,6-2,Stephon Marbury,PG,180,Boston Celtics
University of Nebraska,10,6-11,Mikki Moore,C,225,Boston Celtics
Bradley University,2,7-0,Patrick O'Bryant,C,260,Boston Celtics
,5,6-10,Kendrick Perkins,C,270,Boston Celtics
University of Kansas,10,6-7,Paul Pierce,SF,235,Boston Celtics
University of California,2,6-8,Leon Powe,PF,240,Boston Celtics
University of Southern California,1,6-4,Gabe Pruitt,SG,170,Boston Celtics
University of Kentucky,2,6-1,Rajon Rondo,PG,186,Boston Celtics
University of Southern California,7,6-9,Brian Scalabrine,C,241,Boston Celtics
Kansas State University,R,6-6,Henry Walker,SF,220,Boston Celtics
,R,7-2,Alexis Ajinca,PF,248,Charlotte Bobcats
University of Texas at Austin,R,6-0,D.J. Augustin,PG,183,Charlotte Bobcats
Boston University Florida International University,8,6-5,Raja Bell,SG,204,Charlotte Bobcats
DePaul University,2,6-9,Andre Brown,PF,245,Charlotte Bobcats
Michigan State University,2,6-4,Shannon Brown,SG,205,Charlotte Bobcats
University of Notre Dame,5,6-6,Matt Carroll,SG,212,Charlotte Bobcats
,5,6-8,Boris Diaw,PF,250,Charlotte Bobcats
,7,7-0,DeSagana Diop,C,300,Charlotte Bobcats
Boston College,1,6-7,Jared Dudley,SF,225,Charlotte Bobcats
University of North Carolina,3,6-1,Raymond Felton,PG,205,Charlotte Bobcats
University of California Los Angeles,2,7-0,Ryan Hollins,C,240,Charlotte Bobcats
University of Michigan,14,6-9,Juwan Howard,SF,240,Charlotte Bobcats
University of Arkansas,R,6-5,Dontell Jefferson,SG,195,Charlotte Bobcats
Tulane University,5,6-8,Linton Johnson,PF,205,Charlotte Bobcats
Saint Joseph's University,3,6-11,Dwayne Jones,PF,250,Charlotte Bobcats
Kansas State University,R,6-7,Cartier Martin,SF,220,Charlotte Bobcats
University of North Carolina,2,6-9,Sean May,PF,266,Charlotte Bobcats
University of Kentucky,10,6-10,Nazr Mohammed,C,221,Charlotte Bobcats
Gonzaga University,1,6-8,Adam Morrison,SF,205,Charlotte Bobcats
University of Connecticut,4,6-10,Emeka Okafor,C,252,Charlotte Bobcats
,7,6-10,Vladimir Radmanovic,SF,227,Charlotte Bobcats
Michigan State University,7,6-6,Jason Richardson,SG,220,Charlotte Bobcats
University of Virginia,R,6-0,Sean Singletary,PG,185,Charlotte Bobcats
University of Alabama,7,6-7,Gerald Wallace,SF,215,Charlotte Bobcats
Duke University,4,6-9,Luol Deng,SF,220,Chicago Bulls
University of Kansas,6,6-10,Drew Gooden,PF,250,Chicago Bulls
University of Connecticut,4,6-3,Ben Gordon,SG,200,Chicago Bulls
University of Pittsburgh,1,7-0,Aaron Gray,C,270,Chicago Bulls
University of Kansas,5,6-4,Kirk Hinrich,SG,190,Chicago Bulls
Saint Louis University,10,6-5,Larry Hughes,SF,184,Chicago Bulls
Alcorn State University Jackson State University,15,6-2,Lindsey Hunter,PG,170,Chicago Bulls
Tulane University,5,6-8,Linton Johnson,PF,205,Chicago Bulls
Purdue University,10,6-11,Brad Miller,C,244,Chicago Bulls
Syracuse University,1,6-8,Demetris Nichols,SF,216,Chicago Bulls
University of Florida,1,6-11,Joakim Noah,C,230,Chicago Bulls
,4,6-7,Andres Nocioni,PF,225,Chicago Bulls
University of Florida,2,6-2,Anthony Roberson,PG,180,Chicago Bulls
University of Memphis,R,6-3,Derrick Rose,PG,190,Chicago Bulls
University of Miami,6,6-7,John Salmons,SF,210,Chicago Bulls
,2,6-7,Thabo Sefolosha,SF,220,Chicago Bulls
North Carolina State University,2,6-9,Cedric Simmons,PF,235,Chicago Bulls
Villanova University,11,6-10,Tim Thomas,PF,230,Chicago Bulls
Louisiana State University,2,6-9,Tyrus Thomas,PF,215,Chicago Bulls
University of Texas at Austin,2,6-2,Daniel Gibson,PG,190,Cleveland Cavaliers
North Carolina State University,R,6-9,J.J. Hickson,C,242,Cleveland Cavaliers
,10,7-3,Zydrunas Ilgauskas,C,238,Cleveland Cavaliers
University of Kansas,R,6-9,Darnell Jackson,PF,253,Cleveland Cavaliers
,5,6-8,LeBron James,SF,250,Cleveland Cavaliers
