3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
.469,13.9,1.5,-0.7,0.0,15.3,2.0,.185,Taurean Waller-Prince,-0.7,2.3,0.0,12.8,1.7,15.3,8.8,.549,22.1,0.8,2.0,.038
.229,36.2,0.2,-0.7,-2.2,8.8,1.0,.231,Dennis Schröder,1.5,2.4,1.5,17.3,1.7,12.7,5.6,.515,30.4,0.7,2.6,.059
.405,20.1,2.2,0.5,1.1,13.9,2.0,.297,Kent Bazemore,-0.6,1.6,0.2,14.5,2.7,17.0,7.7,.547,22.5,1.1,2.2,.059
.086,8.9,3.8,1.7,1.9,22.8,2.0,.341,John Collins,-0.2,11.0,3.4,18.3,1.3,14.3,16.9,.620,17.9,1.7,5.4,.145
.296,9.2,2.8,0.5,1.6,28.1,1.9,.180,Dewayne Dedmon,-1.0,7.2,1.8,15.8,1.3,14.3,17.7,.599,17.0,1.0,3.7,.114
.509,13.5,0.2,-1.7,-2.3,7.9,0.6,.225,Marco Belinelli,0.6,1.3,1.3,14.1,1.9,9.2,4.6,.554,21.2,0.1,1.9,.075
.424,6.8,1.2,0.0,-0.3,16.8,1.0,.224,Ersan İlyasova,0.4,7.0,1.6,15.1,1.8,8.9,11.9,.569,18.0,0.6,2.6,.106
.205,27.0,0.7,-5.4,-2.5,6.9,0.5,.362,Isaiah Taylor,-2.9,2.1,0.2,10.9,1.4,15.7,4.5,.492,20.1,-1.0,0.6,.027
.535,7.3,2.2,0.2,0.2,18.3,0.9,.199,Mike Muscala,0.0,5.9,1.5,14.4,1.4,11.0,12.1,.597,15.7,0.6,2.4,.109
.435,23.4,0.5,-3.6,-1.5,10.0,0.6,.323,Malcolm Delaney,-2.0,1.0,0.4,10.6,1.7,16.9,5.5,.519,16.9,-0.4,1.0,.047
.521,12.5,0.4,-4.2,-2.4,12.9,0.4,.165,Tyler Dorsey,-1.8,1.9,0.0,10.0,0.9,8.3,7.4,.494,20.0,-0.6,0.4,.020
