3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
.006,15.3,2.2,3.1,2.4,23.0,4.1,.196,Al Horford,0.7,8.2,4.7,19.8,1.5,11.3,15.7,.560,21.8,3.5,8.8,.153
.170,20.9,3.9,2.1,3.2,21.3,4.5,.272,Josh Smith,-1.0,5.8,-0.3,17.7,1.8,14.6,13.6,.501,26.7,2.8,4.2,.075
.255,36.1,0.8,-0.7,-1.5,6.7,2.6,.232,Jeff Teague,0.8,1.1,3.5,16.8,2.3,17.6,3.9,.543,23.0,0.8,6.1,.111
.689,9.9,1.3,2.7,0.5,13.5,2.5,.130,Kyle Korver,2.1,1.2,4.0,13.9,1.6,9.9,7.4,.637,14.5,2.7,6.4,.137
.519,21.7,0.7,-0.1,-0.9,8.7,1.5,.348,Devin Harris,0.9,0.5,1.8,14.6,2.3,14.7,4.7,.565,19.5,0.7,3.3,.111
.798,6.5,0.4,-1.5,-0.6,10.1,0.9,.088,DeShawn Stevenson,-0.9,1.8,0.5,8.1,1.3,7.8,6.0,.522,11.8,0.1,1.5,.061
.012,10.3,0.8,0.0,1.6,20.3,1.5,.427,Zaza Pachulia,-1.6,13.5,1.2,13.1,1.6,19.6,17.0,.534,14.6,0.6,2.7,.116
.442,20.4,0.7,-0.5,-1.7,7.3,1.0,.273,Lou Williams,1.2,0.8,1.4,15.9,2.0,13.0,4.1,.555,23.6,0.4,2.4,.103
.037,7.4,1.0,-2.1,0.6,20.7,1.7,.368,Ivan Johnson,-2.7,8.5,0.6,15.7,2.8,14.7,14.7,.546,21.7,0.0,2.3,.106
.616,4.8,1.0,-3.3,-0.8,14.5,0.9,.236,Anthony Tolliver,-2.5,3.7,0.3,8.4,0.8,13.1,9.2,.531,13.2,-0.3,1.2,.059
.469,9.8,0.8,-2.8,-2.3,9.6,0.6,.238,John Jenkins,-0.5,2.2,1.1,13.0,0.7,11.0,6.0,.576,18.7,-0.2,1.7,.091
.146,7.6,0.2,-5.3,-0.7,5.9,0.3,.378,Dahntay Jones,-4.6,3.4,-0.2,5.4,1.6,14.3,4.7,.460,13.6,-0.3,0.1,.015
