3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
.748,12.1,1.5,3.3,0.2,13.3,2.4,.197,Kyle Korver,3.1,0.7,5.0,14.8,1.1,14.1,7.2,.699,14.4,3.3,7.5,.148
.232,15.4,2.4,4.2,2.6,20.0,4.3,.362,Paul Millsap,1.6,6.9,4.0,20.0,2.8,13.3,13.6,.565,23.8,3.7,8.3,.166
.037,18.6,3.5,3.8,2.5,19.8,3.6,.146,Al Horford,1.3,6.7,5.1,21.4,1.5,8.9,13.4,.563,22.2,3.4,8.7,.179
.233,37.9,1.2,1.8,-0.7,7.7,2.8,.360,Jeff Teague,2.5,1.6,5.0,20.6,2.9,16.6,4.7,.566,25.3,2.1,7.7,.166
.466,8.3,0.7,2.9,0.5,13.8,2.8,.277,DeMarre Carroll,2.4,5.3,4.3,15.9,2.2,9.3,9.7,.603,16.9,2.7,7.0,.154
.223,34.6,0.2,-2.4,-2.1,9.9,1.4,.269,Dennis Schroder,-0.4,2.3,1.1,15.7,1.7,16.8,6.2,.516,27.0,-0.2,2.5,.080
.399,8.6,2.1,-1.8,1.3,16.8,1.9,.302,Kent Bazemore,-3.1,1.9,-0.4,9.7,2.0,16.3,9.6,.520,15.5,0.1,1.6,.057
.424,10.9,0.2,-1.6,-2.1,15.2,1.1,.170,Mike Scott,0.6,4.7,1.6,15.1,1.1,7.4,10.1,.543,21.4,0.1,2.7,.115
.584,6.9,1.1,-2.7,-1.4,14.0,1.0,.416,Pero Antic,-1.3,6.6,0.5,9.5,0.9,12.3,10.4,.508,17.6,-0.2,1.5,.070
.313,11.2,1.8,1.3,2.5,19.3,1.7,.233,Thabo Sefolosha,-1.2,6.4,0.8,13.8,2.8,12.2,13.1,.506,14.6,0.8,2.5,.121
.435,28.6,0.2,-3.1,-2.2,9.5,0.8,.106,Shelvin Mack,-0.9,1.1,0.5,13.2,1.8,13.8,5.4,.489,19.5,-0.2,1.3,.075
.146,8.0,3.2,1.7,0.9,14.8,0.7,.166,Mike Muscala,0.8,12.2,1.2,18.0,1.6,11.5,13.5,.608,16.7,0.5,1.9,.179
.011,6.4,4.3,-1.4,3.1,16.4,0.8,.242,Elton Brand,-4.5,6.8,-0.1,9.4,1.8,14.6,11.8,.457,11.6,0.1,0.7,.070
.525,7.0,0.0,-0.9,-2.1,13.8,0.3,.192,John Jenkins,1.1,0.8,0.6,15.9,1.7,6.9,7.5,.629,17.8,0.1,0.9,.147
.538,16.0,2.2,-0.3,0.9,14.6,0.1,.077,Austin Daye,-1.3,6.2,0.0,12.1,2.7,15.7,10.5,.484,19.2,0.0,0.1,.068
.143,0.0,0.0,-13.9,-4.5,17.5,0.0,.286,Adreian Payne,-9.4,6.2,0.0,2.9,2.7,0.0,12.0,.317,19.0,-0.1,0.0,-0.039
.329,17.1,0.4,0.2,-0.7,13.3,1.5,.172,Joe Johnson,0.9,2.1,2.6,14.1,1.1,11.1,7.7,.523,20.3,1.5,4.1,.070
.179,27.3,0.5,-1.5,-1.0,11.3,1.4,.278,Jarrett Jack,-0.5,1.0,1.1,14.6,1.7,17.2,6.1,.522,22.6,0.3,2.6,.055
.307,33.7,0.6,0.1,-1.2,11.0,1.3,.313,Deron Williams,1.3,1.5,2.3,15.7,1.6,14.9,6.3,.504,22.3,1.1,3.6,.083
.010,4.5,4.8,0.2,-0.3,17.1,2.2,.278,Brook Lopez,0.5,11.5,4.7,22.7,1.1,8.6,14.3,.558,26.3,1.1,7.0,.159
.444,5.8,0.4,-1.8,-1.9,9.8,0.7,.184,Bojan Bogdanovic,0.0,3.0,1.7,11.6,0.9,11.1,6.4,.562,17.2,0.1,2.4,.062
.477,7.2,0.2,-0.5,-0.5,11.1,1.1,.230,Alan Anderson,0.0,2.0,1.7,10.6,1.7,11.0,6.6,.563,14.2,0.6,2.7,.075
.006,7.0,2.9,0.8,1.4,21.6,2.3,.648,Mason Plumlee,-0.5,11.3,2.5,18.0,1.9,14.4,16.5,.570,19.2,1.2,4.8,.131
.605,8.1,1.4,-2.6,-1.1,20.9,0.8,.144,Mirza Teletovic,-1.4,3.4,-0.3,10.7,0.8,13.5,12.2,.500,20.1,-0.1,0.5,.026
.022,13.0,1.2,-0.4,2.5,31.3,1.4,.149,Kevin Garnett,-2.8,6.1,0.2,14.8,2.5,13.3,18.7,.486,18.1,0.3,1.6,.089
.153,8.0,0.8,0.3,0.0,15.4,0.8,.217,Thaddeus Young,0.4,7.1,0.8,17.1,2.4,10.5,11.2,.539,22.0,0.5,1.6,.095
.305,7.4,1.2,-2.7,0.3,13.0,0.7,.271,Markel Brown,-3.0,2.3,-0.2,9.1,2.1,10.3,7.7,.459,15.3,-0.1,0.5,.031
.403,12.3,0.1,-1.2,-0.5,8.9,0.4,.284,Sergey Karasev,-0.7,4.5,0.3,10.5,2.1,13.7,6.7,.508,14.4,0.1,0.7,.061
.090,4.8,3.2,-3.7,-0.4,20.6,0.6,.323,Cory Jefferson,-3.3,10.0,0.2,13.2,1.0,9.5,15.3,.480,18.1,-0.2,0.8,.071
.000,5.3,3.1,-0.2,0.0,15.5,0.3,.468,Jerome Jordan,-0.2,15.3,0.9,16.8,1.1,16.3,15.4,.609,16.1,0.2,1.2,.156
.311,24.7,0.0,-7.2,-2.8,7.5,0.1,.085,Darius Morris,-4.4,2.6,-0.5,6.7,1.6,16.0,5.1,.377,20.0,-0.4,-0.4,-0.068
.467,5.0,3.5,-6.1,0.5,26.5,0.1,.133,Earl Clark,-6.6,1.2,-0.2,6.7,1.7,15.9,13.9,.425,18.5,-0.1,-0.1,-0.037
.071,26.0,0.0,-4.6,-1.7,17.8,0.0,.214,Jorge Gutierrez,-3.0,0.0,0.0,10.9,1.2,16.4,8.9,.522,19.0,0.0,0.1,.059
.222,7.2,5.5,-6.9,0.2,17.8,0.1,.222,Brandon Davies,-7.1,7.7,-0.1,8.5,1.2,16.8,12.7,.405,24.6,-0.1,-0.1,-0.069
.000,3.6,0.0,-8.3,-0.2,18.6,0.0,.800,Andrei Kirilenko,-8.1,6.2,-0.1,2.8,1.4,12.9,12.5,.222,9.8,-0.1,0.0,-0.058
.348,8.9,0.5,-1.7,-0.9,8.9,2.1,.099,Avery Bradley,-0.8,2.0,0.4,11.5,1.7,9.4,5.4,.507,21.0,0.2,2.5,.049
.160,30.0,0.7,-1.0,1.3,18.5,2.8,.189,Evan Turner,-2.2,1.9,-0.3,12.8,1.8,19.7,10.1,.482,19.5,0.6,2.5,.054
.047,8.6,1.3,-0.5,-0.1,14.9,1.9,.313,Brandon Bass,-0.4,7.8,3.4,16.3,1.1,9.6,11.3,.557,19.5,0.7,5.3,.132
.570,16.3,0.8,1.1,1.3,9.9,2.2,.266,Marcus Smart,-0.1,3.6,0.7,11.0,2.7,14.4,6.7,.491,15.1,1.4,2.9,.077
.000,10.8,2.3,0.9,0.4,20.5,2.0,.300,Tyler Zeller,0.4,9.1,4.5,18.9,0.5,9.8,14.7,.594,19.6,1.2,6.5,.179
.260,14.2,2.1,2.0,1.0,20.9,2.1,.182,Jared Sullinger,1.0,10.1,1.9,17.9,1.4,9.3,15.4,.503,23.6,1.6,4.0,.123
.331,12.2,2.1,2.1,1.4,16.5,2.1,.258,Kelly Olynyk,0.7,7.0,1.5,15.9,2.3,14.3,11.7,.558,21.1,1.5,3.6,.120
.362,9.0,1.1,0.5,0.7,16.4,1.8,.277,Jae Crowder,-0.2,4.7,1.6,14.1,2.1,6.9,10.5,.512,17.9,0.9,3.3,.116
.324,7.9,0.9,-1.6,-1.4,12.2,1.0,.303,Jeff Green,-0.1,2.1,1.0,14.6,1.2,9.4,7.1,.539,23.8,0.1,2.0,.089
.160,49.3,0.3,0.4,2.1,22.3,1.1,.180,Rajon Rondo,-1.6,3.9,-0.2,15.4,2.7,25.8,12.9,.422,18.2,0.4,0.9,.064
.407,8.8,0.8,-1.7,-2.4,9.4,0.6,.167,Marcus Thornton,0.7,3.2,0.8,15.8,1.6,6.3,6.2,.531,23.9,0.0,1.4,.104
.374,28.0,0.8,-2.2,0.0,12.4,0.7,.282,Phil Pressey,-2.3,2.3,0.0,11.8,2.5,17.3,7.3,.453,17.3,0.0,0.8,.060
.488,35.2,0.0,2.5,-3.9,7.5,0.3,.481,Isaiah Thomas,6.4,1.4,1.8,22.3,1.1,13.5,4.4,.579,32.1,0.6,2.1,.185
.354,8.7,1.0,0.7,0.3,19.8,0.7,.166,Jonas Jerebko,0.4,9.4,0.8,15.5,1.8,8.5,14.5,.533,17.6,0.4,1.5,.141
