College,Experience,Height,Name,Position,Weight,team
University of Pittsburgh,R,6-4,Brad Wanamaker,PG,210,Boston Celtics
Texas A&M University,R,6-10,Robert Williams,C,241,Boston Celtics
Washington State University,6,6-10,Aron Baynes,C,260,Boston Celtics
Oklahoma State University,4,6-4,Marcus Smart,SG,220,Boston Celtics
Bradley University,1,6-3,Walt Lemon Jr.  (TW),G,180,Boston Celtics
University of California,1,6-6,Jabari Bird,G,197,Boston Celtics
University of South Carolina,1,6-7,PJ Dozier  (TW),G,201,Boston Celtics
University of Kentucky,6,6-7,Michael Kidd-Gilchrist,PF,232,Charlotte Hornets
University of Connecticut,7,6-1,Kemba Walker,PG,172,Charlotte Hornets
Indiana University,5,7-0,Cody Zeller,C,240,Charlotte Hornets
University of Connecticut,6,6-5,Jeremy Lamb,SG,185,Charlotte Hornets
University of Wisconsin,3,7-0,Frank Kaminsky,PF,242,Charlotte Hornets
,10,6-8,Nicolas Batum,SF,200,Charlotte Hornets
,7,6-9,Bismack Biyombo,C,255,Charlotte Hornets
University of North Carolina,13,6-9,Marvin Williams,PF,237,Charlotte Hornets
,2,6-11,Willy Hernangomez,C,240,Charlotte Hornets
University of Kentucky,1,6-3,Malik Monk,SG,200,Charlotte Hornets
Florida State University,1,6-6,Dwayne Bacon,SG,222,Charlotte Hornets
Michigan State University,R,6-7,Miles Bridges,SF,225,Charlotte Hornets
Xavier University,R,6-5,J.P. Macura  (TW),G,203,Charlotte Hornets
University of Kansas,R,6-2,Devonte' Graham,PG,185,Charlotte Hornets
,17,6-2,Tony Parker,PG,185,Charlotte Hornets
College of Charleston,R,6-3,Joe Chealey  (TW),G,190,Charlotte Hornets
Murray State University,3,6-3,Cameron Payne,PG,185,Chicago Bulls
University of Arkansas,3,6-11,Bobby Portis,PF,250,Chicago Bulls
Stanford University,10,7-0,Robin Lopez,C,255,Chicago Bulls
Michigan State University,2,6-6,Denzel Valentine,G,212,Chicago Bulls
Providence College,2,6-4,Kris Dunn,PG,205,Chicago Bulls
University of Arizona,1,7-0,Lauri Markkanen,F-C,230,Chicago Bulls
,3,6-10,Cristiano Felicio,C,275,Chicago Bulls
University of Washington,5,6-6,Justin Holiday,SG,181,Chicago Bulls
Boise State University,R,6-7,Chandler Hutchison,SF,197,Chicago Bulls
Duke University,R,6-10,Wendell Carter Jr.,C,255,Chicago Bulls
University of California Los Angeles,4,6-5,Zach LaVine,SG,200,Chicago Bulls
Duke University,4,6-8,Jabari Parker,PF,250,Chicago Bulls
Louisiana State University,1,6-4,Antonio Blakeney,SG,197,Chicago Bulls
Villanova University,1,6-3,Ryan Arcidiacono,PG,188,Chicago Bulls
University of Arizona,R,6-5,Rawle Alkins  (TW),G,220,Chicago Bulls
University of Kentucky,2,5-10,Tyler Ulis  (TW),PG,150,Chicago Bulls
University of Tulsa,1,6-4,Shaquille Harrison,PG,190,Chicago Bulls
University of Wisconsin,3,6-9,Sam Dekker,PF,230,Cleveland Cavaliers
University of Wyoming,3,6-9,Larry Nance Jr.,C,230,Cleveland Cavaliers
University of California Los Angeles,10,6-10,Kevin Love,PF,251,Cleveland Cavaliers
University of Texas at Austin,7,6-9,Tristan Thompson,C,238,Cleveland Cavaliers
University of Tulsa University of Missouri,4,6-5,Jordan Clarkson,SG,194,Cleveland Cavaliers
,14,6-6,J.R. Smith,SG,225,Cleveland Cavaliers
,1,6-11,Ante Zizic,C,250,Cleveland Cavaliers
Indiana University-Purdue University Indianapolis,10,6-3,George Hill,PG,188,Cleveland Cavaliers
Creighton University,15,6-7,Kyle Korver,PF,212,Cleveland Cavaliers
,1,6-8,Cedi Osman,SF,210,Cleveland Cavaliers
University of Alabama,R,6-3,Collin Sexton,PG,190,Cleveland Cavaliers
University of Kansas,R,6-10,Billy Preston  (TW),F,240,Cleveland Cavaliers
University of Arizona,12,6-11,Channing Frye,C,255,Cleveland Cavaliers
California Polytechnic State University San Luis Obispo,2,6-4,David Nwaba,SG,209,Cleveland Cavaliers
Mississippi State University Duke University,4,6-8,Rodney Hood,SG,206,Cleveland Cavaliers
University of Kentucky,2,6-6,Andrew Harrison  (TW),SG,213,Cleveland Cavaliers
Marquette University,9,6-5,Wesley Matthews,SG,220,Dallas Mavericks
Northeastern University,12,6-0,J.J. Barea,PG,185,Dallas Mavericks
University of North Carolina,6,6-8,Harrison Barnes,SF,210,Dallas Mavericks
Stanford University,4,6-11,Dwight Powell,C,240,Dallas Mavericks
University of Florida,2,6-8,Dorian Finney-Smith,SF,220,Dallas Mavericks
North Carolina State University,1,6-3,Dennis Smith Jr.,PG,195,Dallas Mavericks
,1,6-10,Maxi Kleber,PF,220,Dallas Mavericks
Texas A&M University,10,6-11,DeAndre Jordan,C,265,Dallas Mavericks
,R,6-7,Luka Doncic,PF,218,Dallas Mavericks
Valparaiso University,R,6-7,Ryan Broekhoff,SG,215,Dallas Mavericks
University of Dayton,R,6-10,Kostas Antetokounmpo  (TW),F,197,Dallas Mavericks
Villanova University,R,6-3,Jalen Brunson,PG,190,Dallas Mavericks
University of Louisville,R,6-10,Ray Spalding,PF,215,Dallas Mavericks
,20,7-0,Dirk Nowitzki,F,245,Dallas Mavericks
University of Arkansas,R,6-3,Daryl Macon  (TW),SG,185,Dallas Mavericks
,3,7-1,Salah Mejri,C,245,Dallas Mavericks
University of Wisconsin,14,6-3,Devin Harris,PG,192,Dallas Mavericks
University of Kentucky,3,6-10,Trey Lyles,PF,234,Denver Nuggets
Florida State University,2,6-5,Malik Beasley,SG,196,Denver Nuggets
University of Kentucky,2,6-4,Jamal Murray,PG,207,Denver Nuggets
,2,6-9,Juan Hernangomez,PF,230,Denver Nuggets
Syracuse University,1,6-10,Tyler Lydon,PF,215,Denver Nuggets
Louisiana Tech University,12,6-8,Paul Millsap,PF,246,Denver Nuggets
Duke University,5,6-11,Mason Plumlee,C,245,Denver Nuggets
Michigan State University,4,6-4,Gary Harris,SG,210,Denver Nuggets
University of Missouri,R,6-10,Michael Porter Jr.,F,215,Denver Nuggets
University of South Carolina Upstate,1,6-6,Torrey Craig,SF,215,Denver Nuggets
,3,6-10,Nikola Jokic,C,250,Denver Nuggets
University of Memphis,6,6-6,Will Barton,SG,175,Denver Nuggets
University of Kentucky,R,6-9,Jarred Vanderbilt,F,214,Denver Nuggets
University of Washington,7,5-9,Isaiah Thomas,G,185,Denver Nuggets
University of California Los Angeles,R,7-0,Thomas Welsh  (TW),C,255,Denver Nuggets
Iowa State University,1,6-3,Monte Morris,PG,175,Denver Nuggets
Illinois State University,R,6-5,DeVaughn Akoon-Purcell  (TW),SG,200,Denver Nuggets
University of Arizona,3,6-7,Stanley Johnson,SF,245,Detroit Pistons
Boston College,7,6-3,Reggie Jackson,PG,208,Detroit Pistons
University of Wisconsin,7,6-10,Jon Leuer,PF,228,Detroit Pistons
Wake Forest University,8,6-0,Ish Smith,PG,175,Detroit Pistons
University of Connecticut,6,6-11,Andre Drummond,C,279,Detroit Pistons
Marquette University,2,6-11,Henry Ellenson,PF,245,Detroit Pistons
Duke University,1,6-6,Luke Kennard,SG,206,Detroit Pistons
Saint Joseph's University,4,6-2,Langston Galloway,SG,200,Detroit Pistons
University of North Carolina,5,6-7,Reggie Bullock,SG,205,Detroit Pistons
University of Oklahoma,8,6-10,Blake Griffin,PF,251,Detroit Pistons
University of Miami,R,6-5,Bruce Brown,SG,202,Detroit Pistons
University of Michigan,4,6-6,Glenn Robinson III,SF,222,Detroit Pistons
,13,6-3,Jose Calderon,PG,200,Detroit Pistons
,15,6-11,Zaza Pachulia,C,270,Detroit Pistons
Texas Tech University,R,6-3,Keenan Evans  (TW),G,190,Detroit Pistons
Creighton University,R,6-3,Khyri Thomas,SG,210,Detroit Pistons
Illinois State University Texas Southern University New Mexico State University,R,6-4,Zach Lofton  (TW),SG,180,Detroit Pistons
Washington State University,7,6-7,Klay Thompson,SG,215,Golden State Warriors
Michigan State University,6,6-7,Draymond Green,PF,230,Golden State Warriors
Vanderbilt University,2,7-0,Damian Jones,C,245,Golden State Warriors
University of Oregon,1,6-9,Jordan Bell,C,224,Golden State Warriors
Davidson College,9,6-3,Stephen Curry,PG,190,Golden State Warriors
University of Arizona,14,6-6,Andre Iguodala,SF,215,Golden State Warriors
,13,6-7,Shaun Livingston,PG,192,Golden State Warriors
Duke University,2,6-2,Quinn Cook,PG,184,Golden State Warriors
University of Cincinnati,R,6-6,Jacob Evans,SG,210,Golden State Warriors
University of Kentucky,8,6-11,DeMarcus Cousins,C-F,270,Golden State Warriors
University of Texas at Austin,11,6-9,Kevin Durant,PF,240,Golden State Warriors
University of California Los Angeles,3,6-9,Kevon Looney,C,220,Golden State Warriors
,8,6-10,Jonas Jerebko,PF,231,Golden State Warriors
Drexel University University of Louisville,1,6-6,Damion Lee  (TW),SG,210,Golden State Warriors
Georgetown University,R,6-7,Marcus Derrickson  (TW),SF,250,Golden State Warriors
University of Wisconsin-Green Bay,1,6-8,Alfonzo McKinnie,SF,215,Golden State Warriors
Arizona State University,9,6-5,James Harden,SG,220,Houston Rockets
University of Kentucky,6,6-3,Brandon Knight,G,189,Houston Rockets
Indiana University,10,6-4,Eric Gordon,SG,215,Houston Rockets
University of Washington,2,6-10,Marquese Chriss,PF,233,Houston Rockets
,16,6-11,Nene,F-C,250,Houston Rockets
University of Texas at Austin,7,6-6,P.J. Tucker,PF,245,Houston Rockets
,1,7-1,Zhou Qi,PF,210,Houston Rockets
Syracuse University,5,6-6,Michael Carter-Williams,PG,190,Houston Rockets
Wake Forest University,13,6-0,Chris Paul,PG,175,Houston Rockets
,11,6-7,Gerald Green,SG,205,Houston Rockets
California State University Long Beach,4,6-7,James Ennis,SF,210,Houston Rockets
,R,7-0,Isaiah Hartenstein,PF,249,Houston Rockets
,4,6-10,Clint Capela,C,240,Houston Rockets
University of Cincinnati,R,6-8,Gary Clark  (TW),PF,225,Houston Rockets
Syracuse University,15,6-8,Carmelo Anthony,PF,240,Houston Rockets
Purdue University,R,6-8,Vince Edwards  (TW),SF,225,Houston Rockets
Texas A&M University,2,6-7,Danuel House,SF,207,Houston Rockets
Indiana University,5,6-4,Victor Oladipo,SG,210,Indiana Pacers
University of Texas at Austin,3,6-11,Myles Turner,C,243,Indiana Pacers
Georgia Institute of Technology,11,6-8,Thaddeus Young,PF,221,Indiana Pacers
University of Texas at Austin,7,6-3,Cory Joseph,PG,193,Indiana Pacers
Gonzaga University,2,6-11,Domantas Sabonis,C,240,Indiana Pacers
University of California Los Angeles,1,6-10,T.J. Leaf,PF,222,Indiana Pacers
,4,6-8,Bojan Bogdanovic,SF,216,Indiana Pacers
University of California Los Angeles,9,6-0,Darren Collison,PG,175,Indiana Pacers
University of California Los Angeles,1,6-10,Ike Anigbogu,C,252,Indiana Pacers
University of California Los Angeles,R,6-1,Aaron Holiday,PG,185,Indiana Pacers
University of Memphis,9,6-6,Tyreke Evans,SG,220,Indiana Pacers
Creighton University,4,6-8,Doug McDermott,SF,225,Indiana Pacers
Norfolk State University,6,6-10,Kyle O'Quinn,C,250,Indiana Pacers
Xavier University,1,6-6,Edmond Sumner  (TW),PG,176,Indiana Pacers
Missouri State,R,6-9,Alize Johnson,PF,212,Indiana Pacers
University of Miami,1,6-5,Davon Reed  (TW),SG,208,Indiana Pacers
,11,6-11,Marcin Gortat,C,240,Los Angeles Clippers
University of Arkansas,6,6-1,Patrick Beverley,PG,185,Los Angeles Clippers
University of Tennessee,7,6-9,Tobias Harris,PF,235,Los Angeles Clippers
,13,6-1,Lou Williams,SG,175,Los Angeles Clippers
,3,7-3,Boban Marjanovic,C,290,Los Angeles Clippers
,9,6-10,Danilo Gallinari,SF,225,Los Angeles Clippers
,1,6-5,Milos Teodosic,PG,196,Los Angeles Clippers
University of South Carolina,1,6-5,Sindarius Thornwell,SG,212,Los Angeles Clippers
Baylor University,1,6-9,Johnathan Motley  (TW),F,238,Los Angeles Clippers
University of Kentucky,R,6-6,Shai Gilgeous-Alexander,PG,180,Los Angeles Clippers
Boston College,R,6-6,Jerome Robinson,SG,191,Los Angeles Clippers
Seton Hall University,R,6-10,Angel Delgado  (TW),C,245,Los Angeles Clippers
University of Texas at Austin,8,6-2,Avery Bradley,SG,180,Los Angeles Clippers
University of Virginia,6,6-8,Mike Scott,PF,237,Los Angeles Clippers
University of California Los Angeles,10,6-8,Luc Mbah a Moute,PF,230,Los Angeles Clippers
University of Louisville,3,6-8,Montrezl Harrell,C,240,Los Angeles Clippers
University of California,1,6-5,Tyrone Wallace,PG,205,Los Angeles Clippers
,2,7-1,Ivica Zubac,C,265,Los Angeles Lakers
Duke University,2,6-9,Brandon Ingram,SG,190,Los Angeles Lakers
University of California Los Angeles,1,6-6,Lonzo Ball,PG,190,Los Angeles Lakers
University of Utah,1,6-9,Kyle Kuzma,SF,220,Los Angeles Lakers
Villanova University,1,6-5,Josh Hart,SG,209,Los Angeles Lakers
University of Michigan,R,6-11,Moritz Wagner,C,245,Los Angeles Lakers
,R,6-8,Isaac Bonga,G,179,Los Angeles Lakers
University of Georgia,5,6-5,Kentavious Caldwell-Pope,SG,205,Los Angeles Lakers
University of Kentucky,12,6-1,Rajon Rondo,PG,186,Los Angeles Lakers
,15,6-8,LeBron James,PF,250,Los Angeles Lakers
University of Cincinnati,8,6-5,Lance Stephenson,SG,230,Los Angeles Lakers
University of Kansas,R,6-8,Svi Mykhailiuk,SF,205,Los Angeles Lakers
University of Nevada Reno,10,7-0,JaVale McGee,C,270,Los Angeles Lakers
Texas A&M University,1,6-5,Alex Caruso  (TW),G,186,Los Angeles Lakers
Kansas State University,10,6-9,Michael Beasley,PF,235,Los Angeles Lakers
University of Missouri Gonzaga University,R,6-9,Johnathan Williams  (TW),C,228,Los Angeles Lakers
,17,7-1,Tyson Chandler,C,240,Los Angeles Lakers
,10,7-1,Marc Gasol,C,255,Memphis Grizzlies
University of Florida,7,6-10,Chandler Parsons,SF,230,Memphis Grizzlies
Louisiana State University,8,6-6,Garrett Temple,SG,195,Memphis Grizzlies
Ohio State University,11,6-1,Mike Conley,PG,175,Memphis Grizzlies
University of Oregon,1,6-6,Dillon Brooks,SF,220,Memphis Grizzlies
University of Kansas,2,6-5,Wayne Selden,SG,230,Memphis Grizzlies
University of California,1,6-10,Ivan Rabb,PF,220,Memphis Grizzlies
University of Alabama,4,6-9,JaMychal Green,PF,227,Memphis Grizzlies
Providence College,4,6-5,MarShon Brooks,SG,200,Memphis Grizzlies
Michigan State University,R,6-11,Jaren Jackson Jr.,C,242,Memphis Grizzlies
University of California Los Angeles,4,6-9,Kyle Anderson,SF,230,Memphis Grizzlies
,9,6-9,Omri Casspi,SF,225,Memphis Grizzlies
West Virginia University,R,6-2,Jevon Carter,G,205,Memphis Grizzlies
George Washington University,R,6-9,Yuta Watanabe  (TW),SG,205,Memphis Grizzlies
Butler University,7,6-3,Shelvin Mack,PG,203,Memphis Grizzlies
University of Memphis,1,6-5,D.J. Stephens  (TW),G-F,188,Memphis Grizzlies
Duke University,3,6-7,Justise Winslow,PF,225,Miami Heat
,10,6-3,Goran Dragic,PG,190,Miami Heat
California State University Fresno,4,6-4,Tyler Johnson,PG,186,Miami Heat
Marshall University,6,7-0,Hassan Whiteside,C,265,Miami Heat
Kansas State University,2,6-4,Rodney McGruder,SG,205,Miami Heat
University of Kentucky,1,6-10,Bam Adebayo,C,243,Miami Heat
Wake Forest University,9,6-9,James Johnson,PF,250,Miami Heat
Syracuse University,6,6-4,Dion Waiters,G,225,Miami Heat
Gonzaga University,5,7-0,Kelly Olynyk,PF,238,Miami Heat
University of Tennessee,3,6-6,Josh Richardson,SG,200,Miami Heat
University of Nevada Las Vegas,2,6-7,Derrick Jones Jr.,SF,190,Miami Heat
Williams College University of Michigan,R,6-8,Duncan Robinson  (TW),PF,215,Miami Heat
University of North Carolina,9,6-4,Wayne Ellington,SG,200,Miami Heat
University of Georgia,R,6-8,Yante Maten  (TW),F,243,Miami Heat
University of Florida,15,6-8,Udonis Haslem,C,235,Miami Heat
Marquette University,15,6-4,Dwyane Wade,SG,220,Miami Heat
University of Kentucky,8,6-1,Eric Bledsoe,PG,205,Milwaukee Bucks
University of North Carolina,6,6-11,John Henson,C,229,Milwaukee Bucks
,5,6-11,Giannis Antetokounmpo,PF,222,Milwaukee Bucks
Texas A&M University,6,6-8,Khris Middleton,SF,234,Milwaukee Bucks
Saint Mary's College of California,5,6-4,Matthew Dellavedova,PG,198,Milwaukee Bucks
,2,7-1,Thon Maker,C,216,Milwaukee Bucks
University of Virginia,2,6-5,Malcolm Brogdon,SG,215,Milwaukee Bucks
University of Michigan,1,6-10,D.J. Wilson,F,234,Milwaukee Bucks
Southern Methodist University,1,6-5,Sterling Brown,SG,225,Milwaukee Bucks
University of New Mexico,5,6-7,Tony Snell,SG,200,Milwaukee Bucks
Villanova University,R,6-5,Donte DiVincenzo,SG,205,Milwaukee Bucks
,10,6-10,Ersan Ilyasova,PF,235,Milwaukee Bucks
Stanford University,10,7-0,Brook Lopez,C,275,Milwaukee Bucks
Duke University,R,6-3,Trevon Duval,G,186,Milwaukee Bucks
Molloy,1,6-5,Jaylen Morris  (TW),SG,185,Milwaukee Bucks
University of Notre Dame,3,6-5,Pat Connaughton,SG,206,Milwaukee Bucks
University of Nevada Las Vegas,2,6-11,Christian Wood,PF,220,Milwaukee Bucks
University of Louisville,5,6-11,Gorgui Dieng,C,241,Minnesota Timberwolves
University of Kentucky,3,7-0,Karl-Anthony Towns,C,244,Minnesota Timberwolves
Duke University,3,6-2,Tyus Jones,PG,195,Minnesota Timberwolves
,2,6-10,Dario Saric,PF,223,Minnesota Timberwolves
University of Arizona,10,6-3,Jerryd Bayless,G,200,Minnesota Timberwolves
Wake Forest University,9,6-2,Jeff Teague,PG,186,Minnesota Timberwolves
University of Southern California,9,6-9,Taj Gibson,PF,225,Minnesota Timberwolves
University of Kansas,4,6-8,Andrew Wiggins,SF,199,Minnesota Timberwolves
Tennessee State University,5,6-9,Robert Covington,SF,215,Minnesota Timberwolves
Georgia Institute of Technology,R,6-4,Josh Okogie,SG,213,Minnesota Timberwolves
University of Memphis,9,6-3,Derrick Rose,PG,190,Minnesota Timberwolves
University of Rhode Island,R,6-3,Jared Terrell  (TW),SG,215,Minnesota Timberwolves
Ohio State University,R,6-7,Keita Bates-Diop,SF,235,Minnesota Timberwolves
Creighton University,10,6-8,Anthony Tolliver,PF,240,Minnesota Timberwolves
North Carolina State University,1,6-5,C.J. Williams  (TW),SG,225,Minnesota Timberwolves
University of California Santa Barbara,1,6-7,James Nunnally,SF,205,Minnesota Timberwolves
Duke University,14,6-9,Luol Deng,SF,220,Minnesota Timberwolves
University of Kentucky,6,6-10,Anthony Davis,C,253,New Orleans Pelicans
Iowa State University Syracuse University,8,6-7,Wesley Johnson,SF,215,New Orleans Pelicans
Purdue University,7,6-4,E'Twaun Moore,SF,191,New Orleans Pelicans
University of Kansas,2,6-9,Cheick Diallo,PF,220,New Orleans Pelicans
University of Arizona,5,6-7,Solomon Hill,SF,225,New Orleans Pelicans
University of California Los Angeles,9,6-4,Jrue Holiday,SG,205,New Orleans Pelicans
Duke University,R,6-4,Frank Jackson,PG,202,New Orleans Pelicans
University of Kentucky,4,6-8,Darius Miller,SF,235,New Orleans Pelicans
,4,6-10,Nikola Mirotic,PF,220,New Orleans Pelicans
University of Louisiana at Lafayette,4,6-4,Elfrid Payton,PG,185,New Orleans Pelicans
University of Kentucky,4,6-9,Julius Randle,C,250,New Orleans Pelicans
Belmont University,5,6-3,Ian Clark,SG,175,New Orleans Pelicans
Xavier University,R,6-6,Trevon Bluiett  (TW),G,198,New Orleans Pelicans
,R,6-7,Kenrich Williams,SF,210,New Orleans Pelicans
Duke University,3,6-11,Jahlil Okafor,C,275,New Orleans Pelicans
Pennsylvania State University,4,6-1,Tim Frazier,PG,170,New Orleans Pelicans
,3,7-3,Kristaps Porzingis,F-C,240,New York Knicks
,3,6-5,Emmanuel Mudiay,PG,200,New York Knicks
,7,6-11,Enes Kanter,C,245,New York Knicks
University of Florida,11,6-11,Joakim Noah,C,230,New York Knicks
Western Kentucky University,10,6-5,Courtney Lee,G,200,New York Knicks
Duke University,7,6-8,Lance Thomas,PF,235,New York Knicks
,1,6-5,Frank Ntilikina,PG,190,New York Knicks
University of Michigan,5,6-6,Tim Hardaway Jr.,SG,205,New York Knicks
Wichita State University,2,6-4,Ron Baker,SG,220,New York Knicks
University of Oregon University of Houston,1,6-6,Damyean Dotson,SG,205,New York Knicks
University of Michigan,5,6-1,Trey Burke,PG,191,New York Knicks
University of North Carolina,1,6-9,Isaiah Hicks  (TW),F,233,New York Knicks
University of Kentucky,R,6-9,Kevin Knox,PF,215,New York Knicks
,3,6-8,Mario Hezonja,SF,215,New York Knicks
Vanderbilt University,1,7-1,Luke Kornet,PF,250,New York Knicks
,R,7-0,Mitchell Robinson,C,225,New York Knicks
University of Arizona,R,6-5,Allonzo Trier  (TW),SG,205,New York Knicks
Indiana University,4,6-10,Noah Vonleh,PF,240,New York Knicks
,5,6-1,Dennis Schroder,PG,172,Oklahoma City Thunder
University of California Los Angeles,10,6-3,Russell Westbrook,PG,200,Oklahoma City Thunder
University of Pittsburgh,5,7-0,Steven Adams,C,255,Oklahoma City Thunder
,2,6-6,Timothe Luwawu-Cabarrot,SF,205,Oklahoma City Thunder
,2,6-6,Alex Abrines,SG,190,Oklahoma City Thunder
University of Kentucky,8,6-9,Patrick Patterson,PF,230,Oklahoma City Thunder
Northern Illinois University Iowa State University,1,6-6,Abdel Nader,SF,230,Oklahoma City Thunder
University of Colorado,5,6-7,Andre Roberson,G-F,210,Oklahoma City Thunder
,1,6-7,Terrance Ferguson,SG,184,Oklahoma City Thunder
University of Kentucky,4,6-11,Nerlens Noel,C,228,Oklahoma City Thunder
California State University Fresno,8,6-9,Paul George,SF,220,Oklahoma City Thunder
Marquette University Iowa State University,R,6-5,Deonte Burton  (TW),SG,250,Oklahoma City Thunder
Syracuse University,4,6-8,Jerami Grant,PF,210,Oklahoma City Thunder
University of North Carolina,13,6-1,Raymond Felton,PG,205,Oklahoma City Thunder
University of Kentucky,R,6-5,Hamidou Diallo,SG,198,Oklahoma City Thunder
Texas A&M University,R,6-10,Tyler Davis  (TW),C,265,Oklahoma City Thunder
University of Southern California,7,7-0,Nikola Vucevic,C,260,Orlando Magic
University of Washington,6,6-7,Terrence Ross,SG,206,Orlando Magic
University of Notre Dame,3,6-4,Jerian Grant,PG,195,Orlando Magic
Louisiana State University,3,6-10,Jarell Martin,PF,239,Orlando Magic
,8,7-1,Timofey Mozgov,C,275,Orlando Magic
University of Texas at Austin,10,6-0,D.J. Augustin,PG,183,Orlando Magic
,6,6-7,Evan Fournier,SG,205,Orlando Magic
Florida State University,1,6-10,Jonathan Isaac,SF,210,Orlando Magic
University of Houston,3,6-6,Jonathon Simmons,SG,195,Orlando Magic
Kansas State University,1,6-7,Wesley Iwundu,SF,193,Orlando Magic
University of Pittsburgh University of Nevada Las Vegas,1,6-9,Khem Birch,C,220,Orlando Magic
University of Texas at Austin,R,7-0,Mohamed Bamba,C,225,Orlando Magic
University of Kentucky,R,6-3,Isaiah Briscoe,PG,224,Orlando Magic
Tulane University,R,6-6,Melvin Frazier,SG,200,Orlando Magic
University of Arizona,4,6-9,Aaron Gordon,PF,220,Orlando Magic
University of Cincinnati,R,6-4,Troy Caupain  (TW),G,210,Orlando Magic
Duke University,R,6-9,Amile Jefferson  (TW),F,224,Orlando Magic
DePaul University,10,6-8,Wilson Chandler,PF,225,Philadelphia 76ers
Marquette University,7,6-8,Jimmy Butler,SG,236,Philadelphia 76ers
Louisiana State University,1,6-10,Ben Simmons,PG,230,Philadelphia 76ers
Duquesne University University of Arizona,3,6-2,T.J. McConnell,PG,200,Philadelphia 76ers
,1,6-7,Furkan Korkmaz,SG,185,Philadelphia 76ers
Creighton University,1,6-11,Justin Patton,C,229,Philadelphia 76ers
University of Washington,1,6-4,Markelle Fultz,SG,195,Philadelphia 76ers
Bucknell University,5,6-11,Mike Muscala,PF,240,Philadelphia 76ers
University of Kansas,2,7-0,Joel Embiid,C,250,Philadelphia 76ers
Texas Tech University,R,6-5,Zhaire Smith,G,195,Philadelphia 76ers
Wichita State University,R,6-4,Landry Shamet,SG,180,Philadelphia 76ers
Duke University,12,6-4,J.J. Redick,SG,190,Philadelphia 76ers
,13,6-9,Amir Johnson,C,240,Philadelphia 76ers
University of California Los Angeles,R,6-10,Jonah Bolden,PF,220,Philadelphia 76ers
Southern Methodist University,R,6-6,Shake Milton  (TW),G,205,Philadelphia 76ers
