3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
.292,26.4,0.5,1.7,-1.2,10.5,2.5,.255,Joe Johnson,2.9,2.4,5.1,18.2,1.4,11.0,6.5,.534,26.6,3.0,7.6,.116
.426,24.2,0.3,1.7,-0.9,10.3,2.5,.170,Mike Bibby,2.6,1.6,4.4,16.3,1.9,10.6,6.0,.544,20.6,2.6,6.9,.121
.102,12.1,3.5,1.7,2.5,17.6,3.6,.423,Josh Smith,-0.8,6.5,1.3,17.2,2.1,13.8,12.1,.533,22.6,2.3,4.9,.097
.002,11.9,3.3,2.3,3.1,25.0,3.5,.345,Al Horford,-0.7,7.6,3.3,17.0,1.3,13.1,16.3,.565,16.4,2.5,6.8,.145
.249,6.3,1.4,0.9,0.1,15.2,2.2,.439,Marvin Williams,0.8,6.2,3.9,16.0,1.5,8.6,10.7,.569,18.2,1.5,6.1,.140
.304,14.0,0.7,-1.5,-1.3,8.7,2.0,.293,Ronald Murray,-0.2,1.3,1.2,14.7,2.4,12.5,5.0,.543,24.3,0.3,3.1,.076
.515,4.6,0.4,-0.5,-1.0,9.9,1.5,.151,Maurice Evans,0.5,5.6,2.3,11.1,1.5,7.7,7.7,.558,14.2,0.7,3.8,.099
.009,6.0,1.4,-1.3,0.2,20.9,1.9,.719,Zaza Pachulia,-1.5,13.8,2.0,14.1,1.3,17.8,17.4,.571,16.3,0.2,3.9,.127
.018,3.4,3.9,-1.4,0.6,15.6,0.7,.667,Solomon Jones,-2.0,9.1,1.2,12.0,0.6,15.8,12.3,.655,11.8,0.1,1.9,.138
.209,23.4,0.4,-5.0,-2.0,10.9,0.4,.432,Acie Law,-3.0,1.3,0.3,10.6,1.1,14.9,6.1,.490,16.3,-0.4,0.7,.062
.029,10.1,1.1,-0.1,2.8,13.9,0.4,.882,Mario West,-2.9,10.5,0.0,10.0,3.6,21.6,12.2,.456,10.5,0.1,0.4,.080
.639,3.1,0.8,-9.7,-2.6,8.4,0.1,.111,Thomas Gardner,-7.1,0.0,-0.3,1.5,2.2,7.4,4.2,.318,19.5,-0.2,-0.2,-0.120
.000,1.7,4.2,-4.0,0.2,19.1,0.1,.250,Othello Hunter,-4.2,11.5,0.0,12.1,1.2,8.3,15.3,.495,12.3,0.0,0.2,.092
.000,3.3,0.9,-8.5,-0.5,21.0,0.1,.235,Randolph Morris,-8.0,5.3,-0.1,1.8,1.2,27.2,13.2,.480,13.6,-0.1,0.0,-0.013
.000,32.4,0.0,-19.1,-10.7,0.0,0.0,.286,Speedy Claxton,-8.3,0.0,0.0,5.7,0.0,0.0,0.0,.317,24.6,-0.1,0.0,-0.083
.291,23.7,1.1,2.5,-0.9,13.8,1.8,.305,Vince Carter,3.5,3.0,5.7,19.3,1.5,9.8,8.3,.545,26.8,3.4,7.5,.123
.002,6.2,4.9,0.0,1.2,21.2,2.7,.257,Brook Lopez,-1.2,10.6,3.2,17.9,0.9,13.5,15.8,.568,20.3,1.2,5.8,.112
.212,34.4,0.4,2.5,-1.5,9.7,1.7,.582,Devin Harris,3.9,1.4,5.9,21.6,2.4,14.0,5.5,.563,28.4,2.8,7.5,.145
.393,21.3,0.3,-1.1,-1.9,7.6,0.9,.258,Keyon Dooling,0.8,1.4,2.8,13.6,1.8,13.6,4.5,.562,17.4,0.4,3.7,.085
