College,Experience,Height,Name,Position,Weight,team
UNC,6,6-1,Raymond Felton,PG,205,Portland Trail Blazers
Syracuse,2,6-0,Jonny Flynn,PG,185,Portland Trail Blazers
NC State,3,6-9,J.J. Hickson,PF,242,Portland Trail Blazers
Nevada,1,6-3,Armon Johnson,PG,195,Portland Trail Blazers
LSU,1,6-11,Chris Johnson,C,210,Portland Trail Blazers
Marquette,2,6-4,Wesley Matthews,SG,220,Portland Trail Blazers
Minnesota,11,7-1,Joel Przybilla,C,255,Portland Trail Blazers
Boston College,5,6-7,Craig Smith,PF,250,Portland Trail Blazers
Duke,R,6-2,Nolan Smith,PG,185,Portland Trail Blazers
UConn,2,7-3,Hasheem Thabeet,C,263,Portland Trail Blazers
TCU,16,6-9,Kurt Thomas,C,230,Portland Trail Blazers
Alabama,10,6-7,Gerald Wallace,SF,215,Portland Trail Blazers
Duke Memphis,R,6-5,Elliot Williams,SG,190,Portland Trail Blazers
Kentucky,1,6-10,DeMarcus Cousins,C,270,Sacramento Kings
Memphis,2,6-6,Tyreke Evans,SG,220,Sacramento Kings
BYU,R,6-2,Jimmer Fredette,PG,195,Sacramento Kings
Louisville,6,6-7,Francisco García,SF,195,Sacramento Kings
Syracuse,3,6-11,Donté Greene,PF,226,Sacramento Kings
Kentucky,6,6-6,Chuck Hayes,C,240,Sacramento Kings
NC State,3,6-9,J.J. Hickson,PF,242,Sacramento Kings
UCLA,R,6-8,Tyler Honeycutt,SF,188,Sacramento Kings
,8,6-9,Travis Outlaw,SF,210,Sacramento Kings
Miami (FL),9,6-7,John Salmons,SF,210,Sacramento Kings
Washington,R,5-9,Isaiah Thomas,PG,185,Sacramento Kings
Rider University,3,6-11,Jason Thompson,PF,250,Sacramento Kings
LSU,2,6-4,Marcus Thornton,SG,205,Sacramento Kings
Marshall,1,7-0,Hassan Whiteside,C,235,Sacramento Kings
Louisville,2,6-6,Terrence Williams,SG,220,Sacramento Kings
Oklahoma State,1,6-6,James Anderson,SG,213,San Antonio Spurs
Pitt,2,6-7,DeJuan Blair,PF,270,San Antonio Spurs
Florida,7,6-10,Matt Bonner,PF,235,San Antonio Spurs
Virginia Vanderbilt,R,6-7,Derrick Byars,PF,220,San Antonio Spurs
Midwestern State University,R,6-9,Eric Dawson,C,250,San Antonio Spurs
Washington,R,5-11,Justin Dentmon,PG,185,San Antonio Spurs
,8,6-8,Boris Diaw,PF,250,San Antonio Spurs
Arizona State,5,6-8,Ike Diogu,PF,250,San Antonio Spurs
Wake Forest,14,6-11,Tim Duncan,C,250,San Antonio Spurs
Texas,7,6-0,T.J. Ford,PG,165,San Antonio Spurs
,9,6-6,Manu Ginóbili,SG,205,San Antonio Spurs
UNC,2,6-6,Danny Green,SG,215,San Antonio Spurs
Butler County Community College,11,6-8,Stephen Jackson,SF,218,San Antonio Spurs
Arizona,10,6-7,Richard Jefferson,SF,233,San Antonio Spurs
Texas,R,6-3,Cory Joseph,PG,200,San Antonio Spurs
San Diego State,R,6-7,Kawhi Leonard,SF,230,San Antonio Spurs
Saint Mary's,2,6-1,Patty Mills,PG,180,San Antonio Spurs
La Salle Towson University,1,6-4,Gary Neal,SG,210,San Antonio Spurs
,10,6-2,Tony Parker,PG,185,San Antonio Spurs
,1,6-11,Tiago Splitter,C,245,San Antonio Spurs
Pepperdine San Diego State,R,6-9,Malcolm Thomas,PF,225,San Antonio Spurs
Florida State,1,7-1,Solomon Alabi,C,251,Toronto Raptors
Michigan State,2,6-6,Alan Anderson,SF,220,Toronto Raptors
,8,6-3,Leandro Barbosa,SG,194,Toronto Raptors
,5,7-0,Andrea Bargnani,C,245,Toronto Raptors
Arizona,3,6-3,Jerryd Bayless,PG,200,Toronto Raptors
La Salle,9,6-7,Rasual Butler,SF,215,Toronto Raptors
,6,6-3,José Calderón,PG,200,Toronto Raptors
Hawaii,12,6-1,Anthony Carter,PG,190,Toronto Raptors
UNC,1,6-9,Ed Davis,PF,225,Toronto Raptors
Washington,R,5-11,Justin Dentmon,PG,185,Toronto Raptors
USC,2,6-6,DeMar DeRozan,SG,220,Toronto Raptors
Virginia UMass,1,6-7,Gary Forbes,SG,220,Toronto Raptors
Pitt,4,7-0,Aaron Gray,C,270,Toronto Raptors
,6,6-9,Amir Johnson,PF,240,Toronto Raptors
Wake Forest,2,6-7,James Johnson,SF,240,Toronto Raptors
Missouri,5,6-8,Linas Kleiza,SF,245,Toronto Raptors
Kentucky,11,6-11,Jamaal Magloire,C,259,Toronto Raptors
Tulsa,1,6-3,Ben Uzoh,PG,205,Toronto Raptors
Missouri State University,2,6-2,Blake Ahearn,PG,190,Utah Jazz
Boston University Florida International University,11,6-5,Raja Bell,SG,204,Utah Jazz
Colorado,R,6-6,Alec Burks,SG,214,Utah Jazz
Vanderbilt Missouri,2,6-6,DeMarre Carroll,SF,215,Utah Jazz
Western Kentucky,1,6-9,Jeremy Evans,SF,200,Utah Jazz
Georgia Tech,1,6-9,Derrick Favors,PF,265,Utah Jazz
Wisconsin,7,6-3,Devin Harris,PG,185,Utah Jazz
Butler,1,6-7,Gordon Hayward,SF,207,Utah Jazz
Wake Forest,8,6-7,Josh Howard,SF,210,Utah Jazz
,7,6-10,Al Jefferson,C,289,Utah Jazz
,R,6-10,Enes Kanter,C,262,Utah Jazz
,6,6-6,C.J. Miles,SG,220,Utah Jazz
Louisiana Tech,5,6-7,Paul Millsap,PF,250,Utah Jazz
Iowa State,8,6-3,Jamaal Tinsley,PG,195,Utah Jazz
UCLA,10,6-1,Earl Watson,PG,195,Utah Jazz
Rice University,2,6-6,Morris Almond,SG,225,Washington Wizards
,6,6-11,Andray Blatche,PF,235,Washington Wizards
Clemson,1,6-8,Trevor Booker,PF,228,Washington Wizards
Illinois,8,6-9,Brian Cook,PF,234,Washington Wizards
Indiana Xavier,1,6-4,Jordan Crawford,SG,195,Washington Wizards
Wichita State Texas,8,6-5,Maurice Evans,SF,220,Washington Wizards
,9,6-11,Nenê Hilário,C,250,Washington Wizards
,13,6-10,Rashard Lewis,SF,215,Washington Wizards
Butler,R,6-3,Shelvin Mack,PG,203,Washington Wizards
Kansas State,3,6-7,Cartier Martin,SF,220,Washington Wizards
Virginia,7,6-5,Roger Mason,SG,200,Washington Wizards
Nevada,3,7-0,JaVale McGee,C,270,Washington Wizards
Rutgers University,1,7-0,Hamady N'Diaye,C,235,Washington Wizards
,1,6-9,Kevin Séraphin,C,285,Washington Wizards
Florida State,R,6-8,Chris Singleton,SF,230,Washington Wizards
Murray State,4,6-8,James Singleton,PF,216,Washington Wizards
Gonzaga,6,6-10,Ronny Turiaf,C,249,Washington Wizards
Siena College,R,6-6,Edwin Ubiles,SF,204,Washington Wizards
,R,6-11,Jan Veselý,PF,240,Washington Wizards
Kentucky,1,6-4,John Wall,PG,210,Washington Wizards
USC,4,6-7,Nick Young,SG,210,Washington Wizards
