3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
.367,4.9,3.0,-3.8,0.3,15.2,0.7,.215,Quincy Miller,-4.1,4.9,-0.7,8.6,1.4,14.6,10.1,.459,17.7,-0.4,0.0,.002
.508,7.8,1.4,-0.8,0.1,17.8,0.7,.122,Jordan Hamilton,-0.9,3.7,0.2,13.2,2.3,9.2,10.7,.497,18.7,0.2,1.0,.069
.125,25.8,0.9,-1.7,-0.6,10.8,0.3,.326,Andre Miller,-1.0,3.0,0.8,13.4,1.3,16.7,6.9,.534,14.7,0.1,1.1,.091
.347,9.1,2.7,-1.8,1.3,21.0,0.7,.392,Anthony Randolph,-3.1,4.1,-0.1,12.2,2.4,15.9,12.5,.499,19.8,0.0,0.6,.055
.000,5.4,3.9,2.2,4.3,17.7,0.6,.321,Jan Vesely,-2.1,9.8,0.1,14.5,4.3,13.2,13.8,.503,14.8,0.3,0.7,.109
.000,4.4,6.5,-5.9,-0.1,9.6,0.1,.026,JaVale McGee,-5.8,13.6,-0.1,10.2,0.6,17.2,11.6,.455,25.0,-0.1,-0.1,-0.039
.215,15.0,3.2,-0.6,1.1,17.6,2.5,.244,Josh Smith,-1.7,3.9,-1.4,14.1,1.9,12.7,10.4,.463,24.5,0.9,1.1,.020
.403,34.4,0.2,-0.5,-2.6,7.8,0.9,.283,Brandon Jennings,2.1,2.2,3.0,15.6,1.9,14.4,4.9,.486,23.4,1.0,3.9,.068
.001,10.3,1.4,0.3,0.4,21.6,2.3,.362,Greg Monroe,0.0,9.9,3.7,18.1,1.7,12.4,15.4,.531,21.4,1.6,5.9,.106
.003,2.2,4.0,1.6,0.5,27.7,3.5,.427,Andre Drummond,1.1,17.5,6.4,22.6,2.0,10.7,22.3,.599,16.7,2.4,9.9,.182
.409,4.7,1.3,-0.1,-0.8,9.2,0.7,.306,Kyle Singler,0.7,5.2,3.6,11.8,1.3,10.4,7.1,.574,14.0,1.1,4.4,.090
.103,12.7,0.4,-4.1,-2.9,7.7,0.4,.342,Rodney Stuckey,-1.2,2.1,1.8,14.0,1.4,11.3,4.7,.516,24.3,-1.0,2.2,.053
.402,5.0,0.6,-2.1,-0.8,8.6,0.8,.133,Kentavious Caldwell-Pope,-1.2,2.5,1.0,9.4,2.4,5.4,5.4,.483,13.9,0.0,1.8,.055
.144,32.5,0.5,-3.5,-2.8,8.2,0.4,.281,Will Bynum,-0.7,2.4,0.6,14.4,1.9,17.6,5.1,.502,23.8,-0.4,1.0,.047
.356,7.8,0.6,-2.1,-1.4,19.3,0.5,.284,Jonas Jerebko,-0.7,7.2,1.0,13.4,1.4,15.5,12.9,.577,16.0,0.0,1.4,.092
.378,6.9,3.8,-0.2,0.2,16.7,0.2,.085,Josh Harrellson,-0.5,9.8,0.5,13.4,1.0,10.5,13.1,.547,12.8,0.1,0.7,.108
.608,18.7,0.3,-6.3,-2.4,8.9,0.1,.152,Chauncey Billups,-3.8,1.3,-0.3,5.3,1.3,22.9,4.9,.427,15.1,-0.3,-0.3,-0.042
