3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
.218,16.4,4.1,5.3,4.2,21.5,6.0,.383,Paul Millsap,1.1,8.4,4.1,21.3,2.7,13.3,15.1,.556,24.3,4.9,10.1,.183
.244,16.7,3.6,4.1,2.6,18.2,4.5,.123,Al Horford,1.5,6.3,4.9,19.4,1.3,8.8,12.4,.565,20.6,4.1,9.4,.172
.644,9.9,1.1,-0.2,0.5,10.9,2.9,.088,Kyle Korver,-0.7,0.7,1.2,9.7,1.2,13.3,5.9,.578,13.7,1.1,4.1,.082
.278,34.4,0.8,0.3,-0.9,8.6,3.0,.316,Jeff Teague,1.2,1.6,2.8,17.9,2.1,16.2,5.2,.551,26.6,1.3,5.9,.125
.421,12.7,1.4,0.3,1.6,18.0,3.8,.208,Kent Bazemore,-1.3,1.5,0.3,13.4,2.3,14.8,9.9,.551,20.0,1.2,4.1,.094
.333,8.8,1.7,1.1,2.8,17.1,3.2,.266,Thabo Sefolosha,-1.7,3.3,1.3,12.4,2.4,14.1,10.4,.578,12.3,1.4,4.5,.122
.306,36.1,0.4,-1.4,-0.9,11.8,2.3,.233,Dennis Schroder,-0.5,1.7,-0.2,15.5,2.1,17.5,6.9,.510,28.8,0.3,2.2,.064
.420,10.5,1.2,-0.6,-0.4,14.2,1.5,.168,Mike Scott,-0.2,5.2,1.7,14.0,1.1,9.4,9.8,.575,17.4,0.4,3.2,.132
.536,8.9,0.6,-2.1,-1.2,9.8,1.0,.211,Tim Hardaway,-0.9,0.9,0.9,11.7,1.2,7.4,5.4,.563,16.2,0.0,1.9,.105
.013,7.9,1.6,-0.8,1.1,13.8,0.9,.310,Tiago Splitter,-1.9,8.7,0.9,13.7,1.7,12.0,11.3,.571,15.5,0.2,1.7,.144
.257,9.1,3.8,-0.5,1.5,14.9,0.9,.257,Mike Muscala,-2.0,7.5,0.7,13.6,1.1,13.8,11.3,.576,15.5,0.2,1.6,.136
.613,13.6,0.4,-4.9,-0.3,12.4,0.5,.275,Lamar Patterson,-4.6,1.1,-0.3,5.1,1.1,20.4,6.9,.468,12.8,-0.3,0.2,.025
.307,6.9,1.9,-1.6,-0.1,18.5,0.5,.446,Kris Humphries,-1.5,7.6,0.4,14.9,1.7,10.4,13.1,.555,20.4,0.0,0.9,.143
.616,5.9,1.2,-5.1,0.3,9.3,0.4,.137,Justin Holiday,-5.4,1.7,-0.5,4.7,2.4,14.4,5.6,.407,15.4,-0.2,-0.1,-0.021
.284,36.9,0.0,-3.1,-1.8,11.9,0.3,.126,Shelvin Mack,-1.3,1.2,-0.1,15.4,2.2,12.3,6.7,.464,28.5,0.0,0.2,.045
.545,23.8,1.0,-5.7,0.9,15.4,0.1,.000,Kirk Hinrich,-6.6,1.5,-0.1,6.2,1.3,21.4,8.6,.227,8.2,-0.1,0.0,.019
.000,6.3,6.5,-2.3,2.5,20.5,0.1,.421,Edy Tavares,-4.9,10.7,0.0,14.4,0.7,18.2,15.7,.555,16.9,0.0,0.2,.106
.012,10.8,4.1,1.3,0.2,17.2,1.7,.348,Brook Lopez,1.1,9.2,4.5,21.7,1.2,11.6,13.1,.562,27.3,2.1,6.2,.121
.031,9.5,1.2,0.1,0.6,23.0,2.2,.169,Thaddeus Young,-0.5,8.1,1.9,17.5,2.3,11.6,15.4,.533,21.6,1.3,4.1,.081
.451,7.3,0.2,-3.4,-2.9,11.8,0.0,.176,Bojan Bogdanovic,-0.5,1.9,0.9,10.7,0.7,12.5,6.8,.550,19.4,-0.8,0.9,.021
.377,18.0,0.1,-2.2,-1.7,11.2,0.2,.178,Joe Johnson,-0.4,1.9,0.6,10.7,1.0,15.0,6.5,.512,17.8,-0.1,0.7,.018
.215,29.3,0.6,-2.2,-1.0,9.9,1.0,.213,Shane Larkin,-1.2,1.8,0.5,13.3,2.7,21.0,5.8,.515,17.7,-0.1,1.4,.039
.478,7.8,0.3,-3.2,-2.3,10.9,0.3,.112,Wayne Ellington,-0.9,1.4,0.5,10.1,1.5,7.1,6.1,.498,17.5,-0.5,0.8,.025
.283,30.0,0.2,-2.4,-2.1,13.5,0.3,.297,Donald Sloan,-0.3,1.4,1.7,13.9,1.2,16.8,7.4,.536,16.1,-0.1,2.0,.071
.285,35.0,0.6,-1.4,-1.4,14.1,0.4,.313,Jarrett Jack,0.0,1.0,0.5,14.5,1.7,18.8,7.4,.505,21.7,0.2,0.9,.043
.376,13.9,1.2,-2.6,-1.3,11.5,0.4,.292,Markel Brown,-1.4,2.6,0.2,11.3,2.0,12.9,7.0,.500,18.9,-0.2,0.6,.031
.003,7.7,3.2,-2.9,0.9,27.8,1.1,.375,Thomas Robinson,-3.8,16.4,-0.5,14.5,2.1,16.9,22.0,.453,19.8,-0.2,0.6,.033
.057,4.8,1.1,-7.9,-4.2,12.4,0.0,.204,Andrea Bargnani,-3.7,4.9,0.1,11.8,0.3,7.9,8.6,.500,23.2,-0.9,0.2,.013
.101,10.1,2.1,1.2,2.6,21.4,0.7,.377,Rondae Hollis-Jefferson,-1.4,7.0,0.5,14.2,3.2,13.9,14.1,.519,13.5,0.5,1.2,.094
.390,8.4,0.3,-2.8,-4.5,8.6,0.0,.237,Sean Kilpatrick,1.8,2.1,0.9,16.7,0.9,8.9,5.3,.578,25.2,-0.1,0.9,.082
.000,3.8,5.7,-1.6,-0.4,19.6,0.3,.414,Willie Reed,-1.2,12.7,0.9,19.2,0.7,9.2,16.1,.579,18.1,0.0,1.2,.134
.500,12.2,0.4,-4.2,-1.7,14.3,0.1,.378,Sergey Karasev,-2.4,2.2,0.2,8.5,0.8,20.3,8.2,.562,12.1,-0.2,0.3,.031
.312,3.7,2.7,-1.0,1.1,13.6,0.4,.211,Chris McCullough,-2.1,7.6,-0.1,12.2,3.9,11.2,10.5,.470,16.5,0.1,0.3,.043
.000,5.1,4.3,-2.6,0.9,22.2,0.3,.390,Henry Sims,-3.5,8.8,0.2,13.9,1.7,11.7,15.4,.504,17.3,0.0,0.4,.079
.336,32.7,0.3,3.0,-2.0,8.0,2.5,.394,Isaiah Thomas,5.0,1.8,7.2,21.5,1.7,11.9,4.9,.562,29.6,3.3,9.7,.177
.399,9.8,0.6,0.2,-0.3,7.3,2.8,.121,Avery Bradley,0.5,2.0,2.0,13.2,2.2,9.2,4.6,.538,19.8,1.4,4.8,.090
.446,8.9,1.2,2.8,1.3,14.2,3.5,.294,Jae Crowder,1.5,3.2,3.8,15.8,2.7,8.3,8.6,.565,18.5,2.8,7.3,.152
.110,23.9,1.0,-0.7,1.3,16.5,3.0,.238,Evan Turner,-1.9,2.3,1.0,13.6,1.7,16.9,9.3,.513,18.8,0.8,4.0,.085
.128,15.5,1.9,1.1,2.3,27.0,3.6,.200,Jared Sullinger,-1.2,10.6,1.3,16.7,1.9,10.4,18.7,.476,21.8,1.5,4.8,.121
.101,11.4,3.6,3.0,3.2,19.6,2.9,.284,Amir Johnson,-0.2,10.3,3.0,16.0,1.4,16.4,14.9,.602,13.6,2.3,5.9,.158
.456,15.8,0.8,0.7,1.3,11.6,2.4,.314,Marcus Smart,-0.6,4.8,0.5,11.3,2.7,11.7,8.1,.463,17.4,1.1,2.9,.083
.378,11.9,1.8,1.2,0.4,16.2,2.0,.230,Kelly Olynyk,0.8,5.4,2.1,16.3,1.8,10.8,10.7,.561,20.9,1.1,4.1,.141
.378,7.4,1.6,-2.0,0.4,19.4,1.5,.273,Jonas Jerebko,-2.5,6.8,0.9,10.3,0.8,14.0,13.0,.531,13.5,0.0,2.4,.097
.000,6.6,2.4,-4.4,-1.1,17.6,0.9,.372,Tyler Zeller,-3.2,9.1,0.8,15.4,0.7,12.0,13.3,.539,23.0,-0.4,1.7,.114
.005,18.3,2.2,-1.3,1.2,20.4,0.7,.266,David Lee,-2.5,9.1,0.2,15.5,1.2,15.1,14.7,.499,22.9,0.1,0.9,.092
.643,5.9,1.0,-3.5,-0.4,12.0,0.4,.071,R.J. Hunter,-3.1,0.7,-0.1,7.7,2.2,9.8,6.2,.480,15.1,-0.1,0.3,.045
.255,16.5,0.3,-6.6,-0.8,13.5,0.3,.094,Terry Rozier,-5.9,8.1,-0.6,5.0,0.9,14.7,10.8,.326,17.7,-0.4,-0.3,-0.047
.722,6.0,0.4,-4.6,0.1,11.9,0.2,.111,James Young,-4.7,2.1,-0.2,3.6,1.5,11.7,6.9,.384,9.1,-0.1,0.1,.013
.000,2.6,15.1,-3.2,4.1,13.3,0.1,.455,Jordan Mickey,-7.3,11.0,0.0,15.3,0.0,3.6,12.1,.398,20.5,0.0,0.1,.068
.500,0.0,0.0,-9.5,-9.7,18.0,0.0,.000,Coty Clarke,0.2,0.0,0.0,23.9,0.0,20.0,8.8,.750,35.5,0.0,0.0,.025
.368,25.7,1.1,4.0,0.0,11.5,3.6,.329,Kemba Walker,4.0,2.1,6.3,20.8,2.2,10.1,6.8,.554,26.5,4.4,9.9,.165
.457,26.9,1.4,2.0,0.9,16.8,2.9,.220,Nicolas Batum,1.1,2.4,2.0,15.6,1.3,17.6,9.6,.546,21.4,2.5,5.0,.097
.506,7.6,2.7,2.7,1.0,18.6,3.2,.193,Marvin Williams,1.7,5.9,4.7,16.8,1.2,7.1,12.2,.585,16.8,2.7,7.8,.161
.310,18.6,1.7,-1.1,-0.2,11.4,2.3,.401,Jeremy Lin,-0.9,2.2,1.3,13.8,1.4,14.9,6.8,.534,22.2,0.5,3.5,.082
.023,6.3,2.9,1.0,2.0,19.7,2.7,.531,Cody Zeller,-1.0,8.4,3.6,16.1,1.6,11.2,14.0,.592,15.4,1.3,6.3,.169
.385,9.0,2.0,-1.2,0.4,17.2,2.1,.282,Frank Kaminsky,-1.6,4.4,1.2,12.5,1.1,8.9,10.7,.513,17.1,0.3,3.3,.093
.355,10.9,2.0,-0.5,0.1,18.7,1.8,.173,Jeremy Lamb,-0.6,3.9,1.0,15.9,1.7,8.4,11.2,.529,22.0,0.4,2.7,.107
.000,11.8,3.0,-1.1,1.2,24.6,1.8,.220,Al Jefferson,-2.3,5.6,1.0,18.2,1.4,5.8,15.0,.507,24.2,0.2,2.8,.123
.333,16.3,2.1,-0.6,1.3,20.6,1.4,.212,Spencer Hawes,-1.9,5.3,0.6,12.4,1.1,14.8,12.9,.508,17.1,0.4,1.9,.090
