College,Experience,Height,Name,Position,Weight,team
Arizona,11,7-0,Channing Frye,C,255,Cleveland Cavaliers
Georgetown,9,6-8,Jeff Green,PF,235,Cleveland Cavaliers
IUPUI,9,6-3,George Hill,PG,188,Cleveland Cavaliers
Boston University,1,6-5,John Holland,SF,205,Cleveland Cavaliers
Mississippi State Duke,3,6-8,Rodney Hood,SG,208,Cleveland Cavaliers
,14,6-9,LeBron James,PF,250,Cleveland Cavaliers
Creighton,14,6-7,Kyle Korver,SG,212,Cleveland Cavaliers
UCLA,9,6-8,Kevin Love,C,251,Cleveland Cavaliers
Wyoming,2,6-7,Larry Nance,C,230,Cleveland Cavaliers
,R,6-7,Cedi Osman,SF,215,Cleveland Cavaliers
,13,6-10,Kendrick Perkins,C,270,Cleveland Cavaliers
Virginia,R,6-2,London Perrantes,PG,200,Cleveland Cavaliers
Memphis,8,6-2,Derrick Rose,PG,200,Cleveland Cavaliers
Georgia Tech,6,6-5,Iman Shumpert,SG,215,Cleveland Cavaliers
,13,6-6,J.R. Smith,SG,225,Cleveland Cavaliers
Washington,6,5-9,Isaiah Thomas,PG,185,Cleveland Cavaliers
Texas,6,6-9,Tristan Thompson,C,238,Cleveland Cavaliers
Marquette,14,6-4,Dwyane Wade,SG,220,Cleveland Cavaliers
,R,6-10,Ante Žižić,C,254,Cleveland Cavaliers
Northeastern University,11,5-10,J.J. Barea,PG,185,Dallas Mavericks
UNC,5,6-8,Harrison Barnes,PF,225,Dallas Mavericks
Colorado State,R,6-4,Gian Clavell,SG,185,Dallas Mavericks
SE Missouri State,R,6-5,Antonius Cleveland,SG,195,Dallas Mavericks
BYU,R,6-6,Kyle Collinsworth,SF,210,Dallas Mavericks
Indiana,1,6-0,Yogi Ferrell,SG,180,Dallas Mavericks
Florida,1,6-7,Dorian Finney-Smith,PF,220,Dallas Mavericks
Wisconsin,13,6-3,Devin Harris,PG,185,Dallas Mavericks
Kentucky,2,6-6,Aaron Harrison,SG,210,Dallas Mavericks
Tennessee,1,6-7,Scotty Hopson,SG,204,Dallas Mavericks
Texas A&M,R,6-7,Jalen Jones,SF,220,Dallas Mavericks
,R,6-10,Maxi Kleber,PF,240,Dallas Mavericks
Marquette,8,6-4,Wesley Matthews,SF,220,Dallas Mavericks
Creighton,3,6-7,Doug McDermott,SF,225,Dallas Mavericks
Duke,10,6-10,Josh McRoberts,PF,240,Dallas Mavericks
,2,7-2,Salah Mejri,C,235,Dallas Mavericks
Baylor,R,6-8,Johnathan Motley,PF,230,Dallas Mavericks
Kentucky,3,6-10,Nerlens Noel,C,220,Dallas Mavericks
,19,7-0,Dirk Nowitzki,C,245,Dallas Mavericks
Stanford,3,6-10,Dwight Powell,C,240,Dallas Mavericks
NC State,R,6-2,Dennis Smith,PG,195,Dallas Mavericks
Stony Brook University,R,6-8,Jameel Warney,PF,260,Dallas Mavericks
Kansas,4,7-0,Jeff Withey,C,231,Dallas Mavericks
Kansas,8,6-9,Darrell Arthur,PF,235,Denver Nuggets
Memphis,5,6-5,Will Barton,SG,175,Denver Nuggets
Florida State,1,6-4,Malik Beasley,SG,198,Denver Nuggets
DePaul,9,6-8,Wilson Chandler,SF,235,Denver Nuggets
USC Upstate,R,6-7,Torrey Craig,SF,215,Denver Nuggets
Morehead State University,6,6-8,Kenneth Faried,PF,220,Denver Nuggets
Wisconsin,13,6-3,Devin Harris,PG,185,Denver Nuggets
Michigan State,3,6-4,Gary Harris,SG,205,Denver Nuggets
,1,6-9,Juan Hernangómez,PF,220,Denver Nuggets
Arizona,16,6-7,Richard Jefferson,SF,233,Denver Nuggets
,2,7-0,Nikola Jokić,C,253,Denver Nuggets
Syracuse,R,6-10,Tyler Lydon,PF,225,Denver Nuggets
Kentucky,2,6-9,Trey Lyles,PF,234,Denver Nuggets
Louisiana Tech,11,6-7,Paul Millsap,PF,250,Denver Nuggets
Iowa State,R,6-2,Monte Morris,PG,175,Denver Nuggets
,2,6-3,Emmanuel Mudiay,PG,200,Denver Nuggets
Kentucky,1,6-4,Jamal Murray,PG,201,Denver Nuggets
Duke,4,6-11,Mason Plumlee,C,238,Denver Nuggets
Texas,7,6-3,Avery Bradley,SG,180,Detroit Pistons
UNC,4,6-6,Reggie Bullock,SF,200,Detroit Pistons
Marquette,2,6-3,Dwight Buycks,PG,190,Detroit Pistons
UConn,5,6-10,Andre Drummond,C,279,Detroit Pistons
Marquette,1,6-10,Henry Ellenson,PF,240,Detroit Pistons
Cal State Long Beach,3,6-6,James Ennis,SF,210,Detroit Pistons
Oakland,1,5-9,Kay Felder,PG,176,Detroit Pistons
Saint Joseph's,3,6-1,Langston Galloway,SG,200,Detroit Pistons
Oklahoma,7,6-9,Blake Griffin,PF,250,Detroit Pistons
Tennessee,6,6-8,Tobias Harris,PF,235,Detroit Pistons
Northwestern,R,6-5,Reggie Hearn,SG,210,Detroit Pistons
Boston College,6,6-3,Reggie Jackson,PG,208,Detroit Pistons
Arizona,2,6-6,Stanley Johnson,SF,245,Detroit Pistons
Duke,R,6-5,Luke Kennard,SG,206,Detroit Pistons
Wisconsin,6,6-10,Jon Leuer,PF,228,Detroit Pistons
,2,7-4,Boban Marjanović,C,290,Detroit Pistons
Westchester CC,1,6-7,Luis Montero,SG,185,Detroit Pistons
Oregon State,2,6-10,Eric Moreland,PF,238,Detroit Pistons
Saint Joseph's,13,6-0,Jameer Nelson,PG,190,Detroit Pistons
Saint Louis,2,6-10,Willie Reed,C,220,Detroit Pistons
Wake Forest,7,6-0,Ish Smith,PG,175,Detroit Pistons
Creighton,9,6-8,Anthony Tolliver,PF,240,Detroit Pistons
Oregon,R,6-8,Jordan Bell,C,216,Golden State Warriors
Oregon,R,6-9,Chris Boucher,PF,200,Golden State Warriors
,8,6-9,Omri Casspi,SF,225,Golden State Warriors
Duke,1,6-1,Quinn Cook,PG,179,Golden State Warriors
Davidson,8,6-3,Stephen Curry,PG,190,Golden State Warriors
Texas,10,6-10,Kevin Durant,SF,240,Golden State Warriors
Michigan State,5,6-6,Draymond Green,PF,230,Golden State Warriors
Arizona,13,6-6,Andre Iguodala,SF,215,Golden State Warriors
Vanderbilt,1,6-11,Damian Jones,C,245,Golden State Warriors
,12,6-7,Shaun Livingston,PG,192,Golden State Warriors
UCLA,2,6-9,Kevon Looney,C,220,Golden State Warriors
UNLV,1,6-7,Patrick McCaw,SG,185,Golden State Warriors
Nevada,9,7-0,JaVale McGee,C,270,Golden State Warriors
,14,6-11,Zaza Pachulia,C,270,Golden State Warriors
Washington State,6,6-6,Klay Thompson,SG,215,Golden State Warriors
Xavier,14,6-9,David West,C,250,Golden State Warriors
USC,10,6-7,Nick Young,SG,210,Golden State Warriors
California,9,6-9,Ryan Anderson,PF,240,Houston Rockets
UCLA,13,6-8,Trevor Ariza,SF,215,Houston Rockets
Memphis Kansas,3,6-9,Tarik Black,C,250,Houston Rockets
Cal State Fullerton,3,6-2,Bobby Brown,PG,175,Houston Rockets
Oklahoma State,2,6-3,Markel Brown,SG,190,Houston Rockets
Murray State,4,6-0,Isaiah Canaan,SG,201,Houston Rockets
,3,6-10,Clint Capela,C,240,Houston Rockets
Indiana,9,6-3,Eric Gordon,SG,215,Houston Rockets
,10,6-6,Gerald Green,SG,205,Houston Rockets
Arizona State,8,6-5,James Harden,SG,220,Houston Rockets
,15,6-11,Nenê Hilário,C,250,Houston Rockets
Georgia State University,2,6-5,R.J. Hunter,SG,185,Houston Rockets
Duquesne,R,6-4,Aaron Jackson,PG,185,Houston Rockets
Notre Dame,1,6-1,Demetrius Jackson,PG,201,Houston Rockets
Arkansas,16,6-7,Joe Johnson,SF,240,Houston Rockets
UCLA,9,6-8,Luc Mbah a Moute,PF,230,Houston Rockets
Louisville,1,6-10,Chinanu Onuaku,C,245,Houston Rockets
Wake Forest,12,6-1,Chris Paul,PG,175,Houston Rockets
,R,7-1,Zhou Qi,C,210,Houston Rockets
LSU,1,6-6,Tim Quarterman,SG,195,Houston Rockets
Texas,6,6-5,P.J. Tucker,PF,245,Houston Rockets
Virginia Commonwealth,2,6-2,Briante Weber,PG,165,Houston Rockets
Indiana,1,6-7,Troy Williams,SF,218,Houston Rockets
UNC,9,6-10,Brandan Wright,PF,210,Houston Rockets
UCLA,R,6-10,Ike Anigbogu,C,250,Indiana Pacers
,3,6-8,Bojan Bogdanović,SF,216,Indiana Pacers
Clemson,7,6-8,Trevor Booker,PF,228,Indiana Pacers
UCLA,8,6-0,Darren Collison,PG,175,Indiana Pacers
,13,6-10,Al Jefferson,C,289,Indiana Pacers
Texas,6,6-3,Cory Joseph,PG,200,Indiana Pacers
UCLA,R,6-10,T.J. Leaf,PF,225,Indiana Pacers
Missouri-Kansas City Miami (FL),R,6-5,Trey McKinney-Jones,SG,214,Indiana Pacers
SMU,R,6-8,Ben Moore,PF,220,Indiana Pacers
Indiana,4,6-4,Victor Oladipo,SG,210,Indiana Pacers
Kentucky,1,6-9,Alex Poythress,PF,235,Indiana Pacers
Michigan,3,6-6,Glenn Robinson,SF,222,Indiana Pacers
Gonzaga,1,6-11,Domantas Sabonis,C,240,Indiana Pacers
Cincinnati,7,6-6,Lance Stephenson,SG,230,Indiana Pacers
Xavier,R,6-4,Edmond Sumner,PG,176,Indiana Pacers
Texas,2,6-11,Myles Turner,C,250,Indiana Pacers
NC State Georgia,9,6-6,Damien Wilkins,SF,225,Indiana Pacers
Houston Oregon,2,6-2,Joe Young,PG,180,Indiana Pacers
Georgia Tech,10,6-8,Thaddeus Young,PF,220,Indiana Pacers
Arkansas,5,6-1,Patrick Beverley,SG,185,Los Angeles Clippers
Texas,7,6-3,Avery Bradley,SG,180,Los Angeles Clippers
Wisconsin,2,6-9,Sam Dekker,PF,230,Los Angeles Clippers
Oklahoma State,R,6-0,Jawun Evans,PG,185,Los Angeles Clippers
,8,6-10,Danilo Gallinari,SF,233,Los Angeles Clippers
Oklahoma,7,6-9,Blake Griffin,PF,250,Los Angeles Clippers
Louisville,2,6-7,Montrezl Harrell,C,240,Los Angeles Clippers
Tennessee,6,6-8,Tobias Harris,PF,235,Los Angeles Clippers
UNC,1,6-10,Brice Johnson,PF,230,Los Angeles Clippers
Iowa State Syracuse,7,6-7,Wesley Johnson,SF,215,Los Angeles Clippers
Texas A&M,9,6-11,DeAndre Jordan,C,265,Los Angeles Clippers
Cincinnati,3,6-4,Sean Kilpatrick,SG,210,Los Angeles Clippers
,2,7-4,Boban Marjanović,C,290,Los Angeles Clippers
Saint Louis,2,6-10,Willie Reed,C,220,Los Angeles Clippers
Duke,5,6-3,Austin Rivers,SG,200,Los Angeles Clippers
,R,6-5,Miloš Teodosić,PG,196,Los Angeles Clippers
South Carolina,R,6-5,Sindarius Thornwell,SG,215,Los Angeles Clippers
California,R,6-5,Tyrone Wallace,PG,198,Los Angeles Clippers
NC State,R,6-5,C.J. Williams,SG,226,Los Angeles Clippers
,12,6-1,Lou Williams,SG,175,Los Angeles Clippers
Oregon Marquette,R,6-7,Jamil Wilson,SF,230,Los Angeles Clippers
UCLA,R,6-6,Lonzo Ball,PG,190,Los Angeles Lakers
Marquette,2,6-4,Vander Blue,SG,200,Los Angeles Lakers
Utah,12,7-0,Andrew Bogut,C,260,Los Angeles Lakers
Florida,10,6-9,Corey Brewer,SF,186,Los Angeles Lakers
Indiana,R,6-10,Thomas Bryant,C,248,Los Angeles Lakers
Georgia,4,6-5,Kentavious Caldwell-Pope,SG,205,Los Angeles Lakers
Texas A&M,R,6-5,Alex Caruso,PG,186,Los Angeles Lakers
Tulsa Missouri,3,6-4,Jordan Clarkson,SG,194,Los Angeles Lakers
Duke,13,6-9,Luol Deng,SF,237,Los Angeles Lakers
Syracuse,3,6-3,Tyler Ennis,PG,194,Los Angeles Lakers
Arizona,11,7-0,Channing Frye,C,255,Los Angeles Lakers
Villanova,R,6-5,Josh Hart,SG,215,Los Angeles Lakers
Wisconsin,R,6-8,Nigel Hayes,SF,254,Los Angeles Lakers
American University,R,6-3,Andre Ingram,SG,190,Los Angeles Lakers
Duke,1,6-7,Brandon Ingram,SF,190,Los Angeles Lakers
Utah,R,6-8,Kyle Kuzma,PF,220,Los Angeles Lakers
Stanford,9,7-0,Brook Lopez,C,270,Los Angeles Lakers
Wyoming,2,6-7,Larry Nance,C,230,Los Angeles Lakers
Oregon State,1,6-3,Gary Payton,PG,190,Los Angeles Lakers
Kentucky,3,6-8,Julius Randle,C,250,Los Angeles Lakers
Washington,6,5-9,Isaiah Thomas,PG,185,Los Angeles Lakers
UNC UCLA,1,6-10,Travis Wear,SF,230,Los Angeles Lakers
Arizona,6,6-8,Derrick Williams,PF,240,Los Angeles Lakers
,1,7-0,Ivica Zubac,C,240,Los Angeles Lakers
Oregon,R,6-7,Dillon Brooks,SF,220,Memphis Grizzlies
Providence,3,6-5,MarShon Brooks,SG,200,Memphis Grizzlies
Kansas,8,6-2,Mario Chalmers,PG,190,Memphis Grizzlies
Ohio State,10,6-1,Mike Conley,PG,175,Memphis Grizzlies
Michigan State,1,6-11,Deyonta Davis,C,237,Memphis Grizzlies
Cal State Long Beach,3,6-6,James Ennis,SF,210,Memphis Grizzlies
Memphis,8,6-6,Tyreke Evans,PG,220,Memphis Grizzlies
,9,6-11,Marc Gasol,C,255,Memphis Grizzlies
Alabama,3,6-8,JaMychal Green,PF,227,Memphis Grizzlies
Kentucky,1,6-6,Andrew Harrison,PG,213,Memphis Grizzlies
DePaul,R,6-6,Myke Henry,SF,210,Memphis Grizzlies
Texas-El Paso,R,6-8,Vince Hunter,PF,208,Memphis Grizzlies
UNC,1,6-10,Brice Johnson,PF,230,Memphis Grizzlies
Oregon State,R,6-9,Omari Johnson,PF,220,Memphis Grizzlies
LSU,2,6-10,Jarell Martin,PF,239,Memphis Grizzlies
Kansas,4,6-3,Ben McLemore,SG,195,Memphis Grizzlies
Florida,6,6-9,Chandler Parsons,SF,230,Memphis Grizzlies
California,R,6-10,Ivan Rabb,PF,220,Memphis Grizzlies
Florida State,R,6-4,Xavier Rathan-Mayes,SG,208,Memphis Grizzlies
Kansas,1,6-5,Wayne Selden,SG,230,Memphis Grizzlies
Arizona,R,6-5,Kobi Simmons,PG,166,Memphis Grizzlies
Kentucky,2,6-2,Marquis Teague,PG,189,Memphis Grizzlies
Virginia Commonwealth,2,6-2,Briante Weber,PG,165,Memphis Grizzlies
UNC,9,6-10,Brandan Wright,PF,210,Memphis Grizzlies
Kentucky,R,6-9,Bam Adebayo,C,255,Miami Heat
Nevada,7,6-9,Luke Babbitt,SF,225,Miami Heat
,9,6-3,Goran Dragić,PG,190,Miami Heat
UNC,8,6-4,Wayne Ellington,SG,200,Miami Heat
Florida,14,6-8,Udonis Haslem,C,235,Miami Heat
Wake Forest,8,6-7,James Johnson,PF,240,Miami Heat
Fresno State,3,6-3,Tyler Johnson,PG,190,Miami Heat
UNLV,1,6-6,Derrick Jones,SF,210,Miami Heat
Kansas State,1,6-4,Rodney McGruder,SG,200,Miami Heat
LSU,2,6-8,Jordan Mickey,PF,235,Miami Heat
Gonzaga,4,6-11,Kelly Olynyk,PF,240,Miami Heat
Tennessee,2,6-5,Josh Richardson,SF,200,Miami Heat
Marquette,14,6-4,Dwyane Wade,SG,220,Miami Heat
Syracuse,5,6-3,Dion Waiters,SG,215,Miami Heat
Michigan,R,6-0,Derrick Walton,PG,189,Miami Heat
Florida State,1,6-8,Okaro White,PF,205,Miami Heat
Marshall,5,7-0,Hassan Whiteside,C,235,Miami Heat
Central Florida,R,6-5,Matt Williams,SG,210,Miami Heat
Duke,2,6-6,Justise Winslow,PF,225,Miami Heat
,4,6-11,Giannis Antetokounmpo,PF,242,Milwaukee Bucks
Kentucky,7,6-1,Eric Bledsoe,PG,205,Milwaukee Bucks
Weber State,1,6-9,Joel Bolomboy,PF,235,Milwaukee Bucks
Virginia,1,6-5,Malcolm Brogdon,PG,229,Milwaukee Bucks
SMU,R,6-5,Sterling Brown,SG,232,Milwaukee Bucks
Saint Mary's,4,6-3,Matthew Dellavedova,PG,200,Milwaukee Bucks
UNC,5,6-9,John Henson,C,219,Milwaukee Bucks
,8,6-1,Brandon Jennings,PG,170,Milwaukee Bucks
Cincinnati,3,6-4,Sean Kilpatrick,SG,210,Milwaukee Bucks
Kentucky,4,6-6,DeAndre Liggins,SG,209,Milwaukee Bucks
,1,7-0,Thon Maker,C,221,Milwaukee Bucks
Texas A&M,5,6-7,Khris Middleton,SF,222,Milwaukee Bucks
Georgetown,7,6-11,Greg Monroe,C,265,Milwaukee Bucks
UCLA,4,6-6,Shabazz Muhammad,SG,223,Milwaukee Bucks
Rhode Island,1,6-2,Xavier Munford,SG,180,Milwaukee Bucks
Duke,3,6-8,Jabari Parker,PF,245,Milwaukee Bucks
Oregon State,1,6-3,Gary Payton,PG,190,Milwaukee Bucks
Duke,1,7-0,Marshall Plumlee,C,250,Milwaukee Bucks
New Mexico,4,6-6,Tony Snell,SG,213,Milwaukee Bucks
,5,6-9,Mirza Teletović,PF,242,Milwaukee Bucks
Arizona,18,6-2,Jason Terry,SG,185,Milwaukee Bucks
UNLV,2,6-6,Rashad Vaughn,SG,202,Milwaukee Bucks
Michigan,R,6-10,D.J. Wilson,PF,231,Milwaukee Bucks
UNC,5,7-0,Tyler Zeller,C,253,Milwaukee Bucks
Kansas,7,6-11,Cole Aldrich,C,250,Minnesota Timberwolves
,2,6-10,Nemanja Bjelica,PF,235,Minnesota Timberwolves
Oregon,9,6-0,Aaron Brooks,PG,161,Minnesota Timberwolves
Stanford,2,6-7,Anthony Brown,SF,210,Minnesota Timberwolves
Marquette,6,6-7,Jimmy Butler,SG,230,Minnesota Timberwolves
Michigan,17,6-5,Jamal Crawford,SG,185,Minnesota Timberwolves
Louisville,4,6-10,Gorgui Dieng,C,252,Minnesota Timberwolves
Georgia Tech,1,6-5,Marcus Georges-Hunt,SG,216,Minnesota Timberwolves
USC,8,6-9,Taj Gibson,PF,225,Minnesota Timberwolves
Duke,2,6-0,Tyus Jones,PG,196,Minnesota Timberwolves
UCLA,4,6-6,Shabazz Muhammad,SF,223,Minnesota Timberwolves
Creighton,R,6-11,Justin Patton,C,241,Minnesota Timberwolves
Memphis,8,6-2,Derrick Rose,PG,200,Minnesota Timberwolves
Wake Forest,8,6-3,Jeff Teague,PG,195,Minnesota Timberwolves
Kentucky,2,6-11,Karl-Anthony Towns,C,248,Minnesota Timberwolves
Kansas,3,6-7,Andrew Wiggins,SF,194,Minnesota Timberwolves
Butler County Community College Oklahoma State,13,6-4,Tony Allen,SF,213,New Orleans Pelicans
,7,7-0,Ömer Aşık,C,255,New Orleans Pelicans
Belmont,4,6-3,Ian Clark,SG,175,New Orleans Pelicans
Dayton,R,6-5,Charles Cooke,SG,196,New Orleans Pelicans
Kentucky,7,6-10,DeMarcus Cousins,C,270,New Orleans Pelicans
Indiana Xavier,5,6-4,Jordan Crawford,SG,195,New Orleans Pelicans
Villanova,8,6-8,Dante Cunningham,SF,230,New Orleans Pelicans
Kentucky,5,6-10,Anthony Davis,PF,253,New Orleans Pelicans
Kansas,1,6-8,Cheick Diallo,PF,220,New Orleans Pelicans
UNC UCLA,1,6-2,Larry Drew,PG,180,New Orleans Pelicans
Arizona,4,6-6,Solomon Hill,SF,225,New Orleans Pelicans
UCLA,8,6-3,Jrue Holiday,SG,205,New Orleans Pelicans
Lamar University,R,6-1,Mike James,PG,189,New Orleans Pelicans
Texas A&M,R,6-7,Jalen Jones,SF,220,New Orleans Pelicans
Bradley,R,6-3,Walt Lemon,PG,180,New Orleans Pelicans
Kentucky,4,6-6,DeAndre Liggins,SG,209,New Orleans Pelicans
Kentucky,3,6-6,Darius Miller,SF,225,New Orleans Pelicans
,3,6-10,Nikola Mirotić,PF,250,New Orleans Pelicans
Purdue,6,6-3,E'Twaun Moore,SG,191,New Orleans Pelicans
Saint Joseph's,13,6-0,Jameer Nelson,PG,190,New Orleans Pelicans
UConn,9,6-10,Emeka Okafor,C,252,New Orleans Pelicans
Kentucky,11,6-1,Rajon Rondo,PG,186,New Orleans Pelicans
,12,6-9,Josh Smith,PF,225,New Orleans Pelicans
Wichita State,1,6-4,Ron Baker,SG,220,New York Knicks
Kansas State,9,6-9,Michael Beasley,PF,235,New York Knicks
Michigan,4,6-0,Trey Burke,PG,175,New York Knicks
Oregon Houston,R,6-5,Damyean Dotson,SG,202,New York Knicks
Michigan,4,6-5,Tim Hardaway,SG,205,New York Knicks
,1,6-11,Willy Hernangómez,C,240,New York Knicks
UNC,R,6-9,Isaiah Hicks,PF,230,New York Knicks
