College,Experience,Height,Name,Position,Weight,team
Georgia Tech,12,6-3,Jarrett Jack,PG,200,New York Knicks
,6,6-10,Enes Kanter,C,262,New York Knicks
Vanderbilt,R,7-2,Luke Kornet,PF,240,New York Knicks
,1,6-9,Mindaugas Kuzminskas,SF,215,New York Knicks
Western Kentucky,9,6-5,Courtney Lee,SG,215,New York Knicks
Creighton,3,6-7,Doug McDermott,SF,225,New York Knicks
,2,6-3,Emmanuel Mudiay,PG,200,New York Knicks
Florida,10,6-11,Joakim Noah,C,230,New York Knicks
,R,6-4,Frank Ntilikina,PG,190,New York Knicks
Norfolk State,5,6-9,Kyle O'Quinn,C,250,New York Knicks
,2,7-3,Kristaps Porziņģis,PF,240,New York Knicks
Nevada,10,6-3,Ramon Sessions,PG,190,New York Knicks
Duke,6,6-8,Lance Thomas,PF,240,New York Knicks
Indiana,1,6-7,Troy Williams,SF,218,New York Knicks
,1,6-6,Álex Abrines,SG,200,Oklahoma City Thunder
Pitt,4,6-11,Steven Adams,C,265,Oklahoma City Thunder
Syracuse,14,6-8,Carmelo Anthony,PF,240,Oklahoma City Thunder
Florida,10,6-9,Corey Brewer,SG,186,Oklahoma City Thunder
Kansas,13,6-10,Nick Collison,PF,255,Oklahoma City Thunder
South Carolina,R,6-6,PJ Dozier,PG,205,Oklahoma City Thunder
UNC,12,6-1,Raymond Felton,PG,205,Oklahoma City Thunder
,R,6-6,Terrance Ferguson,SG,190,Oklahoma City Thunder
Fresno State,7,6-8,Paul George,SF,220,Oklahoma City Thunder
Syracuse,3,6-8,Jerami Grant,PF,214,Oklahoma City Thunder
UConn,R,6-7,Daniel Hamilton,SG,195,Oklahoma City Thunder
Stanford,2,6-7,Josh Huestis,PF,230,Oklahoma City Thunder
Kentucky,R,7-0,Dakari Johnson,C,255,Oklahoma City Thunder
Kentucky,7,6-8,Patrick Patterson,PF,230,Oklahoma City Thunder
Colorado,4,6-7,Andre Roberson,SG,210,Oklahoma City Thunder
Duke,5,6-8,Kyle Singler,SF,228,Oklahoma City Thunder
UCLA,9,6-3,Russell Westbrook,PG,200,Oklahoma City Thunder
UCLA,10,6-5,Arron Afflalo,SG,210,Orlando Magic
Pitt,R,6-7,Jamel Artis,SG,213,Orlando Magic
Texas,9,5-11,D.J. Augustin,PG,183,Orlando Magic
Pitt UNLV,R,6-9,Khem Birch,C,233,Orlando Magic
,6,6-8,Bismack Biyombo,C,255,Orlando Magic
,5,6-7,Evan Fournier,SF,205,Orlando Magic
Arizona,3,6-8,Aaron Gordon,PF,220,Orlando Magic
,2,6-8,Mario Hezonja,SF,201,Orlando Magic
Florida State,R,6-11,Jonathan Isaac,PF,210,Orlando Magic
Kansas State,R,6-6,Wesley Iwundu,SF,195,Orlando Magic
Butler,6,6-3,Shelvin Mack,PG,203,Orlando Magic
Michigan State,3,6-10,Adreian Payne,PF,237,Orlando Magic
LA-Lafayette,3,6-3,Elfrid Payton,PG,185,Orlando Magic
UConn,R,6-4,Rodney Purvis,SG,205,Orlando Magic
Washington,5,6-6,Terrence Ross,SG,206,Orlando Magic
Houston,2,6-6,Jonathon Simmons,SG,195,Orlando Magic
Florida,9,6-10,Marreese Speights,C,255,Orlando Magic
UNLV,2,6-6,Rashad Vaughn,SG,202,Orlando Magic
USC,6,6-11,Nikola Vučević,C,260,Orlando Magic
Virginia,2,6-6,Justin Anderson,SF,230,Philadelphia 76ers
Arizona,9,6-3,Jerryd Bayless,SG,200,Philadelphia 76ers
,10,6-5,Marco Belinelli,SG,210,Philadelphia 76ers
Clemson,7,6-8,Trevor Booker,PF,228,Philadelphia 76ers
Tennessee State,4,6-7,Robert Covington,SF,211,Philadelphia 76ers
UNC UCLA,1,6-2,Larry Drew,PG,180,Philadelphia 76ers
Kansas,1,7-0,Joel Embiid,C,250,Philadelphia 76ers
Washington,R,6-3,Markelle Fultz,SG,200,Philadelphia 76ers
Bowling Green,2,6-10,Richaun Holmes,C,240,Philadelphia 76ers
,9,6-9,Ersan İlyasova,PF,235,Philadelphia 76ers
Notre Dame,1,6-1,Demetrius Jackson,PG,201,Philadelphia 76ers
,12,6-9,Amir Johnson,C,240,Philadelphia 76ers
,R,6-7,Furkan Korkmaz,SG,190,Philadelphia 76ers
,1,6-7,Timothé Luwawu-Cabarrot,SF,210,Philadelphia 76ers
UNC,3,6-9,James Michael McAdoo,PF,230,Philadelphia 76ers
Duquesne Arizona,2,6-1,T.J. McConnell,PG,190,Philadelphia 76ers
Duke,2,6-10,Jahlil Okafor,C,275,Philadelphia 76ers
Kansas State,R,6-1,Jacob Pullen,PG,200,Philadelphia 76ers
Duke,11,6-3,J.J. Redick,SG,200,Philadelphia 76ers
,1,6-10,Dario Šarić,PF,225,Philadelphia 76ers
LSU,R,6-10,Ben Simmons,PG,230,Philadelphia 76ers
Michigan,3,6-6,Nik Stauskas,SG,205,Philadelphia 76ers
Kentucky,3,6-6,James Young,SG,215,Philadelphia 76ers
,1,7-0,Dragan Bender,PF,225,Phoenix Suns
Kentucky,7,6-1,Eric Bledsoe,PG,205,Phoenix Suns
Kentucky,2,6-5,Devin Booker,SG,210,Phoenix Suns
Murray State,4,6-0,Isaiah Canaan,PG,201,Phoenix Suns
,16,7-0,Tyson Chandler,C,240,Phoenix Suns
Washington,1,6-9,Marquese Chriss,PF,240,Phoenix Suns
Virginia Commonwealth,4,6-4,Troy Daniels,SG,205,Phoenix Suns
Boston College,10,6-6,Jared Dudley,PF,237,Phoenix Suns
LSU,R,6-0,Josh Gray,PG,180,Phoenix Suns
Tulsa,R,6-7,Shaquille Harrison,PG,190,Phoenix Suns
Texas A&M,1,6-6,Danuel House,SG,215,Phoenix Suns
Kansas,R,6-8,Josh Jackson,SF,207,Phoenix Suns
Lamar University,R,6-1,Mike James,PG,189,Phoenix Suns
UNLV,1,6-6,Derrick Jones,SF,210,Phoenix Suns
Maryland,4,7-0,Alex Len,C,250,Phoenix Suns
Georgetown,7,6-11,Greg Monroe,C,265,Phoenix Suns
LA-Lafayette,3,6-3,Elfrid Payton,PG,185,Phoenix Suns
Valparaiso,R,6-9,Alec Peters,PF,232,Phoenix Suns
Miami (FL),R,6-5,Davon Reed,SG,208,Phoenix Suns
Kentucky,1,5-10,Tyler Ulis,PG,160,Phoenix Suns
NC State,3,6-8,T.J. Warren,SF,215,Phoenix Suns
UC Santa Barbara,2,6-8,Alan Williams,PF,265,Phoenix Suns
Wake Forest,7,6-8,Al-Farouq Aminu,PF,220,Portland Trail Blazers
Vanderbilt,1,6-4,Wade Baldwin,PG,200,Portland Trail Blazers
Gonzaga,R,6-11,Zach Collins,C,232,Portland Trail Blazers
Notre Dame,2,6-5,Pat Connaughton,SG,209,Portland Trail Blazers
UNC,7,6-9,Ed Davis,C,225,Portland Trail Blazers
St. John's,5,6-7,Maurice Harkless,SF,220,Portland Trail Blazers
Maryland,1,6-8,Jake Layman,SF,209,Portland Trail Blazers
Illinois,5,7-0,Meyers Leonard,C,260,Portland Trail Blazers
Weber State,5,6-2,Damian Lillard,PG,195,Portland Trail Blazers
Lehigh,4,6-3,CJ McCollum,SG,197,Portland Trail Blazers
UConn,3,6-0,Shabazz Napier,PG,175,Portland Trail Blazers
,3,7-0,Jusuf Nurkić,C,280,Portland Trail Blazers
,1,7-1,Georgios Papagiannis,C,240,Portland Trail Blazers
Purdue,R,6-9,Caleb Swanigan,PF,260,Portland Trail Blazers
Ohio State,7,6-6,Evan Turner,SF,220,Portland Trail Blazers
Indiana,3,6-10,Noah Vonleh,PF,257,Portland Trail Blazers
,R,6-6,Bogdan Bogdanović,SG,220,Sacramento Kings
,3,6-9,Bruno Caboclo,SF,218,Sacramento Kings
UNC,19,6-6,Vince Carter,SF,220,Sacramento Kings
Kentucky,2,7-0,Willie Cauley-Stein,C,240,Sacramento Kings
Notre Dame,1,6-9,Jack Cooley,PF,260,Sacramento Kings
Kentucky,R,6-3,De'Aaron Fox,PG,185,Sacramento Kings
Wisconsin,R,6-8,Nigel Hayes,SF,254,Sacramento Kings
Oklahoma,1,6-4,Buddy Hield,SG,220,Sacramento Kings
IUPUI,9,6-3,George Hill,PG,188,Sacramento Kings
UNC,R,6-7,Justin Jackson,SF,210,Sacramento Kings
Ohio State,9,7-0,Kosta Koufos,C,245,Sacramento Kings
Kentucky,1,6-10,Skal Labissière,PF,216,Sacramento Kings
Kansas,R,5-11,Frank Mason,PG,190,Sacramento Kings
,1,7-1,Georgios Papagiannis,C,240,Sacramento Kings
Michigan State,16,6-9,Zach Randolph,PF,250,Sacramento Kings
Syracuse,1,6-6,Malachi Richardson,SG,205,Sacramento Kings
St. John's,2,6-7,JaKarr Sampson,SF,215,Sacramento Kings
LSU,7,6-5,Garrett Temple,SG,195,Sacramento Kings
Texas,11,6-11,LaMarcus Aldridge,C,260,San Antonio Spurs
UCLA,3,6-9,Kyle Anderson,SF,230,San Antonio Spurs
,1,6-10,Dāvis Bertāns,PF,225,San Antonio Spurs
Michigan State,R,6-9,Matt Costello,C,245,San Antonio Spurs
Michigan State,1,6-2,Bryn Forbes,SG,190,San Antonio Spurs
,16,7-0,Pau Gasol,C,250,San Antonio Spurs
UConn,11,6-8,Rudy Gay,PF,230,San Antonio Spurs
,15,6-6,Manu Ginóbili,SG,205,San Antonio Spurs
UNC,8,6-6,Danny Green,SG,215,San Antonio Spurs
Villanova,2,6-6,Darrun Hilliard,SG,205,San Antonio Spurs
,3,6-11,Joffrey Lauvergne,C,220,San Antonio Spurs
San Diego State,6,6-7,Kawhi Leonard,SF,230,San Antonio Spurs
Saint Mary's,8,6-1,Patty Mills,PG,180,San Antonio Spurs
Washington,1,6-4,Dejounte Murray,PG,170,San Antonio Spurs
,16,6-2,Tony Parker,PG,185,San Antonio Spurs
Illinois,R,6-4,Brandon Paul,SG,200,San Antonio Spurs
Colorado-Colorado Springs Colorado,R,6-4,Derrick White,PG,190,San Antonio Spurs
Indiana,R,6-7,OG Anunoby,SF,232,Toronto Raptors
NC State,3,6-5,Lorenzo Brown,PG,189,Toronto Raptors
,3,6-9,Bruno Caboclo,SF,218,Toronto Raptors
USC,8,6-6,DeMar DeRozan,SG,220,Toronto Raptors
Wisconsin,R,6-8,Nigel Hayes,SF,254,Toronto Raptors
,8,7-0,Serge Ibaka,PF,235,Toronto Raptors
Villanova,11,6-0,Kyle Lowry,PG,196,Toronto Raptors
Green Bay,R,6-7,Alfonzo McKinnie,SF,215,Toronto Raptors
,12,6-6,C.J. Miles,SF,220,Toronto Raptors
Holy Cross,R,6-7,Malcolm Miller,SF,210,Toronto Raptors
,3,7-0,Lucas Nogueira,C,241,Toronto Raptors
Utah,1,7-1,Jakob Poeltl,C,230,Toronto Raptors
UCLA,2,6-3,Norman Powell,SG,215,Toronto Raptors
Syracuse,1,6-6,Malachi Richardson,SG,205,Toronto Raptors
New Mexico State,1,6-9,Pascal Siakam,PF,230,Toronto Raptors
,5,6-11,Jonas Valančiūnas,C,265,Toronto Raptors
Wichita State,1,6-1,Fred VanVleet,PG,195,Toronto Raptors
Utah,2,6-5,Delon Wright,PG,183,Toronto Raptors
UNC,R,6-10,Tony Bradley,C,248,Utah Jazz
Colorado,6,6-6,Alec Burks,SG,214,Utah Jazz
Marquette,5,6-6,Jae Crowder,SF,235,Utah Jazz
,2,6-5,Dante Exum,PG,190,Utah Jazz
Georgia Tech,7,6-9,Derrick Favors,C,265,Utah Jazz
,4,7-1,Rudy Gobert,C,245,Utah Jazz
Mississippi State Duke,3,6-8,Rodney Hood,SG,208,Utah Jazz
,3,6-7,Joe Ingles,SF,226,Utah Jazz
,7,6-10,Jonas Jerebko,PF,231,Utah Jazz
Arkansas,16,6-7,Joe Johnson,SF,240,Utah Jazz
Louisiana Tech,R,6-7,Erik McCree,SF,219,Utah Jazz
Louisville,R,6-1,Donovan Mitchell,SG,215,Utah Jazz
Iowa State,R,6-3,Naz Mitrou-Long,SG,218,Utah Jazz
,2,6-1,Raul Neto,PG,179,Utah Jazz
Iowa State,1,6-7,Georges Niang,PF,230,Utah Jazz
Denver Baylor,R,6-4,Royce O'Neale,SF,226,Utah Jazz
,6,6-3,Ricky Rubio,PG,190,Utah Jazz
,11,6-6,Thabo Sefolosha,SF,220,Utah Jazz
Gonzaga,1,5-11,David Stockton,PG,165,Utah Jazz
Michigan Baylor,5,6-10,Ekpe Udoh,C,245,Utah Jazz
South Dakota State,2,6-4,Nate Wolters,PG,190,Utah Jazz
Florida,5,6-3,Bradley Beal,SG,207,Washington Wizards
Penn State,3,6-0,Tim Frazier,PG,170,Washington Wizards
,10,6-11,Marcin Gortat,C,240,Washington Wizards
UNC,8,5-11,Ty Lawson,PG,195,Washington Wizards
,9,6-11,Ian Mahinmi,C,262,Washington Wizards
Syracuse,2,6-11,Chris McCullough,PF,200,Washington Wizards
Kentucky,8,6-4,Jodie Meeks,SG,210,Washington Wizards
Kansas,6,6-8,Markieff Morris,PF,245,Washington Wizards
Kansas,2,6-7,Kelly Oubre,SF,205,Washington Wizards
Georgetown,4,6-8,Otto Porter,SF,198,Washington Wizards
Florida,R,6-8,Devin Robinson,SF,200,Washington Wizards
,1,6-7,Tomáš Satoranský,SG,198,Washington Wizards
Virginia,5,6-7,Mike Scott,PF,237,Washington Wizards
Nevada,10,6-3,Ramon Sessions,PG,190,Washington Wizards
Colorado State,9,7-0,Jason Smith,C,240,Washington Wizards
Kentucky,7,6-4,John Wall,PG,210,Washington Wizards
