College,Experience,Height,Name,Position,Weight,team
,4,6-10,Amar'e Stoudemire,C,245,Phoenix Suns
Texas Christian University,11,6-9,Kurt Thomas,C,230,Phoenix Suns
University of Texas at Austin,R,6-11,LaMarcus Aldridge,C,260,Portland Trail Blazers
University of Washington Gonzaga University,4,6-0,Dan Dickau,PG,190,Portland Trail Blazers
University of Maryland,4,6-3,Juan Dixon,SG,164,Portland Trail Blazers
University of Central Florida Oklahoma State University,1,6-6,Stephen Graham,SG,215,Portland Trail Blazers
Georgia Institute of Technology,1,6-3,Jarrett Jack,PG,200,Portland Trail Blazers
University of Oregon,4,6-4,Fred Jones,SG,210,Portland Trail Blazers
University of Kansas,8,6-11,Raef LaFrentz,PF,240,Portland Trail Blazers
University of Kentucky,6,6-11,Jamaal Magloire,C,259,Portland Trail Blazers
,3,6-9,Travis Outlaw,PF,210,Portland Trail Blazers
University of Minnesota,6,7-1,Joel Przybilla,C,255,Portland Trail Blazers
Michigan State University,5,6-9,Zach Randolph,PF,260,Portland Trail Blazers
Delta State University,R,6-6,Jeremy Richardson,SF,185,Portland Trail Blazers
,R,6-3,Sergio Rodriguez,PG,176,Portland Trail Blazers
University of Washington,R,6-6,Brandon Roy,SG,215,Portland Trail Blazers
Georgia Institute of Technology,1,7-1,Luke Schenscher,C,255,Portland Trail Blazers
University of San Francisco Portland State University,2,6-6,Ime Udoka,SF,215,Portland Trail Blazers
,1,6-7,Martell Webster,SF,230,Portland Trail Blazers
University of California,10,6-9,Shareef Abdur-Rahim,C,225,Sacramento Kings
University of Arizona,8,6-1,Mike Bibby,PG,190,Sacramento Kings
Rutgers University,R,6-3,Quincy Douby,PG,175,Sacramento Kings
University of Louisville,1,6-7,Francisco Garcia,SF,195,Sacramento Kings
Syracuse University,5,6-3,Jason Hart,PG,185,Sacramento Kings
Western Carolina University,2,6-7,Kevin Martin,SG,199,Sacramento Kings
Purdue University,8,6-11,Brad Miller,C,244,Sacramento Kings
Wright State University,10,6-10,Vitaly Potapenko,C,280,Sacramento Kings
Nicholls State University Utah Valley State College,1,6-2,Ronnie Price,PG,190,Sacramento Kings
University of Miami,4,6-7,John Salmons,SG,210,Sacramento Kings
University of Michigan,8,6-9,Maurice Taylor,PF,260,Sacramento Kings
University of New Mexico,7,6-7,Kenny Thomas,PF,261,Sacramento Kings
University of Wyoming,R,6-10,Justin Williams,C,225,Sacramento Kings
University of Arkansas,11,6-7,Corliss Williamson,PF,245,Sacramento Kings
St. John's University,7,6-6,Metta World Peace,SF,260,Sacramento Kings
Oregon State University,11,6-6,Brent Barry,SG,185,San Antonio Spurs
University of Florida,2,6-10,Matt Bonner,PF,235,San Antonio Spurs
California State University Fullerton,10,6-7,Bruce Bowen,SF,185,San Antonio Spurs
,2,6-10,Jackie Butler,C,250,San Antonio Spurs
Wake Forest University,9,6-11,Tim Duncan,C,250,San Antonio Spurs
University of California,3,7-0,Francisco Elson,C,235,San Antonio Spurs
California State University Fresno,4,6-10,Melvin Ely,C,260,San Antonio Spurs
University of Wisconsin,11,6-7,Michael Finley,SF,215,San Antonio Spurs
,4,6-6,Manu Ginobili,SG,205,San Antonio Spurs
University of Alabama,14,6-9,Robert Horry,PF,220,San Antonio Spurs
,1,6-10,Fabricio Oberto,PF,245,San Antonio Spurs
,5,6-2,Tony Parker,PG,185,San Antonio Spurs
,2,6-3,Beno Udrih,PG,205,San Antonio Spurs
University of Kansas,9,6-1,Jacque Vaughn,PG,190,San Antonio Spurs
University of Florida University of Cincinnati,R,6-7,James White,SG,200,San Antonio Spurs
Providence College,11,6-8,Eric Williams,SF,220,San Antonio Spurs
,R,7-0,Andrea Bargnani,PF,245,Toronto Raptors
Georgia Institute of Technology,3,6-11,Chris Bosh,C,235,Toronto Raptors
,1,6-3,Jose Calderon,PG,200,Toronto Raptors
University of Maryland,4,6-3,Juan Dixon,SG,164,Toronto Raptors
University of Texas at Austin,2,6-0,T.J. Ford,PG,165,Toronto Raptors
,R,6-9,Jorge Garbajosa,PF,245,Toronto Raptors
University of Central Florida Oklahoma State University,1,6-7,Joey Graham,SF,225,Toronto Raptors
University of Minnesota,2,6-9,Kris Humphries,PF,235,Toronto Raptors
University of Oregon,2,6-7,Luke Jackson,SF,215,Toronto Raptors
University of Oregon,4,6-4,Fred Jones,SG,210,Toronto Raptors
University of California Los Angeles,11,5-11,Darrick Martin,PG,170,Toronto Raptors
,8,7-0,Rasho Nesterovic,C,248,Toronto Raptors
Bradley University,3,6-6,Anthony Parker,SG,215,Toronto Raptors
Michigan State University,6,6-7,Morris Peterson,SF,218,Toronto Raptors
,R,6-10,Uros Slokar,C,238,Toronto Raptors
California State University Fullerton,2,6-10,Pape Sow,C,250,Toronto Raptors
University of Texas at Austin,R,6-6,P.J. Tucker,SF,245,Toronto Raptors
University of Nevada Las Vegas,R,6-9,Lou Amundson,PF,220,Utah Jazz
Brigham Young University,2,6-11,Rafael Araujo,C,280,Utah Jazz
Duke University,4,6-9,Carlos Boozer,PF,258,Utah Jazz
University of Arkansas,R,6-7,Ronnie Brewer,SG,220,Utah Jazz
University of Illinois at Urbana-Champaign,R,6-0,Dee Brown,PG,185,Utah Jazz
Stanford University,5,6-11,Jarron Collins,C,255,Utah Jazz
University of Arkansas at Little Rock,10,6-1,Derek Fisher,SG,200,Utah Jazz
,4,6-6,Gordan Giricek,SG,210,Utah Jazz
Georgia Institute of Technology,8,6-7,Matt Harpring,SF,231,Utah Jazz
,5,6-9,Andrei Kirilenko,SF,220,Utah Jazz
,1,6-6,C.J. Miles,SG,225,Utah Jazz
Louisiana Tech University,R,6-8,Paul Millsap,PF,246,Utah Jazz
,4,6-11,Mehmet Okur,C,249,Utah Jazz
University of Illinois at Urbana-Champaign,R,6-6,Roger Powell,SF,235,Utah Jazz
University of Illinois at Urbana-Champaign,1,6-3,Deron Williams,PG,200,Utah Jazz
University of Arizona,5,6-3,Gilbert Arenas,PG,191,Washington Wizards
,1,6-11,Andray Blatche,PF,235,Washington Wizards
Pennsylvania State University,7,6-11,Calvin Booth,C,230,Washington Wizards
University of Connecticut,4,6-7,Caron Butler,SF,228,Washington Wizards
Bowling Green State University,9,6-4,Antonio Daniels,SG,195,Washington Wizards
George Washington University,R,6-8,Mike Hall,SF,230,Washington Wizards
Western Carolina University University of Georgia,3,6-7,Jarvis Hayes,SF,220,Washington Wizards
University of North Carolina,5,7-0,Brendan Haywood,C,268,Washington Wizards
University of North Carolina,8,6-8,Antawn Jamison,PF,223,Washington Wizards
,R,6-10,James Lang,C,285,Washington Wizards
University of Virginia,2,6-5,Roger Mason,SG,200,Washington Wizards
University of Tulsa,6,6-9,Michael Ruffin,PF,246,Washington Wizards
Wake Forest University,3,6-9,Darius Songaila,PF,248,Washington Wizards
,6,6-5,DeShawn Stevenson,SG,210,Washington Wizards
Okaloosa-Walton Community College University of Alabama at Birmingham,1,6-6,Donell Taylor,SG,180,Washington Wizards
Syracuse University,5,6-9,Etan Thomas,C,256,Washington Wizards
