College,Experience,Height,Name,Position,Weight,team
Georgetown,R,6-1,Chris Wright,SG,210,Dallas Mavericks
Florida,5,6-9,Corey Brewer,SF,186,Denver Nuggets
DePaul,5,6-8,Wilson Chandler,PF,235,Denver Nuggets
Morehead State University,1,6-8,Kenneth Faried,PF,220,Denver Nuggets
,R,6-7,Evan Fournier,SG,205,Denver Nuggets
,4,6-10,Danilo Gallinari,SF,233,Denver Nuggets
Texas,1,6-7,Jordan Hamilton,SF,220,Denver Nuggets
Arizona,8,6-6,Andre Iguodala,SG,215,Denver Nuggets
Ohio State,4,7-0,Kosta Koufos,C,245,Denver Nuggets
UNC,3,5-11,Ty Lawson,PG,195,Denver Nuggets
Nevada,4,7-0,JaVale McGee,C,270,Denver Nuggets
Utah,13,6-3,Andre Miller,PG,200,Denver Nuggets
Baylor,R,6-9,Quincy Miller,PF,210,Denver Nuggets
,2,7-1,Timofey Mozgov,C,275,Denver Nuggets
LSU,4,6-10,Anthony Randolph,PF,205,Denver Nuggets
Texas-El Paso,1,6-6,Julyan Stone,PG,200,Denver Nuggets
Arizona Georgia Tech,5,6-0,Will Bynum,PG,185,Detroit Pistons
,7,6-3,José Calderón,PG,200,Detroit Pistons
Gonzaga,3,6-11,Austin Daye,SF,220,Detroit Pistons
UConn,R,6-10,Andre Drummond,C,279,Detroit Pistons
Missouri,R,6-6,Kim English,SG,200,Detroit Pistons
,2,6-10,Jonas Jerebko,PF,231,Detroit Pistons
Kentucky,1,6-2,Brandon Knight,PG,195,Detroit Pistons
,R,7-0,Viacheslav Kravtsov,C,260,Detroit Pistons
Duke,13,6-6,Corey Maggette,SF,218,Detroit Pistons
Cincinnati,7,6-7,Jason Maxiell,PF,260,Detroit Pistons
Texas A&M,R,6-7,Khris Middleton,SG,222,Detroit Pistons
Georgetown,2,6-11,Greg Monroe,C,265,Detroit Pistons
Kentucky,10,6-9,Tayshaun Prince,SF,212,Detroit Pistons
Duke,R,6-8,Kyle Singler,SF,228,Detroit Pistons
Eastern Washington,5,6-5,Rodney Stuckey,SG,210,Detroit Pistons
UConn,7,6-11,Charlie Villanueva,PF,232,Detroit Pistons
UNC,R,6-8,Harrison Barnes,SF,225,Golden State Warriors
Old Dominion,R,6-4,Kent Bazemore,SG,195,Golden State Warriors
,8,6-11,Andris Biedriņš,C,240,Golden State Warriors
Utah,7,7-0,Andrew Bogut,C,260,Golden State Warriors
Davidson,3,6-3,Stephen Curry,PG,190,Golden State Warriors
Vanderbilt,R,6-11,Festus Ezeli,C,255,Golden State Warriors
Michigan State,R,6-6,Draymond Green,SF,230,Golden State Warriors
Georgia Tech,7,6-3,Jarrett Jack,SG,200,Golden State Warriors
Arizona,11,6-7,Richard Jefferson,SF,233,Golden State Warriors
Hofstra,1,6-3,Charles Jenkins,SG,220,Golden State Warriors
Saint Joseph's,5,6-11,Dwayne Jones,PF,250,Golden State Warriors
Purdue,5,6-9,Carl Landry,PF,248,Golden State Warriors
Florida,7,6-9,David Lee,PF,245,Golden State Warriors
Iona College,R,6-1,Scott Machado,PG,205,Golden State Warriors
Kansas,4,6-6,Brandon Rush,SF,220,Golden State Warriors
Pepperdine San Diego State,1,6-9,Malcolm Thomas,PF,225,Golden State Warriors
Washington State,1,6-6,Klay Thompson,SG,215,Golden State Warriors
,1,6-10,Jeremy Tyler,C,260,Golden State Warriors
Kansas,2,6-11,Cole Aldrich,C,250,Houston Rockets
Oklahoma State,2,6-6,James Anderson,SG,213,Houston Rockets
,2,7-0,Ömer Aşık,C,255,Houston Rockets
Arkansas,R,6-1,Patrick Beverley,PG,185,Houston Rockets
Oregon,4,6-0,Aaron Brooks,PG,161,Houston Rockets
Ohio State,5,6-5,Daequan Cook,SG,205,Houston Rockets
,7,6-6,Carlos Delfino,SF,230,Houston Rockets
Auburn Florida State,3,6-2,Toney Douglas,PG,195,Houston Rockets
Louisville,7,6-7,Francisco García,SF,195,Houston Rockets
Arizona State,3,6-5,James Harden,SG,220,Houston Rockets
Kentucky,R,6-9,Terrence Jones,PF,252,Houston Rockets
Harvard University,2,6-3,Jeremy Lin,PG,200,Houston Rockets
Iona College,R,6-1,Scott Machado,PG,205,Houston Rockets
Kansas,1,6-8,Marcus Morris,PF,235,Houston Rockets
,R,7-0,Donatas Motiejūnas,PF,222,Houston Rockets
,R,6-11,Tim Ohlbrecht,C,255,Houston Rockets
Florida,1,6-9,Chandler Parsons,SF,230,Houston Rockets
Kentucky,2,6-8,Patrick Patterson,PF,230,Houston Rockets
Kansas,R,6-10,Thomas Robinson,PF,237,Houston Rockets
Fresno State,1,6-10,Greg Smith,C,250,Houston Rockets
Texas,4,5-11,D.J. Augustin,PG,183,Indiana Pacers
Arizona State,2,6-9,Jeff Ayres,PF,240,Indiana Pacers
Fresno State,2,6-8,Paul George,SF,220,Indiana Pacers
Bradley New Mexico,7,6-9,Danny Granger,SF,222,Indiana Pacers
,5,6-6,Gerald Green,SF,205,Indiana Pacers
Mississippi State Notre Dame,R,6-3,Ben Hansbrough,PG,203,Indiana Pacers
UNC,3,6-9,Tyler Hansbrough,PF,250,Indiana Pacers
Georgetown,4,7-2,Roy Hibbert,C,270,Indiana Pacers
IUPUI,4,6-3,George Hill,PG,188,Indiana Pacers
Loyola Marymount University UC Santa Barbara,R,6-5,Orlando Johnson,SG,220,Indiana Pacers
,4,6-11,Ian Mahinmi,C,262,Indiana Pacers
California Fresno State,5,6-9,Dominic McGuire,SF,220,Indiana Pacers
Duke,R,6-11,Miles Plumlee,C,249,Indiana Pacers
Cincinnati,2,6-6,Lance Stephenson,SG,230,Indiana Pacers
Xavier,9,6-9,David West,PF,250,Indiana Pacers
Pitt,3,6-6,Sam Young,SG,220,Indiana Pacers
UCLA,9,6-7,Matt Barnes,SF,226,Los Angeles Clippers
Colorado,15,6-3,Chauncey Billups,SG,202,Los Angeles Clippers
Kentucky,2,6-1,Eric Bledsoe,PG,205,Los Angeles Clippers
UConn,10,6-7,Caron Butler,SF,228,Los Angeles Clippers
Michigan,12,6-5,Jamal Crawford,SG,185,Los Angeles Clippers
Detroit Mercy,9,6-4,Willie Green,SG,200,Los Angeles Clippers
Oklahoma,2,6-9,Blake Griffin,PF,250,Los Angeles Clippers
Duke,17,6-8,Grant Hill,SF,225,Los Angeles Clippers
UCLA,6,7-0,Ryan Hollins,C,240,Los Angeles Clippers
Texas A&M,4,6-11,DeAndre Jordan,C,265,Los Angeles Clippers
Rhode Island,13,6-10,Lamar Odom,PF,220,Los Angeles Clippers
Wake Forest,7,6-1,Chris Paul,PG,175,Los Angeles Clippers
Georgetown,3,6-8,DaJuan Summers,PF,230,Los Angeles Clippers
Gonzaga,7,6-10,Ronny Turiaf,C,249,Los Angeles Clippers
Villanova,R,6-2,Maalik Wayns,PG,200,Los Angeles Clippers
Maryland,9,6-3,Steve Blake,PG,172,Los Angeles Lakers
,16,6-6,Kobe Bryant,SG,212,Los Angeles Lakers
Louisville,3,6-10,Earl Clark,PF,225,Los Angeles Lakers
Duke,8,6-1,Chris Duhon,PG,185,Los Angeles Lakers
West Virginia,2,6-9,Devin Ebanks,SF,215,Los Angeles Lakers
,11,7-0,Pau Gasol,PF,250,Los Angeles Lakers
College of Charleston,1,6-3,Andrew Goudelock,SG,200,Los Angeles Lakers
Arizona,3,6-10,Jordan Hill,PF,235,Los Angeles Lakers
,8,6-10,Dwight Howard,C,265,Los Angeles Lakers
UNC,14,6-8,Antawn Jamison,PF,223,Los Angeles Lakers
Marquette,R,6-2,Darius Johnson-Odom,SG,215,Los Angeles Lakers
Kentucky,3,6-4,Jodie Meeks,SG,210,Los Angeles Lakers
Michigan,1,6-4,Darius Morris,PG,190,Los Angeles Lakers
Santa Clara,16,6-3,Steve Nash,PG,195,Los Angeles Lakers
Gonzaga,R,7-0,Robert Sacre,C,270,Los Angeles Lakers
St. John's,13,6-6,Metta World Peace,SF,260,Los Angeles Lakers
Butler County Community College Oklahoma State,8,6-4,Tony Allen,SG,213,Memphis Grizzlies
Kansas,3,6-9,Darrell Arthur,PF,235,Memphis Grizzlies
Arizona,4,6-3,Jerryd Bayless,PG,200,Memphis Grizzlies
Ohio State,5,6-1,Mike Conley,PG,175,Memphis Grizzlies
UNC,2,6-9,Ed Davis,PF,225,Memphis Grizzlies
Gonzaga,3,6-11,Austin Daye,SF,220,Memphis Grizzlies
Missouri,12,6-3,Keyon Dooling,PG,196,Memphis Grizzlies
UNC,3,6-4,Wayne Ellington,SG,200,Memphis Grizzlies
,4,6-11,Marc Gasol,C,255,Memphis Grizzlies
UConn,6,6-8,Rudy Gay,SF,230,Memphis Grizzlies
,4,7-2,Hamed Haddadi,C,254,Memphis Grizzlies
Dayton,R,6-6,Chris Johnson,SF,206,Memphis Grizzlies
Wisconsin,1,6-10,Jon Leuer,PF,228,Memphis Grizzlies
Texas,2,6-11,Dexter Pittman,C,308,Memphis Grizzlies
Washington,2,6-7,Quincy Pondexter,SF,230,Memphis Grizzlies
Kentucky,10,6-9,Tayshaun Prince,SF,212,Memphis Grizzlies
Michigan State,11,6-9,Zach Randolph,PF,250,Memphis Grizzlies
Kansas,1,6-2,Josh Selby,PG,183,Memphis Grizzlies
Florida,4,6-10,Marreese Speights,C,255,Memphis Grizzlies
Washington,R,6-6,Tony Wroten,SG,205,Memphis Grizzlies
UConn,16,6-5,Ray Allen,SG,205,Miami Heat
Blinn College,10,6-10,Chris Andersen,C,245,Miami Heat
UNLV,5,6-9,Joel Anthony,C,245,Miami Heat
Duke,11,6-8,Shane Battier,SF,220,Miami Heat
Georgia Tech,9,6-11,Chris Bosh,C,235,Miami Heat
Kansas,4,6-2,Mario Chalmers,PG,190,Miami Heat
Cleveland State University,1,6-2,Norris Cole,PG,175,Miami Heat
Kentucky,1,6-10,Josh Harrellson,C,275,Miami Heat
Oklahoma State,1,6-5,Terrel Harris,SG,190,Miami Heat
Florida,9,6-8,Udonis Haslem,PF,235,Miami Heat
Michigan,18,6-9,Juwan Howard,PF,240,Miami Heat
,9,6-9,LeBron James,PF,250,Miami Heat
Miami (FL),9,6-8,James Jones,SF,218,Miami Heat
,14,6-10,Rashard Lewis,PF,215,Miami Heat
Florida,12,6-8,Mike Miller,SF,218,Miami Heat
Texas,2,6-11,Dexter Pittman,C,308,Miami Heat
Mississippi State,R,6-9,Jarvis Varnado,PF,230,Miami Heat
Marquette,9,6-4,Dwyane Wade,SG,220,Miami Heat
,1,6-10,Gustavo Ayón,C,250,Milwaukee Bucks
Seton Hall,10,6-11,Samuel Dalembert,C,255,Milwaukee Bucks
Auburn,9,6-6,Marquis Daniels,SF,200,Milwaukee Bucks
Duke,10,6-9,Mike Dunleavy,SF,230,Milwaukee Bucks
,7,6-3,Monta Ellis,SG,185,Milwaukee Bucks
Kansas,10,6-10,Drew Gooden,C,250,Milwaukee Bucks
Tennessee,1,6-8,Tobias Harris,SF,235,Milwaukee Bucks
UNC,R,6-9,John Henson,PF,219,Milwaukee Bucks
,4,6-9,Ersan İlyasova,PF,235,Milwaukee Bucks
,3,6-1,Brandon Jennings,PG,170,Milwaukee Bucks
Kentucky,R,6-4,Doron Lamb,SG,210,Milwaukee Bucks
UCLA,4,6-8,Luc Mbah a Moute,SF,230,Milwaukee Bucks
Minnesota,12,7-1,Joel Przybilla,C,255,Milwaukee Bucks
Duke,6,6-3,J.J. Redick,SG,200,Milwaukee Bucks
Virginia Commonwealth,2,6-11,Larry Sanders,C,235,Milwaukee Bucks
Wake Forest,2,6-0,Ish Smith,PG,175,Milwaukee Bucks
Michigan Baylor,2,6-10,Ekpe Udoh,C,245,Milwaukee Bucks
,8,6-3,Beno Udrih,SG,205,Milwaukee Bucks
UNLV,6,6-9,Lou Amundson,PF,220,Minnesota Timberwolves
Northeastern University,6,5-10,J.J. Barea,PG,185,Minnesota Timberwolves
Arizona,3,6-7,Chase Budinger,SF,209,Minnesota Timberwolves
Washington,2,6-2,Will Conroy,PG,195,Minnesota Timberwolves
Villanova,3,6-8,Dante Cunningham,PF,230,Minnesota Timberwolves
,2,6-7,Mickaël Gelabale,SF,215,Minnesota Timberwolves
Marquette,2,6-6,Lazar Hayward,SF,225,Minnesota Timberwolves
Wake Forest,9,6-7,Josh Howard,SF,210,Minnesota Timberwolves
LSU,2,6-11,Chris Johnson,C,210,Minnesota Timberwolves
,10,6-9,Andrei Kirilenko,SF,220,Minnesota Timberwolves
UCLA,1,6-5,Malcolm Lee,SG,200,Minnesota Timberwolves
UCLA,4,6-8,Kevin Love,PF,251,Minnesota Timberwolves
,2,6-11,Nikola Peković,C,307,Minnesota Timberwolves
Oregon,9,6-2,Luke Ridnour,SG,175,Minnesota Timberwolves
Washington,5,6-6,Brandon Roy,SG,215,Minnesota Timberwolves
,1,6-3,Ricky Rubio,PG,190,Minnesota Timberwolves
,R,6-6,Alexey Shved,SG,190,Minnesota Timberwolves
Wisconsin,1,6-11,Greg Stiemsma,C,260,Minnesota Timberwolves
Arizona,1,6-8,Derrick Williams,PF,240,Minnesota Timberwolves
Wake Forest,2,6-8,Al-Farouq Aminu,SF,220,New Orleans Hornets
UNLV,6,6-9,Lou Amundson,PF,220,New Orleans Hornets
California,4,6-9,Ryan Anderson,PF,240,New Orleans Hornets
Kentucky,R,6-10,Anthony Davis,PF,253,New Orleans Hornets
Indiana,4,6-3,Eric Gordon,SG,215,New Orleans Hornets
Oklahoma State,1,6-5,Terrel Harris,SG,190,New Orleans Hornets
Kansas,2,6-6,Xavier Henry,SF,220,New Orleans Hornets
Stanford,4,7-0,Robin Lopez,C,275,New Orleans Hornets
Virginia,8,6-5,Roger Mason,SG,200,New Orleans Hornets
California Fresno State,5,6-9,Dominic McGuire,SF,220,New Orleans Hornets
Kentucky,R,6-6,Darius Miller,SF,225,New Orleans Hornets
Duke,R,6-3,Austin Rivers,SG,200,New Orleans Hornets
Dayton,R,6-1,Brian Roberts,PG,173,New Orleans Hornets
Georgetown,R,6-10,Henry Sims,C,248,New Orleans Hornets
Texas A&M,1,6-3,Donald Sloan,PG,205,New Orleans Hornets
Colorado State,4,7-0,Jason Smith,C,240,New Orleans Hornets
Duke,1,6-8,Lance Thomas,SF,240,New Orleans Hornets
Maryland,2,6-6,Greivis Vásquez,PG,217,New Orleans Hornets
Syracuse,7,6-9,Hakim Warrick,PF,219,New Orleans Hornets
Syracuse,9,6-8,Carmelo Anthony,PF,240,New York Knicks
Memphis,6,7-0,Earl Barron,C,250,New York Knicks
Arkansas,6,6-7,Ronnie Brewer,SF,220,New York Knicks
UMass,16,6-11,Marcus Camby,PF,220,New York Knicks
,11,7-0,Tyson Chandler,C,240,New York Knicks
Colorado,R,6-9,Chris Copeland,PF,239,New York Knicks
UNC,7,6-1,Raymond Felton,PG,205,New York Knicks
South Florida,6,6-10,Solomon Jones,PF,230,New York Knicks
California,18,6-4,Jason Kidd,SG,205,New York Knicks
Cincinnati,12,6-9,Kenyon Martin,C,234,New York Knicks
Marquette,6,6-10,Steve Novak,SF,225,New York Knicks
,R,6-3,Pablo Prigioni,PG,185,New York Knicks
DePaul,12,6-6,Quentin Richardson,SF,223,New York Knicks
Georgia Tech,1,6-5,Iman Shumpert,SG,215,New York Knicks
,8,6-6,J.R. Smith,SG,225,New York Knicks
,10,6-10,Amar'e Stoudemire,PF,245,New York Knicks
TCU,17,6-9,Kurt Thomas,PF,230,New York Knicks
UNC,15,6-10,Rasheed Wallace,C,225,New York Knicks
Florida Cincinnati,2,6-7,James White,SF,200,New York Knicks
Arkansas,6,6-7,Ronnie Brewer,SF,220,Oklahoma City Thunder
Kansas,8,6-10,Nick Collison,C,255,Oklahoma City Thunder
Texas,5,6-10,Kevin Durant,SF,240,Oklahoma City Thunder
Little Rock,16,6-1,Derek Fisher,SG,200,Oklahoma City Thunder
,3,7-0,Serge Ibaka,PF,235,Oklahoma City Thunder
Boston College,1,6-3,Reggie Jackson,PG,208,Oklahoma City Thunder
Baylor,R,6-11,Perry Jones,SF,235,Oklahoma City Thunder
UConn,R,6-5,Jeremy Lamb,SF,185,Oklahoma City Thunder
Kentucky,1,6-6,DeAndre Liggins,SG,209,Oklahoma City Thunder
Western Carolina University,8,6-7,Kevin Martin,SG,199,Oklahoma City Thunder
Virginia Commonwealth,3,6-3,Eric Maynor,PG,175,Oklahoma City Thunder
Kentucky,1,6-10,Daniel Orton,C,255,Oklahoma City Thunder
,9,6-10,Kendrick Perkins,C,270,Oklahoma City Thunder
,6,6-6,Thabo Sefolosha,SG,220,Oklahoma City Thunder
UConn,3,7-3,Hasheem Thabeet,C,263,Oklahoma City Thunder
UCLA,4,6-3,Russell Westbrook,PG,200,Oklahoma City Thunder
UCLA,5,6-5,Arron Afflalo,SF,210,Orlando Magic
,1,6-10,Gustavo Ayón,C,250,Orlando Magic
LSU,5,6-9,Glen Davis,PF,289,Orlando Magic
St. John's,R,6-7,Maurice Harkless,SF,220,Orlando Magic
,14,6-9,Al Harrington,C,230,Orlando Magic
Tennessee,1,6-8,Tobias Harris,PF,235,Orlando Magic
Miami (FL),R,6-8,DeQuan Jones,SF,221,Orlando Magic
Kentucky,R,6-4,Doron Lamb,SG,210,Orlando Magic
Duke,5,6-10,Josh McRoberts,PF,240,Orlando Magic
Purdue,1,6-3,E'Twaun Moore,SG,191,Orlando Magic
Saint Joseph's,8,6-0,Jameer Nelson,PG,190,Orlando Magic
St. Bonaventure,R,6-9,Andrew Nicholson,PF,250,Orlando Magic
Norfolk State,R,6-9,Kyle O'Quinn,C,250,Orlando Magic
Duke,6,6-3,J.J. Redick,SG,200,Orlando Magic
Wake Forest,2,6-0,Ish Smith,PG,175,Orlando Magic
,12,6-10,Hedo Türkoğlu,SF,220,Orlando Magic
,8,6-3,Beno Udrih,PG,205,Orlando Magic
USC,1,6-11,Nikola Vučević,C,260,Orlando Magic
Temple,1,6-9,Lavoy Allen,C,260,Philadelphia 76ers
,11,6-11,Kwame Brown,C,270,Philadelphia 76ers
Washington,5,7-1,Spencer Hawes,C,245,Philadelphia 76ers
UCLA,3,6-3,Jrue Holiday,PG,205,Philadelphia 76ers
Washington,R,6-6,Justin Holiday,SG,181,Philadelphia 76ers
Texas,8,6-3,Royal Ivey,SG,200,Philadelphia 76ers
Hofstra,1,6-3,Charles Jenkins,PG,220,Philadelphia 76ers
Butler,1,6-3,Shelvin Mack,SG,203,Philadelphia 76ers
Texas-El Paso Mississippi State,R,6-11,Arnett Moultrie,PF,249,Philadelphia 76ers
Gonzaga,1,6-2,Jeremy Pargo,SG,219,Philadelphia 76ers
Michigan State,11,6-6,Jason Richardson,SG,220,Philadelphia 76ers
Ohio State,2,6-6,Evan Turner,SF,220,Philadelphia 76ers
Villanova,R,6-2,Maalik Wayns,PG,200,Philadelphia 76ers
NC State Georgia,8,6-6,Damien Wilkins,SG,225,Philadelphia 76ers
,8,6-9,Dorell Wright,SF,205,Philadelphia 76ers
USC,5,6-7,Nick Young,SG,210,Philadelphia 76ers
Georgia Tech,5,6-8,Thaddeus Young,PF,220,Philadelphia 76ers
