2P,2PA,2PCT,3P,3PA,3PCT,AST,Age,BLK,DRB,FG,FGA,FGPCT,FT,FTA,FTPCT,GP,GS,MPG,Name,ORB,PF,PTS,STL,TOV,TRB,eFG
5.9,12.0,.494,1.2,4.2,.297,4.7,29,0.1,3.2,7.1,16.1,.443,2.7,3.4,.802,72,72,35.5,Joe Johnson,0.8,1.8,18.2,0.7,2.0,4.0,.481
6.6,11.9,.557,0.0,0.1,.500,3.5,24,1.0,7.0,6.7,12.0,.557,1.9,2.4,.798,77,77,35.1,Al Horford,2.4,2.5,15.3,0.8,1.5,9.3,.558
5.8,11.5,.503,0.7,2.0,.331,3.3,25,1.6,6.8,6.5,13.5,.477,3.0,4.1,.725,77,77,34.4,Josh Smith,1.7,2.8,16.5,1.3,2.6,8.5,.502
3.3,6.9,.474,1.6,4.6,.341,3.2,30,0.2,1.4,4.8,11.5,.421,2.9,3.4,.854,76,0,30.2,Jamal Crawford,0.3,1.3,14.2,0.8,1.9,1.7,.489
1.4,3.3,.427,2.0,4.6,.441,3.6,32,0.1,2.3,3.4,7.9,.435,0.5,0.8,.630,56,56,29.9,Mike Bibby,0.3,2.2,9.4,0.7,1.2,2.6,.563
3.2,6.6,.489,0.6,1.7,.336,1.4,24,0.4,3.8,3.8,8.3,.458,2.3,2.7,.845,65,52,28.7,Marvin Williams,1.0,1.6,10.4,0.5,1.0,4.8,.493
2.0,4.5,.440,1.3,3.2,.421,3.3,30,0.3,1.9,3.3,7.7,.432,0.6,0.9,.667,24,22,28.6,Kirk Hinrich,0.3,2.8,8.6,0.8,1.5,2.2,.519
1.1,2.4,.455,0.6,1.9,.315,0.6,32,0.1,1.3,1.7,4.3,.393,0.5,0.6,.857,47,12,17.8,Maurice Evans,0.5,1.6,4.5,0.3,0.3,1.8,.463
1.4,2.9,.461,0.0,0.0,,0.7,26,0.3,2.7,1.4,2.9,.461,1.7,2.3,.754,79,7,15.7,Zaza Pachulia,1.5,2.3,4.4,0.4,0.9,4.2,.461
1.6,3.7,.449,0.3,0.7,.375,2.0,22,0.4,1.3,1.9,4.3,.438,1.1,1.4,.794,70,7,13.8,Jeff Teague,0.2,1.2,5.2,0.6,0.9,1.5,.467
1.3,2.4,.528,0.0,0.2,.200,0.8,31,0.2,1.3,1.3,2.6,.504,0.8,1.1,.714,52,0,13.0,Damien Wilkins,0.4,1.4,3.5,0.5,0.4,1.7,.511
0.7,1.4,.471,0.0,0.0,1.000,0.4,32,0.2,1.5,0.7,1.4,.479,0.6,0.8,.659,49,28,12.1,Jason Collins,0.6,2.0,2.0,0.2,0.5,2.1,.486
1.7,3.8,.454,0.0,0.0,.000,0.4,28,0.1,1.6,1.7,3.9,.452,0.7,0.8,.800,54,0,12.1,Josh Powell,0.9,1.4,4.1,0.1,1.0,2.5,.452
