3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
.127,12.5,1.2,1.1,1.1,13.6,1.1,.517,Tony Allen,0.0,5.1,0.8,17.0,3.2,19.1,9.2,.596,22.1,0.6,1.9,.111
.011,2.3,2.4,-4.4,-1.8,20.1,0.8,.814,Leon Powe,-2.6,15.8,0.9,14.6,1.0,16.4,17.9,.549,18.1,-0.4,1.7,.116
.448,10.5,0.3,-3.5,-2.5,8.8,0.5,.212,Allan Ray,-1.0,3.0,0.1,10.0,1.5,12.9,5.8,.512,20.8,-0.3,0.6,.039
.000,3.3,4.3,-4.8,2.3,17.8,0.3,.065,Michael Olowokandi,-7.1,7.0,-0.4,4.5,1.8,26.4,12.3,.423,12.5,-0.2,-0.1,-0.017
.074,8.3,2.3,-1.9,0.1,9.8,0.1,.333,Kevinn Pinkney,-2.0,8.2,0.1,11.6,1.6,11.4,9.0,.501,15.8,0.0,0.2,.075
.000,0.0,5.3,-4.4,1.2,13.9,0.1,1.333,Theo Ratliff,-5.6,5.3,0.0,6.7,1.2,17.4,9.5,.525,5.9,0.0,0.1,.073
.305,32.0,0.3,-0.7,-0.9,9.3,2.1,.250,Raymond Felton,0.2,2.1,0.2,13.5,2.2,16.8,5.6,.481,21.9,1.0,2.3,.039
.126,12.5,2.0,3.9,2.0,17.4,3.5,.470,Gerald Wallace,1.8,6.2,4.2,19.8,2.8,12.2,11.6,.568,22.5,3.9,7.7,.141
.000,6.0,5.7,2.4,2.8,26.2,3.6,.399,Emeka Okafor,-0.5,12.7,3.5,20.1,1.3,11.3,19.2,.554,19.1,2.6,7.1,.147
.273,11.9,0.2,-5.5,-2.5,9.2,0.8,.179,Adam Morrison,-3.0,2.7,-2.2,7.9,0.6,11.3,5.9,.450,22.4,-2.0,-1.5,-0.030
.406,8.2,0.4,-0.3,-1.7,11.2,1.2,.316,Matt Carroll,1.4,2.1,3.4,14.6,1.5,8.9,6.5,.580,19.9,0.8,4.6,.117
.050,37.5,0.2,-2.4,-1.0,9.7,1.1,.353,Brevin Knight,-1.3,1.3,0.7,14.3,2.7,18.5,5.3,.487,18.4,-0.1,1.8,.070
.517,17.6,0.5,1.0,-0.4,8.6,0.9,.361,Derek Anderson,1.5,2.8,2.0,13.7,2.3,14.1,5.6,.586,15.1,0.9,2.9,.117
.000,6.8,1.8,-2.6,0.5,20.1,1.1,.443,Jake Voskuhl,-3.1,9.3,0.5,10.9,1.5,15.5,14.5,.523,15.7,-0.2,1.7,.077
.348,5.0,0.6,-1.3,-2.4,14.5,0.6,.161,Walter Herrmann,1.1,3.4,1.8,16.1,0.9,8.3,8.8,.625,18.7,0.2,2.4,.125
.011,4.6,2.1,-5.1,-1.3,15.2,0.6,.248,Primoz Brezec,-3.7,11.0,0.0,9.7,0.7,11.1,13.0,.474,18.5,-0.6,0.7,.038
.009,14.5,2.2,0.9,0.8,23.3,1.0,.341,Sean May,0.1,10.0,1.3,19.1,1.2,12.9,16.5,.551,23.5,0.6,2.2,.127
.044,27.7,0.0,-6.5,-2.3,8.4,0.3,.177,Jeff McInnis,-4.2,2.3,-0.3,7.7,1.0,17.7,5.2,.423,15.3,-0.8,-0.1,-0.004
.247,13.8,0.0,-4.0,-1.8,10.0,0.1,.284,Alan Anderson,-2.2,4.9,0.0,10.1,1.4,19.4,7.4,.538,20.1,-0.1,0.1,.024
.000,8.9,1.9,-7.8,-0.9,13.5,0.1,.583,Melvin Ely,-6.9,5.7,-0.4,4.8,0.4,23.4,9.5,.464,18.3,-0.4,-0.2,-0.047
.037,10.5,0.3,-5.0,1.2,16.7,0.3,.407,Bernard Robinson,-6.2,4.3,-0.4,6.3,2.8,20.1,10.3,.400,15.0,-0.2,-0.1,-0.016
.000,4.4,0.3,-8.1,-2.6,13.9,0.1,.393,Othella Harrington,-5.5,6.8,-0.1,5.0,0.2,18.6,10.2,.510,16.7,-0.3,0.0,.003
.000,0.9,2.9,-6.9,-1.5,13.2,0.2,1.111,Ryan Hollins,-5.4,6.8,0.0,8.5,1.1,23.0,9.9,.597,17.1,-0.2,0.2,.040
.154,4.9,0.0,-11.2,-4.2,3.7,0.0,.538,Eric Williams,-7.0,7.0,-0.1,2.4,1.6,11.1,5.4,.373,24.9,-0.1,-0.1,-0.111
.006,11.8,1.2,2.7,1.9,15.9,5.6,.295,Luol Deng,0.8,5.5,5.7,18.7,1.6,10.0,10.8,.560,22.2,3.6,11.3,.176
.318,29.2,0.6,2.9,0.2,9.7,4.6,.268,Kirk Hinrich,2.7,1.3,5.5,17.0,1.8,13.9,5.5,.559,21.6,3.5,10.1,.171
.280,20.1,0.5,1.4,-1.2,9.3,3.9,.329,Ben Gordon,2.6,1.5,4.7,18.2,1.2,14.0,5.4,.572,29.3,2.4,8.6,.152
.012,9.9,4.6,5.7,6.8,21.7,6.6,.630,Ben Wallace,-1.1,12.9,1.6,14.6,2.1,15.7,17.4,.456,10.6,5.2,8.2,.146
.507,24.4,0.2,0.0,0.1,8.7,3.0,.209,Chris Duhon,-0.1,1.4,1.9,11.9,1.9,16.6,5.1,.529,14.8,1.0,4.8,.121
.005,5.0,2.8,-3.0,1.6,17.0,2.7,.292,P.J. Brown,-4.5,10.2,-0.4,9.7,0.8,15.3,13.6,.462,17.0,-0.4,2.3,.075
.358,7.0,1.3,-0.6,-0.2,20.9,2.6,.248,Andres Nocioni,-0.4,3.4,1.4,15.6,1.0,13.8,12.2,.578,23.8,0.5,4.1,.139
.007,6.6,6.2,0.1,4.5,21.1,2.6,.621,Tyrus Thomas,-4.4,10.6,-0.4,14.8,2.4,20.8,15.9,.521,20.9,0.5,2.2,.110
.164,10.7,1.0,-2.9,1.6,15.4,1.7,.176,Thabo Sefolosha,-4.5,4.6,-0.8,8.5,1.9,17.9,10.1,.464,17.2,-0.2,0.8,.047
.004,4.2,2.0,-5.2,-0.3,13.7,1.1,.132,Malik Allen,-4.9,7.6,-0.2,10.4,1.4,7.1,10.6,.443,20.5,-0.5,1.0,.073
.047,15.2,0.5,0.3,2.8,13.4,1.2,.147,Adrian Griffin,-2.5,7.9,0.1,10.7,2.8,21.7,10.6,.499,13.3,0.3,1.3,.103
.000,11.7,2.2,-3.5,1.3,22.1,0.8,.493,Mike Sweetney,-4.9,13.4,-0.4,10.9,1.2,20.5,17.8,.469,23.7,-0.2,0.4,.049
.086,13.9,0.3,-1.9,1.5,18.1,0.5,.371,Viktor Khryapa,-3.4,10.0,-0.1,9.5,2.2,16.4,14.1,.448,18.8,0.0,0.4,.087
.000,38.2,0.0,-7.1,-1.6,15.6,0.0,.000,Andre Barrett,-5.6,4.0,0.0,8.2,0.0,33.3,9.8,.500,18.4,0.0,0.0,.014
.191,29.1,1.3,7.4,2.0,16.6,5.7,.432,LeBron James,5.4,3.0,8.0,24.5,2.1,11.5,9.6,.552,31.0,7.6,13.7,.206
.233,16.4,0.8,-0.5,0.8,10.4,3.8,.324,Larry Hughes,-1.3,1.8,0.1,12.1,1.8,12.4,6.0,.480,21.7,1.0,3.9,.073
.008,6.7,1.0,0.0,1.2,22.3,4.1,.254,Drew Gooden,-1.2,13.3,2.4,16.5,1.7,11.7,17.7,.508,20.0,1.1,6.5,.139
.001,10.2,3.6,2.0,2.6,20.0,4.0,.242,Zydrunas Ilgauskas,-0.6,12.9,2.6,18.0,1.2,13.8,16.4,.527,21.7,2.1,6.6,.148
.022,6.0,2.1,1.7,3.0,21.8,4.0,.668,Anderson Varejao,-1.3,11.2,2.6,14.4,2.1,11.4,16.4,.527,13.7,1.8,6.6,.164
.012,25.2,0.6,-3.0,0.8,9.5,2.6,.349,Eric Snow,-3.8,2.1,0.2,8.6,1.5,22.9,5.7,.458,11.4,-0.5,2.8,.069
.302,11.3,0.9,-0.7,0.5,10.5,2.3,.257,Sasha Pavlovic,-1.3,1.7,0.8,12.1,1.9,15.8,6.0,.554,19.1,0.5,3.1,.098
.550,5.7,2.5,0.2,0.4,20.8,2.6,.162,Donyell Marshall,-0.2,7.2,1.3,15.3,1.5,11.3,13.8,.536,19.8,0.8,3.8,.135
.651,12.7,0.1,-2.1,-2.1,5.8,1.1,.124,Damon Jones,0.0,0.9,1.2,10.2,0.7,8.8,3.3,.525,15.9,0.0,2.4,.097
.537,10.7,0.6,-1.0,-0.1,7.7,1.2,.169,Daniel Gibson,-0.9,3.2,0.8,9.4,1.2,15.1,5.4,.556,13.4,0.2,2.0,.098
.507,15.3,0.9,-3.6,0.5,10.8,0.5,.373,David Wesley,-4.1,1.0,-0.2,6.6,1.8,16.3,5.8,.418,13.4,-0.1,0.3,.043
.338,8.1,1.2,-5.1,-0.7,8.9,0.3,.189,Shannon Brown,-4.4,3.4,-0.2,7.5,1.8,14.9,6.0,.455,21.1,-0.2,0.1,.015
.405,2.5,0.0,-0.5,-0.9,15.7,0.2,.270,Ira Newble,0.4,11.4,0.3,14.9,2.5,6.8,13.5,.556,15.6,0.0,0.5,.179
.000,4.2,0.7,-3.0,0.6,17.5,0.2,.154,Scot Pollard,-3.5,15.6,0.0,8.5,1.9,12.6,16.5,.432,13.2,0.0,0.2,.100
.000,0.0,0.0,-17.3,-4.0,33.1,0.0,6.000,Dwayne Jones,-13.3,6.3,-0.1,-0.5,0.0,35.5,19.4,.412,14.2,-0.1,0.0,-0.068
.348,25.5,0.5,3.7,-0.7,7.9,3.1,.187,Jason Terry,4.5,1.8,7.7,18.9,1.5,11.7,4.9,.587,21.3,4.1,10.8,.182
.129,17.8,1.7,6.7,1.3,23.9,4.5,.411,Dirk Nowitzki,5.4,5.3,11.8,27.6,1.0,9.5,14.8,.605,28.9,6.2,16.3,.278
.222,9.2,1.7,2.8,0.7,16.6,3.8,.273,Josh Howard,2.1,6.5,5.0,20.0,1.8,9.3,11.7,.548,25.2,3.0,8.8,.173
.084,22.9,0.8,1.9,0.9,8.5,2.9,.440,Devin Harris,1.0,2.7,3.7,16.0,2.5,17.1,5.7,.574,19.1,2.1,6.5,.151
.000,3.5,3.3,2.0,2.0,21.5,3.1,.572,Erick Dampier,0.0,14.0,3.3,14.9,0.7,20.4,17.8,.642,12.8,1.9,6.4,.160
.248,19.7,0.5,0.1,-1.1,7.7,1.8,.329,Jerry Stackhouse,1.2,3.0,2.3,16.8,1.7,13.5,5.4,.537,25.0,0.9,4.1,.122
.007,2.8,5.8,2.4,4.7,21.6,3.1,.570,DeSagana Diop,-2.3,13.8,0.7,10.6,1.4,25.0,17.8,.503,7.9,1.7,3.8,.123
.344,7.6,0.4,-0.4,1.0,10.6,1.7,.114,Greg Buckner,-1.5,3.1,0.4,7.8,1.8,11.3,6.9,.486,12.0,0.5,2.2,.076
.405,4.0,1.4,-0.6,0.8,14.3,1.9,.130,Devean George,-1.4,5.5,0.1,9.7,1.9,11.5,10.0,.487,16.1,0.4,2.1,.078
.410,9.2,0.6,-2.4,0.0,24.8,1.1,.234,Austin Croshere,-2.4,5.6,0.1,10.9,1.0,11.9,15.4,.463,17.8,-0.1,1.3,.083
.199,21.2,0.1,-2.7,-0.9,7.3,0.6,.199,Anthony Johnson,-1.8,2.9,0.2,9.3,1.5,16.3,5.1,.479,15.7,-0.1,0.8,.070
.214,5.0,1.1,-9.3,-1.8,11.0,0.2,.471,Maurice Ager,-7.5,0.6,-0.5,2.9,1.0,15.1,5.9,.408,21.7,-0.4,-0.3,-0.060
.269,20.4,0.4,-5.4,-2.6,11.1,0.2,.308,J.J. Barea,-2.8,4.5,-0.1,9.6,0.3,13.7,7.9,.440,25.0,-0.2,0.1,.015
.000,10.9,4.8,-1.6,3.4,11.9,0.1,.500,Didier Ilunga-Mbenga,-5.1,4.7,-0.1,7.2,2.0,20.4,8.4,.435,14.5,0.0,0.1,.055
.000,0.0,0.0,-11.7,-5.7,19.9,0.1,1.059,Pops Mensah-Bonsu,-6.0,15.6,-0.1,11.6,0.8,26.5,17.8,.582,22.3,-0.2,0.0,.022
.000,3.6,1.8,-4.6,0.9,16.4,0.1,.154,Kevin Willis,-5.5,5.7,0.0,6.3,2.5,12.6,11.2,.432,17.2,0.0,0.0,.048
.103,19.2,0.7,2.0,-1.1,11.1,2.1,.391,Carmelo Anthony,3.1,6.6,5.2,22.1,1.5,12.1,8.9,.552,33.4,2.5,7.3,.140
.003,14.1,7.0,5.3,6.7,30.5,5.1,.335,Marcus Camby,-1.3,7.9,2.5,19.1,1.8,13.9,19.4,.519,15.9,4.4,7.6,.155
.152,28.3,0.4,0.4,-1.2,7.1,1.7,.460,Allen Iverson,1.6,0.9,2.9,18.4,2.1,15.1,4.0,.545,27.1,1.3,4.6,.105
.002,7.1,2.5,1.5,1.5,19.4,2.4,.548,Nene Hilario,0.0,10.0,2.9,17.8,1.8,16.5,14.7,.611,19.2,1.5,5.3,.148
.034,5.7,1.1,1.8,1.4,12.0,1.8,.347,Eduardo Najera,0.4,9.0,2.9,13.5,2.2,12.1,10.5,.609,12.0,1.6,4.8,.138
.368,28.2,0.2,-2.1,-1.3,7.4,1.1,.116,Steve Blake,-0.9,1.0,1.1,11.0,1.5,20.2,4.3,.511,13.1,-0.1,2.2,.064
.466,4.5,0.7,-2.3,-1.7,14.1,1.2,.285,Linas Kleiza,-0.5,5.9,1.6,11.1,0.9,12.9,10.1,.561,17.6,-0.1,2.8,.090
.593,10.2,0.4,0.6,-2.4,8.5,1.1,.196,J.R. Smith,3.0,2.3,2.5,15.6,1.6,10.8,5.5,.585,22.8,1.0,3.7,.120
.582,6.5,0.4,-3.1,-0.8,7.8,0.8,.182,Yakhouba Diawara,-2.3,2.6,-0.2,5.3,1.3,10.5,5.3,.450,12.8,-0.3,0.5,.021
.000,5.7,1.0,-1.6,1.1,29.9,1.9,.851,Reggie Evans,-2.7,15.8,0.4,13.5,1.8,24.3,23.0,.550,14.8,0.1,2.3,.096
.291,24.2,0.2,-0.5,-2.8,5.1,0.5,.347,Earl Boykins,2.3,3.0,2.0,17.7,1.4,10.7,4.0,.542,23.8,0.3,2.5,.134
.065,38.7,0.3,0.4,-0.2,10.7,0.8,.343,Andre Miller,0.7,3.5,1.1,16.6,2.2,19.7,7.1,.526,18.5,0.5,1.9,.113
.571,6.0,2.1,-5.3,-0.6,12.5,0.5,.136,DerMarr Johnson,-4.6,2.7,-0.7,6.1,1.9,14.2,7.7,.414,19.5,-0.3,-0.3,-0.032
.021,3.1,3.4,-4.3,0.5,20.2,0.2,.250,Joe Smith,-4.8,10.0,0.0,12.4,2.0,19.6,15.2,.526,19.2,-0.1,0.2,.060
.071,5.5,4.0,-1.9,2.1,29.3,0.2,1.000,Jamal Sampson,-4.1,13.7,0.0,11.3,0.8,33.2,21.6,.595,10.3,0.0,0.2,.083
.063,2.4,0.0,-10.2,-3.3,24.7,0.1,.750,Kenyon Martin,-7.0,10.9,-0.1,5.4,0.0,19.0,17.9,.446,17.9,-0.1,0.0,-0.036
.000,36.2,0.0,-2.1,-1.1,6.0,0.0,.400,Julius Hodge,-0.9,3.1,0.1,16.0,4.0,14.5,4.6,.510,8.0,0.0,0.1,.174
.250,41.4,1.9,-13.2,-4.0,9.0,0.0,.000,Anthony Carter,-9.2,0.0,-0.1,3.3,0.0,42.9,4.6,.375,16.2,-0.1,-0.1,-0.115
.211,12.9,1.4,2.0,0.4,11.3,2.9,.225,Tayshaun Prince,1.7,5.7,5.1,16.0,0.9,8.2,8.5,.534,18.9,3.0,8.0,.128
.110,19.0,0.4,1.1,-1.2,8.9,2.4,.344,Richard Hamilton,2.3,3.2,5.7,18.1,1.2,10.6,6.1,.551,25.9,2.2,8.1,.141
.388,32.9,0.5,4.4,-0.9,10.0,2.7,.536,Chauncey Billups,5.4,1.1,8.7,21.3,1.8,12.2,5.6,.591,21.5,4.1,11.4,.216
.351,8.9,3.8,2.3,2.5,22.2,4.4,.163,Rasheed Wallace,-0.2,4.4,1.8,15.7,1.7,9.4,13.3,.513,19.6,2.6,6.2,.123
.000,7.2,2.9,1.5,1.8,22.7,3.2,.257,Antonio McDyess,-0.4,11.3,2.8,18.1,1.9,11.1,17.0,.552,18.6,1.5,6.0,.168
.189,20.4,0.7,-3.1,-0.9,7.0,1.4,.274,Ronald Murray,-2.2,2.1,-0.1,10.8,1.8,15.5,4.5,.474,18.7,-0.4,1.3,.042
.367,10.2,0.5,-0.4,0.4,17.2,1.9,.237,Carlos Delfino,-0.7,5.8,1.0,12.8,1.8,12.8,11.5,.515,16.5,0.6,2.9,.101
.015,17.0,1.6,2.2,2.1,18.7,1.9,.323,Chris Webber,0.1,8.1,1.3,16.9,1.8,13.7,13.4,.520,20.2,1.4,3.3,.123
.000,2.5,4.9,-2.0,1.0,12.3,1.5,.523,Jason Maxiell,-3.0,11.1,0.3,14.4,1.7,14.1,11.7,.518,18.9,0.0,1.8,.091
.000,2.0,4.0,-1.8,0.5,21.5,1.5,.369,Nazr Mohammed,-2.3,13.7,0.9,16.5,1.9,14.3,17.6,.554,18.5,0.0,2.3,.145
.488,20.3,0.7,-1.4,-1.4,6.1,0.8,.135,Lindsey Hunter,0.0,1.4,0.5,12.7,2.5,11.9,3.7,.495,18.7,0.1,1.3,.085
.000,3.9,5.7,0.5,3.1,20.0,0.8,.351,Dale Davis,-2.6,15.1,0.5,13.2,1.2,14.9,17.5,.486,10.3,0.3,1.3,.132
.167,14.9,0.0,-5.7,-0.2,6.4,0.1,.200,Will Blalock,-5.4,4.3,-0.3,4.5,1.7,26.9,5.4,.383,12.8,-0.2,-0.1,-0.032
.091,4.1,8.1,2.7,3.9,21.1,0.3,.424,Amir Johnson,-1.2,14.4,0.2,20.6,2.2,18.7,17.7,.600,18.5,0.1,0.5,.183
.000,8.5,0.8,-5.6,0.4,15.2,0.2,.290,Ronald Dupree,-6.0,6.3,-0.2,7.4,2.9,7.9,10.7,.358,19.2,-0.1,0.0,-0.007
.142,18.8,0.6,-1.0,-0.6,7.7,1.9,.354,Monta Ellis,-0.4,2.5,2.0,15.0,2.4,15.9,5.1,.545,22.4,0.7,4.0,.072
.000,5.4,4.3,1.4,2.5,24.0,3.3,.287,Andris Biedrins,-1.1,11.3,3.5,16.2,1.4,15.4,17.5,.598,13.8,2.1,6.7,.136
.272,36.9,1.0,3.4,0.0,11.3,2.3,.358,Baron Davis,3.5,2.5,4.1,21.0,2.9,13.9,6.8,.530,26.5,3.1,6.4,.139
.410,4.7,2.2,-0.9,-0.5,14.2,1.5,.358,Mickael Pietrus,-0.4,4.5,2.0,13.0,1.2,13.4,9.3,.590,17.2,0.5,3.6,.088
.462,12.8,1.7,0.9,0.3,16.0,1.8,.196,Matt Barnes,0.5,5.4,1.9,14.7,1.9,13.3,10.6,.547,18.5,1.3,3.7,.099
.410,16.0,1.4,0.8,-0.6,12.6,1.3,.191,Jason Richardson,1.4,4.6,1.7,15.5,1.6,9.3,8.5,.512,22.3,1.2,3.0,.085
.294,11.6,0.8,-0.1,-1.1,15.7,1.1,.237,Al Harrington,1.0,6.4,1.7,16.1,1.4,10.6,10.9,.542,23.1,0.7,2.8,.099
.337,20.6,0.8,0.1,-1.3,7.2,0.8,.298,Stephen Jackson,1.4,3.7,1.6,15.7,1.9,14.9,5.4,.550,22.5,0.7,2.4,.089
.281,16.7,0.9,-0.3,0.0,15.7,0.9,.273,Mike Dunleavy,-0.3,4.1,1.0,14.6,1.8,14.6,9.8,.538,19.7,0.4,1.9,.086
.359,6.2,1.1,-2.7,-1.6,11.4,0.5,.355,Kelenna Azubuike,-1.1,4.2,0.7,13.4,1.6,13.3,7.7,.572,18.7,-0.1,1.2,.083
.328,12.8,1.9,0.9,1.1,20.1,0.7,.367,Troy Murphy,-0.2,6.0,1.0,14.8,1.5,12.2,12.9,.553,15.2,0.5,1.7,.124
.000,5.5,8.0,0.8,4.0,17.7,0.6,.294,Adonal Foyle,-3.2,11.5,0.4,13.7,1.1,19.3,14.6,.557,10.7,0.3,1.0,.104
