College,Experience,Height,Name,Position,Weight,team
University of Kansas,8,6-1,Jacque Vaughn,SG,190,New Jersey Nets
Texas A&M University,R,6-7,Antoine Wright,SG,210,New Jersey Nets
Mississippi State University,R,6-3,Derrick Zimmerman,PG,195,New Jersey Nets
Butler County Community College Oklahoma State University,1,6-4,Tony Allen,PG,213,Boston Celtics
University of Nevada Las Vegas,2,6-2,Marcus Banks,PG,200,Boston Celtics
University of Pittsburgh,5,7-0,Mark Blount,C,230,Boston Celtics
University of Iowa,7,6-6,Ricky Davis,SG,195,Boston Celtics
University of Washington Gonzaga University,3,6-0,Dan Dickau,PG,190,Boston Celtics
Providence College,R,6-7,Ryan Gomes,PF,250,Boston Celtics
,R,6-7,Gerald Green,SG,205,Boston Celtics
University of Florida University of Louisiana at Lafayette,R,6-4,Orien Greene,PG,208,Boston Celtics
,1,6-10,Al Jefferson,PF,289,Boston Celtics
Saint Joseph's University,R,6-11,Dwayne Jones,PF,250,Boston Celtics
University of Kansas,7,6-11,Raef LaFrentz,PF,240,Boston Celtics
University of the Pacific,7,7-0,Michael Olowokandi,C,269,Boston Celtics
,2,6-10,Kendrick Perkins,C,270,Boston Celtics
University of Kansas,7,6-7,Paul Pierce,SF,235,Boston Celtics
University of Mississippi,1,6-8,Justin Reed,SF,240,Boston Celtics
University of Southern California,4,6-9,Brian Scalabrine,PF,241,Boston Celtics
Miami University,6,6-7,Wally Szczerbiak,SF,244,Boston Celtics
Saint Joseph's University,1,6-4,Delonte West,PG,180,Boston Celtics
Michigan State University,R,6-6,Alan Anderson,SF,220,Charlotte Bobcats
University of Maryland,3,6-8,Lonny Baxter,PF,260,Charlotte Bobcats
University of Kentucky,2,6-5,Keith Bogans,SG,215,Charlotte Bobcats
,4,7-2,Primoz Brezec,C,252,Charlotte Bobcats
University of Minnesota,R,6-3,Kevin Burleson,PG,205,Charlotte Bobcats
University of Notre Dame,2,6-6,Matt Carroll,SG,212,Charlotte Bobcats
California State University Fresno,3,6-10,Melvin Ely,PF,260,Charlotte Bobcats
University of North Carolina,R,6-1,Raymond Felton,PG,205,Charlotte Bobcats
University of Georgia,6,6-8,Jumaine Jones,PF,218,Charlotte Bobcats
Stanford University,8,5-10,Brevin Knight,PG,173,Charlotte Bobcats
University of North Carolina,R,6-9,Sean May,PF,266,Charlotte Bobcats
University of Connecticut,1,6-10,Emeka Okafor,PF,252,Charlotte Bobcats
University of Michigan,1,6-6,Bernard Robinson,SF,210,Charlotte Bobcats
University of Missouri,3,6-6,Kareem Rush,SG,215,Charlotte Bobcats
University of Connecticut,5,6-11,Jake Voskuhl,C,245,Charlotte Bobcats
University of Alabama,4,6-7,Gerald Wallace,SF,215,Charlotte Bobcats
Villanova University,4,6-10,Malik Allen,PF,255,Chicago Bulls
University of North Carolina at Charlotte,R,6-5,Eddie Basden,SF,215,Chicago Bulls
,4,7-1,Tyson Chandler,C,240,Chicago Bulls
Duke University,1,6-9,Luol Deng,SF,220,Chicago Bulls
Duke University,1,6-1,Chris Duhon,PG,185,Chicago Bulls
University of Connecticut,1,6-3,Ben Gordon,SG,200,Chicago Bulls
University of Central Florida Oklahoma State University,R,6-6,Stephen Graham,SG,215,Chicago Bulls
Georgetown University,9,6-9,Othella Harrington,C,235,Chicago Bulls
University of Kansas,2,6-4,Kirk Hinrich,PG,190,Chicago Bulls
California State University Fresno San Diego State University,R,6-9,Randy Holcomb,SF,225,Chicago Bulls
Louisiana State University,9,6-4,Randy Livingston,PG,209,Chicago Bulls
,1,6-7,Andres Nocioni,PF,225,Chicago Bulls
University of Arkansas,3,6-1,Jannero Pargo,PG,175,Chicago Bulls
University of Nebraska,11,6-7,Eric Piatkowski,SG,215,Chicago Bulls
Georgia Institute of Technology,R,7-1,Luke Schenscher,C,255,Chicago Bulls
Wake Forest University,2,6-9,Darius Songaila,PF,248,Chicago Bulls
Georgetown University,2,6-8,Mike Sweetney,C,275,Chicago Bulls
University of Texas at Austin,1,6-8,James Thomas,PF,235,Chicago Bulls
Villanova University,8,6-10,Tim Thomas,SF,230,Chicago Bulls
,R,7-2,Martynas Andriuskevicius,C,240,Cleveland Cavaliers
University of Kansas,3,6-10,Drew Gooden,PF,250,Cleveland Cavaliers
University of Central Florida Oklahoma State University,R,6-6,Stephen Graham,SG,215,Cleveland Cavaliers
St. John's University,5,6-11,Zendon Hamilton,C,250,Cleveland Cavaliers
Indiana University,10,6-9,Alan Henderson,C,235,Cleveland Cavaliers
Saint Louis University,7,6-5,Larry Hughes,SG,184,Cleveland Cavaliers
,7,7-3,Zydrunas Ilgauskas,C,238,Cleveland Cavaliers
University of Oregon,1,6-7,Luke Jackson,SF,215,Cleveland Cavaliers
,2,6-8,LeBron James,SF,250,Cleveland Cavaliers
University of Houston,7,6-3,Damon Jones,PG,185,Cleveland Cavaliers
University of Connecticut,11,6-9,Donyell Marshall,PF,218,Cleveland Cavaliers
Meridian Community College Shaw University,3,6-4,Ronald Murray,SG,190,Cleveland Cavaliers
Miami University,5,6-7,Ira Newble,SG,220,Cleveland Cavaliers
,2,6-8,Sasha Pavlovic,SG,220,Cleveland Cavaliers
Michigan State University,10,6-3,Eric Snow,PG,190,Cleveland Cavaliers
,1,6-10,Anderson Varejao,C,273,Cleveland Cavaliers
Rice University,3,5-10,Mike Wilks,PG,185,Cleveland Cavaliers
Fayetteville State University,11,6-0,Darrell Armstrong,PG,170,Dallas Mavericks
Pepperdine University,13,6-6,Doug Christie,SG,200,Dallas Mavericks
Mississippi State University,9,6-11,Erick Dampier,C,265,Dallas Mavericks
Auburn University,2,6-6,Marquis Daniels,SG,200,Dallas Mavericks
,4,7-0,DeSagana Diop,C,300,Dallas Mavericks
Seton Hall University,6,6-5,Adrian Griffin,SG,217,Dallas Mavericks
University of Wisconsin,1,6-3,Devin Harris,PG,192,Dallas Mavericks
Wake Forest University,2,6-7,Josh Howard,SF,210,Dallas Mavericks
,1,7-0,Didier Ilunga-Mbenga,C,245,Dallas Mavericks
Ball State University Oakland University,R,6-9,Rawle Marshall,SF,190,Dallas Mavericks
,7,7-0,Dirk Nowitzki,PF,245,Dallas Mavericks
,1,7-5,Pavel Podkolzin,C,260,Dallas Mavericks
North Carolina State University,R,6-9,Josh Powell,PF,225,Dallas Mavericks
University of North Carolina,10,6-6,Jerry Stackhouse,SG,218,Dallas Mavericks
University of Arizona,6,6-2,Jason Terry,PG,185,Dallas Mavericks
University of Utah,8,6-10,Keith Van Horn,SF,220,Dallas Mavericks
Syracuse University,2,6-8,Carmelo Anthony,SF,240,Denver Nuggets
Eastern Michigan University,7,5-5,Earl Boykins,PG,135,Denver Nuggets
Clemson University,6,6-4,Greg Buckner,SG,210,Denver Nuggets
University of Massachusetts Amherst,9,6-11,Marcus Camby,C,220,Denver Nuggets
Boston College,11,6-2,Howard Eisley,PG,177,Denver Nuggets
University of California,2,7-0,Francisco Elson,C,235,Denver Nuggets
University of Iowa,3,6-8,Reggie Evans,PF,245,Denver Nuggets
,3,6-11,Nene Hilario,PF,250,Denver Nuggets
North Carolina State University,R,6-7,Julius Hodge,SG,210,Denver Nuggets
University of Cincinnati,4,6-9,DerMarr Johnson,SG,201,Denver Nuggets
University of Missouri,R,6-8,Linas Kleiza,PF,245,Denver Nuggets
University of Minnesota,10,6-4,Voshon Lenard,SG,205,Denver Nuggets
University of Cincinnati,5,6-9,Kenyon Martin,PF,234,Denver Nuggets
University of Utah,6,6-3,Andre Miller,PG,200,Denver Nuggets
University of Oklahoma,5,6-8,Eduardo Najera,PF,240,Denver Nuggets
University of Cincinnati,7,6-5,Ruben Patterson,SG,224,Denver Nuggets
California State University Long Beach,12,6-7,Bryon Russell,SF,225,Denver Nuggets
University of New Mexico,4,6-4,Charles Smith,SG,194,Denver Nuggets
University of California Los Angeles,4,6-1,Earl Watson,PG,195,Denver Nuggets
Pepperdine University,R,6-5,Alex Acker,SG,185,Detroit Pistons
Florida International University,4,6-2,Carlos Arroyo,PG,202,Detroit Pistons
University of Colorado,8,6-3,Chauncey Billups,PG,202,Detroit Pistons
University of South Alabama Iowa State University,8,6-11,Kelvin Cato,C,255,Detroit Pistons
Clemson University,14,6-11,Dale Davis,C,230,Detroit Pistons
,1,6-6,Carlos Delfino,SG,230,Detroit Pistons
University of Kentucky,9,6-1,Tony Delk,PG,189,Detroit Pistons
Wichita State University University of Texas at Austin,2,6-5,Maurice Evans,SG,220,Detroit Pistons
University of Connecticut,6,6-6,Richard Hamilton,SG,185,Detroit Pistons
Alcorn State University Jackson State University,12,6-2,Lindsey Hunter,PG,170,Detroit Pistons
,R,6-9,Amir Johnson,SF,240,Detroit Pistons
University of Cincinnati,R,6-7,Jason Maxiell,PF,260,Detroit Pistons
University of Alabama,9,6-9,Antonio McDyess,PF,220,Detroit Pistons
,2,7-0,Darko Milicic,C,250,Detroit Pistons
University of Kentucky,3,6-9,Tayshaun Prince,SF,212,Detroit Pistons
Virginia Union University,9,6-9,Ben Wallace,C,240,Detroit Pistons
University of North Carolina,10,6-10,Rasheed Wallace,PF,225,Detroit Pistons
,1,6-11,Andris Biedrins,C,240,Golden State Warriors
University of Arizona Georgia Institute of Technology,R,6-0,Will Bynum,PG,185,Golden State Warriors
,2,6-11,Zarko Cabarkapa,PF,235,Golden State Warriors
Indiana University,12,6-7,Calbert Cheaney,SF,209,Golden State Warriors
University of California Los Angeles,6,6-3,Baron Davis,PG,209,Golden State Warriors
Arizona State University,R,6-8,Ike Diogu,PF,250,Golden State Warriors
Duke University,3,6-9,Mike Dunleavy,SF,230,Golden State Warriors
,R,6-3,Monta Ellis,SG,185,Golden State Warriors
University of Arkansas at Little Rock,9,6-1,Derek Fisher,PG,200,Golden State Warriors
Colgate University,8,6-10,Adonal Foyle,C,250,Golden State Warriors
University of Kansas,R,6-1,Aaron Miles,PG,175,Golden State Warriors
University of Notre Dame,4,6-11,Troy Murphy,PF,245,Golden State Warriors
,2,6-6,Mickael Pietrus,SF,215,Golden State Warriors
Michigan State University,4,6-6,Jason Richardson,SG,220,Golden State Warriors
University of Pittsburgh,R,6-10,Chris Taft,C,260,Golden State Warriors
California State University Fresno,6,6-2,Rafer Alston,PG,171,Houston Rockets
Ohio State University University of Kentucky,8,6-5,Derek Anderson,SG,194,Houston Rockets
University of the Pacific Georgia Institute of Technology,13,6-4,Jon Barry,SG,195,Houston Rockets
University of Maryland,3,6-8,Lonny Baxter,C,260,Houston Rockets
University of Kentucky,2,6-5,Keith Bogans,SF,215,Houston Rockets
University of Iowa,6,6-7,Ryan Bowen,SF,215,Houston Rockets
Temple University,8,6-4,Rick Brunson,PG,190,Houston Rockets
University of Wyoming,2,6-8,Josh Davis,PF,235,Houston Rockets
Gonzaga University,2,6-5,Richie Frahm,SG,210,Houston Rockets
University of Central Florida Oklahoma State University,R,6-6,Stephen Graham,SG,215,Houston Rockets
University of Kentucky,R,6-6,Chuck Hayes,PF,240,Houston Rockets
University of Illinois at Urbana-Champaign,R,6-3,Luther Head,SG,185,Houston Rockets
University of Michigan,11,6-9,Juwan Howard,PF,240,Houston Rockets
,2,6-11,Maciej Lampe,C,275,Houston Rockets
Baylor University Oklahoma State University,R,5-11,John Lucas III,PG,166,Houston Rockets
,8,6-8,Tracy McGrady,SF,210,Houston Rockets
,3,7-6,Yao Ming,C,310,Houston Rockets
Georgetown University,14,7-2,Dikembe Mutombo,C,245,Houston Rockets
Auburn University University of West Florida,8,6-1,Moochie Norris,PG,175,Houston Rockets
Louisiana State University,5,6-9,Stromile Swift,C,225,Houston Rockets
Baylor University,12,6-0,David Wesley,SG,190,Houston Rockets
,6,6-11,Jonathan Bender,SF,202,Indiana Pacers
Providence College,8,6-9,Austin Croshere,PF,235,Indiana Pacers
Texas State University,6,6-11,Jeff Foster,C,236,Indiana Pacers
Weber State University,4,6-0,Eddie Gill,PG,190,Indiana Pacers
Bradley University University of New Mexico,R,6-9,Danny Granger,SF,222,Indiana Pacers
University of Colorado,1,7-0,David Harrison,C,280,Indiana Pacers
Butler County Community College,5,6-8,Stephen Jackson,SG,218,Indiana Pacers
University of Maryland,R,6-4,Sarunas Jasikevicius,PG,195,Indiana Pacers
College of Charleston,8,6-3,Anthony Johnson,PG,190,Indiana Pacers
University of Oregon,3,6-4,Fred Jones,SG,210,Indiana Pacers
,9,6-11,Jermaine O'Neal,PF,226,Indiana Pacers
University of Kansas,8,6-11,Scot Pollard,C,265,Indiana Pacers
,7,6-9,Peja Stojakovic,SF,220,Indiana Pacers
Iowa State University,4,6-3,Jamaal Tinsley,PG,195,Indiana Pacers
University of Louisville,9,6-9,Samaki Walker,PF,240,Indiana Pacers
St. John's University,6,6-6,Metta World Peace,SF,260,Indiana Pacers
University of Hartford,12,6-11,Vin Baker,C,232,Los Angeles Clippers
Duke University,6,6-8,Elton Brand,PF,275,Los Angeles Clippers
Florida State University,12,6-3,Sam Cassell,PG,185,Los Angeles Clippers
Boston College,11,6-2,Howard Eisley,PG,177,Los Angeles Clippers
Duke University,R,6-3,Daniel Ewing,SG,185,Los Angeles Clippers
University of Houston,7,6-1,Anthony Goldwire,PG,182,Los Angeles Clippers
Central Michigan University,2,7-0,Chris Kaman,C,265,Los Angeles Clippers
,R,6-9,Yaroslav Korolev,SF,203,Los Angeles Clippers
,1,6-7,Shaun Livingston,PG,192,Los Angeles Clippers
Duke University,6,6-6,Corey Maggette,SF,218,Los Angeles Clippers
University of Kentucky,9,6-10,Walter McCarty,SF,230,Los Angeles Clippers
University of Rhode Island,7,6-4,Cuttino Mobley,SG,190,Los Angeles Clippers
,R,7-0,Boniface N'Dong,C,198,Los Angeles Clippers
,4,6-10,Vladimir Radmanovic,PF,227,Los Angeles Clippers
,4,7-0,Zeljko Rebraca,C,257,Los Angeles Clippers
Southern Methodist University,1,6-6,Quinton Ross,SF,195,Los Angeles Clippers
Murray State University,R,6-8,James Singleton,SF,216,Los Angeles Clippers
University of Maryland,3,6-10,Chris Wilcox,C,221,Los Angeles Clippers
,4,6-11,Kwame Brown,C,270,Los Angeles Lakers
,9,6-6,Kobe Bryant,SG,212,Los Angeles Lakers
,R,7-0,Andrew Bynum,C,285,Los Angeles Lakers
University of Illinois at Urbana-Champaign,2,6-9,Brian Cook,PF,234,Los Angeles Lakers
Augsburg College,6,6-8,Devean George,SF,220,Los Angeles Lakers
Hampton University,R,6-7,Devin Green,SG,210,Los Angeles Lakers
Ohio State University,13,6-6,Jim Jackson,SF,220,Los Angeles Lakers
Temple University,11,6-5,Aaron McKie,PG,209,Los Angeles Lakers
,5,6-10,Stanislav Medvedenko,PF,250,Los Angeles Lakers
University of Texas at Austin,5,7-0,Chris Mihm,C,265,Los Angeles Lakers
University of Rhode Island,6,6-10,Lamar Odom,PF,220,Los Angeles Lakers
Fordham University,2,6-4,Smush Parker,PG,190,Los Angeles Lakers
University of Maryland,3,6-5,Laron Profit,SG,204,Los Angeles Lakers
Gonzaga University,R,6-10,Ronny Turiaf,C,249,Los Angeles Lakers
,1,6-7,Sasha Vujacic,PG,195,Los Angeles Lakers
Florida State University,R,6-5,Von Wafer,SG,210,Los Angeles Lakers
University of Arizona,2,6-8,Luke Walton,SF,235,Los Angeles Lakers
University of South Florida,6,5-11,Chucky Atkins,PG,160,Memphis Grizzlies
Duke University,4,6-8,Shane Battier,SF,220,Memphis Grizzlies
University of Memphis,1,6-1,Antonio Burks,PG,200,Memphis Grizzlies
Purdue University,5,6-8,Brian Cardinal,PF,245,Memphis Grizzlies
,4,7-0,Pau Gasol,PF,250,Memphis Grizzlies
University of Minnesota,8,6-1,Bobby Jackson,PG,185,Memphis Grizzlies
Rutgers University Duke University,2,6-6,Dahntay Jones,SF,225,Memphis Grizzlies
Temple University,11,6-6,Eddie Jones,SG,190,Memphis Grizzlies
University of Florida,5,6-8,Mike Miller,SG,218,Memphis Grizzlies
University of Florida,R,6-2,Anthony Roberson,PG,180,Memphis Grizzlies
Baylor University Mississippi State University,R,6-9,Lawrence Roberts,C,240,Memphis Grizzlies
University of Arizona,10,5-10,Damon Stoudamire,PG,171,Memphis Grizzlies
University of Minnesota,4,6-9,John Thomas,C,265,Memphis Grizzlies
,5,7-2,Jake Tsakalidis,C,285,Memphis Grizzlies
Syracuse University,R,6-9,Hakim Warrick,PF,219,Memphis Grizzlies
University of Memphis,9,6-11,Lorenzen Wright,C,225,Memphis Grizzlies
Ohio State University University of Kentucky,8,6-5,Derek Anderson,SG,194,Miami Heat
University of Georgia,9,6-6,Shandon Anderson,SF,208,Miami Heat
University of Memphis,R,7-0,Earl Barron,C,250,Miami Heat
University of Utah,7,6-11,Michael Doleac,C,262,Miami Heat
University of Kentucky,R,6-3,Gerald Fitch,PG,188,Miami Heat
University of Florida,2,6-8,Udonis Haslem,PF,235,Miami Heat
University of California Los Angeles,2,6-8,Jason Kapono,SF,213,Miami Heat
Georgetown University,12,6-10,Alonzo Mourning,C,240,Miami Heat
Louisiana State University,13,7-1,Shaquille O'Neal,C,325,Miami Heat
Oregon State University,15,6-4,Gary Payton,PG,180,Miami Heat
Xavier University,6,6-8,James Posey,SF,215,Miami Heat
University of Kansas,R,6-9,Wayne Simien,PF,255,Miami Heat
Marquette University,2,6-4,Dwyane Wade,SG,220,Miami Heat
University of Kentucky,9,6-8,Antoine Walker,PF,224,Miami Heat
University of Florida,R,6-6,Matt Walsh,SG,205,Miami Heat
Marshall University University of Florida,7,6-1,Jason Williams,PG,190,Miami Heat
,1,6-9,Dorell Wright,SF,205,Miami Heat
Michigan State University,1,6-3,Charlie Bell,SG,200,Milwaukee Bucks
University of Utah,R,7-0,Andrew Bogut,PF,260,Milwaukee Bucks
University of Wyoming,2,6-8,Josh Davis,PF,235,Milwaukee Bucks
University of Texas at Austin,1,6-0,T.J. Ford,PG,165,Milwaukee Bucks
University of California Los Angeles,3,6-11,Dan Gadzuric,C,240,Milwaukee Bucks
University of Louisville,2,6-6,Reece Gaines,PG,205,Milwaukee Bucks
University of Detroit Mercy,4,6-4,Jermaine Jackson,PG,204,Milwaukee Bucks
University of New Orleans,12,6-11,Ervin Johnson,C,245,Milwaukee Bucks
,12,6-10,Toni Kukoc,PF,192,Milwaukee Bucks
University of Kentucky,5,6-11,Jamaal Magloire,C,259,Milwaukee Bucks
Ohio State University,5,6-6,Michael Redd,SG,220,Milwaukee Bucks
DePaul University,4,6-7,Bobby Simmons,SF,210,Milwaukee Bucks
University of Maryland,10,6-10,Joe Smith,PF,225,Milwaukee Bucks
,3,6-7,Jiri Welsch,SF,208,Milwaukee Bucks
University of Alabama,2,6-1,Mo Williams,PG,198,Milwaukee Bucks
University of Nevada Las Vegas,2,6-2,Marcus Banks,PG,200,Minnesota Timberwolves
University of Pittsburgh,5,7-0,Mark Blount,C,230,Minnesota Timberwolves
University of Hawaii,6,6-1,Anthony Carter,PG,190,Minnesota Timberwolves
University of Iowa,7,6-6,Ricky Davis,SF,195,Minnesota Timberwolves
Louisiana State University,2,6-7,Ronald Dupree,SF,209,Minnesota Timberwolves
Gonzaga University,2,6-5,Richie Frahm,SG,210,Minnesota Timberwolves
,10,6-11,Kevin Garnett,PF,240,Minnesota Timberwolves
Seton Hall University,3,6-10,Eddie Griffin,C,220,Minnesota Timberwolves
Austin Peay State University,4,6-5,Trenton Hassell,SG,200,Minnesota Timberwolves
University of Missouri Southern Illinois University,8,6-1,Troy Hudson,PG,170,Minnesota Timberwolves
,3,6-7,Marko Jaric,PG,198,Minnesota Timberwolves
Stanford University,5,6-9,Mark Madsen,C,240,Minnesota Timberwolves
University of North Carolina,R,6-4,Rashad McCants,SG,207,Minnesota Timberwolves
University of the Pacific,7,7-0,Michael Olowokandi,C,269,Minnesota Timberwolves
University of Mississippi,1,6-8,Justin Reed,SF,240,Minnesota Timberwolves
Miami University,6,6-7,Wally Szczerbiak,SF,244,Minnesota Timberwolves
,3,7-0,Nikoloz Tskitishvili,PF,225,Minnesota Timberwolves
Indiana University,R,6-3,Bracey Wright,SG,210,Minnesota Timberwolves
Blinn College,4,6-10,Chris Andersen,C,245,New Orleans/Oklahoma City Hornets
Louisiana State University,R,6-8,Brandon Bass,PF,250,New Orleans/Oklahoma City Hornets
Louisiana Tech University,12,6-11,P.J. Brown,C,225,New Orleans/Oklahoma City Hornets
La Salle University,3,6-7,Rasual Butler,SF,215,New Orleans/Oklahoma City Hornets
Hofstra University,4,5-11,Speedy Claxton,PG,166,New Orleans/Oklahoma City Hornets
Iowa State University,5,6-9,Marcus Fizer,PF,262,New Orleans/Oklahoma City Hornets
Virginia Commonwealth University Temple University,5,6-10,Marc Jackson,C,270,New Orleans/Oklahoma City Hornets
Tulane University,2,6-8,Linton Johnson,SF,205,New Orleans/Oklahoma City Hornets
,2,6-11,Maciej Lampe,C,275,New Orleans/Oklahoma City Hornets
,R,6-4,Arvydas Macijauskas,SG,214,New Orleans/Oklahoma City Hornets
Oklahoma State University,5,6-7,Desmond Mason,SF,224,New Orleans/Oklahoma City Hornets
,3,6-9,Bostjan Nachbar,PF,221,New Orleans/Oklahoma City Hornets
Auburn University University of West Florida,8,6-1,Moochie Norris,PG,175,New Orleans/Oklahoma City Hornets
Wake Forest University,R,6-0,Chris Paul,PG,175,New Orleans/Oklahoma City Hornets
,1,6-6,J.R. Smith,SG,225,New Orleans/Oklahoma City Hornets
University of Nevada Reno,1,6-6,Kirk Snyder,SG,225,New Orleans/Oklahoma City Hornets
Iowa State University,1,6-10,Jackson Vroman,PF,220,New Orleans/Oklahoma City Hornets
Xavier University,2,6-9,David West,PF,250,New Orleans/Oklahoma City Hornets
Xavier University,11,6-9,Aaron Williams,C,220,New Orleans/Oklahoma City Hornets
University of California Los Angeles,1,6-8,Trevor Ariza,SF,215,New York Knicks
University of California Los Angeles,2,6-7,Matt Barnes,SF,226,New York Knicks
,1,6-10,Jackie Butler,C,250,New York Knicks
University of Michigan,5,6-5,Jamal Crawford,SG,200,New York Knicks
,4,7-0,Eddy Curry,C,295,New York Knicks
University of Texas at El Paso,12,6-9,Antonio Davis,PF,215,New York Knicks
University of Maryland,6,6-3,Steve Francis,SG,195,New York Knicks
University of Arizona,R,6-11,Channing Frye,C,255,New York Knicks
University of Memphis,12,6-7,Anfernee Hardaway,SF,195,New York Knicks
Florida Agricultural and Mechanical University,5,7-0,Jerome James,C,300,New York Knicks
University of Florida,R,6-9,David Lee,SF,245,New York Knicks
Georgia Institute of Technology,9,6-2,Stephon Marbury,PG,180,New York Knicks
DePaul University,5,6-6,Quentin Richardson,SF,223,New York Knicks
University of Washington,R,5-9,Nate Robinson,PG,180,New York Knicks
University of Michigan,11,6-8,Jalen Rose,SG,210,New York Knicks
Drexel University,9,6-7,Malik Rose,PF,250,New York Knicks
University of Michigan,7,6-9,Maurice Taylor,PF,260,New York Knicks
University of San Francisco Portland State University,1,6-6,Ime Udoka,SF,215,New York Knicks
Northeast Mississippi Community College,3,6-8,Qyntel Woods,SF,221,New York Knicks
University of Connecticut,9,6-5,Ray Allen,SG,205,Seattle SuperSonics
Temple University,8,6-4,Rick Brunson,PG,190,Seattle SuperSonics
Michigan State University,5,6-2,Mateen Cleaves,PG,205,Seattle SuperSonics
University of Kansas,1,6-10,Nick Collison,PF,255,Seattle SuperSonics
University of Iowa,3,6-8,Reggie Evans,PF,245,Seattle SuperSonics
California State University Fresno,R,6-9,Noel Felix,SF,225,Seattle SuperSonics
University of Cincinnati,8,6-7,Danny Fortson,C,260,Seattle SuperSonics
,7,6-10,Rashard Lewis,SF,215,Seattle SuperSonics
University of Nebraska,7,6-11,Mikki Moore,C,225,Seattle SuperSonics
Meridian Community College Shaw University,3,6-4,Ronald Murray,SG,190,Seattle SuperSonics
,R,7-0,Johan Petro,C,247,Seattle SuperSonics
Wright State University,9,6-10,Vitaly Potapenko,C,280,Seattle SuperSonics
,4,6-10,Vladimir Radmanovic,PF,227,Seattle SuperSonics
University of Oregon,2,6-2,Luke Ridnour,PG,175,Seattle SuperSonics
,1,7-0,Robert Swift,C,245,Seattle SuperSonics
University of California Los Angeles,4,6-1,Earl Watson,PG,195,Seattle SuperSonics
University of Maryland,3,6-10,Chris Wilcox,PF,221,Seattle SuperSonics
North Carolina State University University of Georgia,1,6-6,Damien Wilkins,SF,225,Seattle SuperSonics
Rice University,3,5-10,Mike Wilks,PG,185,Seattle SuperSonics
University of California Los Angeles,1,6-8,Trevor Ariza,SF,215,Orlando Magic
Florida International University,4,6-2,Carlos Arroyo,SG,202,Orlando Magic
University of Nevada Las Vegas,14,6-8,Stacey Augmon,SF,205,Orlando Magic
Texas Tech University,8,6-11,Tony Battie,C,230,Orlando Magic
University of South Alabama Iowa State University,8,6-11,Kelvin Cato,C,255,Orlando Magic
Marquette University,R,6-1,Travis Diener,PG,175,Orlando Magic
University of Missouri,5,6-3,Keyon Dooling,PG,196,Orlando Magic
University of Maryland,6,6-3,Steve Francis,PG,195,Orlando Magic
University of Notre Dame,7,6-9,Pat Garrity,PF,238,Orlando Magic
Duke University,10,6-8,Grant Hill,SF,225,Orlando Magic
,1,6-11,Dwight Howard,PF,265,Orlando Magic
,1,7-1,Mario Kasun,C,260,Orlando Magic
,2,7-0,Darko Milicic,C,250,Orlando Magic
University of Maryland,2,6-9,Terence Morris,SF,221,Orlando Magic
Saint Joseph's University,1,6-0,Jameer Nelson,PG,190,Orlando Magic
South Plains College University of Houston,12,6-8,Bo Outlaw,PF,210,Orlando Magic
,5,6-5,DeShawn Stevenson,SG,210,Orlando Magic
,5,6-10,Hedo Turkoglu,SF,220,Orlando Magic
University of California Los Angeles,2,6-7,Matt Barnes,PF,226,Philadelphia 76ers
University of Kentucky Villanova University,4,6-10,Michael Bradley,PF,245,Philadelphia 76ers
Seton Hall University,3,6-11,Samuel Dalembert,C,255,Philadelphia 76ers
