3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
.367,38.3,0.9,-5.4,-3.2,8.2,0.3,.299,Trae Young,-2.2,2.3,-1.0,11.8,1.2,19.7,5.2,.479,27.9,-0.8,-0.7,-0.038
.420,14.3,3.1,-0.1,1.1,13.8,0.9,.290,Kent Bazemore,-1.2,2.1,0.1,14.4,2.9,14.6,7.8,.548,21.4,0.4,1.0,.056
.551,12.6,1.5,-2.1,-0.5,10.3,0.3,.121,Kevin Huerter,-1.6,3.3,0.2,9.8,1.5,16.4,6.7,.559,13.8,0.0,0.6,.037
.322,16.8,2.4,-2.3,1.4,17.8,0.7,.251,DeAndre' Bembry,-3.6,2.3,-0.4,10.8,2.5,15.9,9.8,.488,17.8,0.0,0.3,.019
.346,7.4,3.8,-0.5,2.1,26.9,0.8,.222,Dewayne Dedmon,-2.6,5.9,0.4,13.9,2.2,13.6,16.1,.564,15.7,0.2,1.2,.091
.545,12.4,1.0,-2.8,-1.6,14.0,0.4,.212,Taurean Waller-Prince,-1.2,1.0,-0.1,11.8,1.8,16.2,7.3,.567,22.5,-0.1,0.2,.020
.232,7.7,4.1,-2.9,-0.5,18.6,0.4,.346,Alex Len,-2.5,10.1,0.3,14.3,0.7,15.2,14.2,.559,21.4,-0.1,0.7,.056
.632,8.5,1.7,-2.7,-1.5,14.2,0.3,.119,Vince Carter,-1.3,2.2,0.3,11.0,1.4,8.0,8.0,.542,16.7,-0.1,0.6,.052
.376,27.2,0.3,-1.3,-2.3,12.7,0.3,.436,Jeremy Lin,1.0,1.4,0.8,17.2,1.9,18.6,6.9,.629,23.3,0.1,1.1,.104
.169,15.3,1.7,0.4,-1.1,24.8,0.2,.282,John Collins,1.5,12.0,0.9,20.6,0.1,14.3,18.2,.618,24.5,0.3,1.1,.117
.472,8.2,2.8,-0.8,0.4,15.4,0.3,.220,Omari Spellman,-1.1,10.8,0.3,13.1,1.9,9.7,13.0,.495,15.7,0.1,0.6,.071
.280,8.0,2.6,-2.1,-0.5,16.1,0.1,.340,Alex Poythress,-1.6,10.9,0.2,12.0,0.7,12.2,13.4,.565,13.5,0.0,0.3,.082
.375,11.7,0.0,-7.8,-2.7,15.9,0.1,.328,Tyler Dorsey,-5.1,3.6,-0.2,7.3,1.1,9.8,9.6,.430,19.2,-0.3,-0.1,-0.035
.000,14.2,2.2,0.9,0.0,14.2,0.1,.636,Miles Plumlee,0.9,10.6,0.4,20.5,1.8,13.8,12.3,.675,17.2,0.1,0.5,.165
.419,12.0,1.6,0.3,-0.7,14.5,0.1,.256,Justin Anderson,0.9,5.8,0.2,18.1,3.0,7.7,10.0,.585,19.9,0.1,0.3,.143
.500,13.6,0.0,-10.7,-2.9,9.1,0.0,.167,Daniel Hamilton,-7.8,0.0,-0.1,0.8,1.0,18.9,4.4,.349,13.5,-0.1,-0.1,-0.099
.833,19.7,3.2,-3.9,-0.6,12.2,0.0,.000,Jaylen Adams,-3.3,0.0,0.0,10.4,1.7,14.3,5.9,.500,10.6,0.0,0.0,.052
.400,36.9,0.7,0.6,-1.0,12.5,0.8,.112,D'Angelo Russell,1.6,1.9,0.3,16.7,2.0,14.5,7.1,.506,29.8,0.7,1.1,.051
.440,28.7,0.8,1.2,-2.8,7.8,0.4,.419,Spencer Dinwiddie,4.0,1.9,2.8,19.1,1.0,13.4,4.8,.609,24.8,0.8,3.2,.153
.536,12.6,0.4,0.9,-1.4,10.5,0.4,.170,Joe Harris,2.3,2.5,1.9,14.0,0.9,12.0,6.4,.645,16.8,0.7,2.3,.115
.090,9.3,3.9,3.1,2.1,22.7,1.0,.465,Jarrett Allen,1.0,10.4,2.4,20.1,1.0,12.2,16.4,.640,16.8,1.1,3.4,.180
.103,11.4,1.4,-3.0,0.6,20.3,0.8,.441,Rondae Hollis-Jefferson,-3.6,6.0,0.0,13.0,1.8,10.7,13.0,.475,21.4,-0.2,0.7,.047
.623,10.1,0.9,-0.6,0.2,11.0,0.5,.214,Jared Dudley,-0.8,3.4,0.6,8.5,1.4,13.4,7.1,.552,11.1,0.3,1.0,.065
.677,5.8,0.9,-3.2,-1.4,12.8,0.4,.153,Allen Crabbe,-1.9,1.9,-0.2,7.6,1.1,10.8,7.2,.501,17.4,-0.2,0.2,.016
.014,5.9,1.6,0.8,0.7,31.5,0.8,.414,Ed Davis,0.1,19.4,1.6,18.5,1.3,14.0,25.3,.616,13.2,0.4,2.4,.181
.555,4.7,0.3,-4.9,-2.2,18.6,0.3,.357,DeMarre Carroll,-2.7,4.7,0.0,9.4,0.8,11.4,11.5,.501,18.7,-0.4,0.3,.030
.299,21.4,0.9,0.9,-0.9,12.3,0.3,.299,Caris LeVert,1.7,3.6,0.6,18.7,2.0,11.5,7.9,.557,26.9,0.3,0.9,.107
.429,15.2,1.5,-2.2,-1.2,9.0,0.3,.347,Shabazz Napier,-1.0,2.4,0.2,13.9,2.3,11.5,5.7,.519,23.0,0.0,0.5,.071
.356,3.9,1.2,-2.4,-2.0,16.6,0.2,.280,Rodions Kurucs,-0.4,5.7,0.6,15.8,1.2,10.2,11.0,.611,19.6,0.0,0.8,.122
.000,3.3,1.6,-2.4,-2.0,22.3,0.0,.500,Kenneth Faried,-0.4,15.0,0.1,21.6,1.0,19.0,18.6,.732,18.1,0.0,0.2,.149
.667,4.5,0.0,-8.2,1.3,12.4,0.0,.000,Treveon Graham,-9.5,4.0,-0.1,-5.2,1.8,40.0,8.1,.000,7.9,0.0,-0.1,-0.147
.429,6.5,0.0,-10.3,-2.6,8.6,0.0,.143,Dzanan Musa,-7.7,4.1,-0.1,5.7,3.8,16.8,6.3,.403,29.5,-0.1,-0.1,-0.183
.750,30.6,0.0,-11.2,-5.5,7.0,0.0,.500,Theo Pinson,-5.7,0.0,0.0,4.3,0.0,0.0,3.4,.205,13.1,0.0,0.0,-0.048
.349,8.2,1.9,0.2,0.5,18.5,1.7,.246,Jayson Tatum,-0.3,3.7,1.2,16.6,1.6,9.5,11.0,.566,22.8,0.6,2.9,.135
.366,33.9,1.3,7.5,0.9,12.5,1.7,.174,Kyrie Irving,6.5,4.3,2.8,24.7,2.5,11.6,8.3,.589,29.8,2.4,4.4,.213
.606,21.2,1.3,2.4,2.2,8.5,1.5,.308,Marcus Smart,0.3,3.4,0.9,13.0,3.5,16.4,5.9,.529,13.6,0.9,2.4,.137
.466,8.7,0.7,0.8,-0.6,21.3,1.2,.207,Marcus Morris,1.4,3.3,1.5,17.0,1.0,10.9,12.2,.631,21.2,0.6,2.8,.162
.411,17.6,0.9,0.7,1.2,16.6,1.2,.257,Gordon Hayward,-0.6,3.5,0.7,14.2,1.9,11.7,10.0,.520,18.5,0.5,1.9,.120
.481,16.0,1.1,-0.5,1.0,17.0,1.2,.156,Terry Rozier,-1.4,2.1,0.3,12.0,1.8,8.8,9.4,.489,17.8,0.3,1.5,.094
.359,8.2,1.9,-2.8,0.2,11.8,1.1,.238,Jaylen Brown,-3.0,4.3,-0.4,10.4,1.6,10.8,8.0,.484,21.3,-0.1,0.7,.044
.360,17.3,4.9,3.7,3.4,17.7,1.3,.136,Al Horford,0.3,5.6,1.0,17.0,1.2,12.0,11.6,.559,17.7,1.0,2.2,.151
.269,10.0,2.7,1.3,0.6,16.4,0.5,.235,Daniel Theis,0.7,9.9,0.8,16.3,0.8,12.1,13.1,.624,17.8,0.3,1.3,.178
.356,11.8,2.8,0.9,1.0,20.2,0.5,.346,Aron Baynes,-0.1,11.4,0.7,15.3,0.5,13.1,15.8,.572,16.7,0.3,1.3,.170
.583,2.5,0.3,-5.3,-2.2,12.7,0.3,.179,Semi Ojeleye,-3.1,4.5,0.0,8.0,0.7,9.0,8.6,.508,15.4,-0.2,0.3,.053
.000,2.0,15.8,5.6,7.8,20.4,0.4,.357,Robert Williams,-2.2,12.5,0.3,22.3,1.0,17.8,16.4,.741,11.9,0.3,0.7,.236
