2P,2PA,2PCT,3P,3PA,3PCT,AST,Age,BLK,DRB,FG,FGA,FGPCT,FT,FTA,FTPCT,GP,GS,MPG,Name,ORB,PF,PTS,STL,TOV,TRB,eFG
5.8,12.8,.454,2.1,5.4,.381,5.8,26,0.2,3.5,7.9,18.3,.432,3.9,4.6,.834,82,82,40.8,Joe Johnson,1.0,2.0,21.7,1.0,2.7,4.5,.489
6.1,12.8,.477,0.3,1.2,.253,3.4,22,2.8,6.2,6.4,14.0,.457,4.1,5.8,.710,81,81,35.5,Josh Smith,2.0,3.3,17.2,1.5,3.0,8.2,.468
5.3,11.4,.466,0.0,0.1,.100,1.7,21,0.4,4.2,5.3,11.5,.462,4.2,5.1,.822,80,80,34.6,Marvin Williams,1.5,2.8,14.8,1.0,1.6,5.7,.462
3.1,6.8,.451,2.1,5.7,.369,6.5,29,0.1,3.0,5.2,12.5,.414,1.7,2.1,.797,33,32,33.3,Mike Bibby,0.2,1.9,14.1,1.1,2.5,3.2,.498
4.1,8.2,.502,0.0,0.1,.000,1.5,21,0.9,6.6,4.1,8.2,.499,1.9,2.6,.731,81,77,31.4,Al Horford,3.1,3.3,10.1,0.7,1.7,9.7,.499
4.0,6.8,.595,0.3,0.8,.367,1.5,24,0.6,2.6,4.3,7.5,.571,2.9,3.6,.807,76,0,29.9,Josh Childress,2.3,1.7,11.8,0.9,1.3,4.9,.590
2.1,4.9,.431,0.6,1.5,.429,4.8,33,0.2,1.9,2.7,6.4,.431,0.6,0.8,.813,42,41,26.7,Anthony Johnson,0.4,2.0,6.7,1.0,1.2,2.3,.481
1.7,3.8,.441,0.9,2.1,.435,1.8,30,0.0,1.0,2.6,5.9,.439,0.7,0.8,.857,33,3,17.1,Tyronn Lue,0.3,1.2,6.8,0.3,0.7,1.2,.515
1.6,3.6,.433,0.1,0.6,.206,2.0,23,0.0,0.8,1.7,4.2,.401,0.7,0.9,.792,56,6,15.4,Acie Law,0.2,1.3,4.2,0.5,1.0,1.0,.416
1.7,3.9,.442,0.0,0.0,.000,0.6,23,0.2,2.6,1.7,4.0,.437,1.7,2.5,.706,62,5,15.2,Zaza Pachulia,1.4,2.3,5.2,0.4,1.1,4.0,.437
1.0,2.7,.379,0.8,2.4,.341,0.8,25,0.1,0.6,1.9,5.1,.361,1.2,1.4,.820,35,0,11.5,Salim Stoudamire,0.1,1.0,5.7,0.2,0.6,0.7,.442
1.0,2.8,.374,0.0,0.0,.000,0.3,24,0.3,2.0,1.0,2.8,.370,1.0,1.4,.686,36,0,11.5,Shelden Williams,0.9,1.7,3.0,0.4,0.4,3.0,.370
0.4,1.3,.294,0.0,0.0,,0.2,32,0.2,2.3,0.4,1.3,.294,0.2,0.5,.500,13,1,11.4,Lorenzen Wright,0.5,2.0,1.0,0.2,0.2,2.8,.294
0.4,1.0,.421,0.3,0.6,.417,0.0,23,0.0,0.3,0.7,1.6,.419,0.0,0.0,,19,0,4.6,Jeremy Richardson,0.1,0.3,1.6,0.1,0.3,0.4,.500
0.3,0.7,.467,0.0,0.1,.000,0.2,23,0.1,0.3,0.3,0.8,.429,0.3,0.4,.654,64,2,4.2,Mario West,0.4,1.0,0.9,0.2,0.1,0.8,.429
0.3,0.8,.429,0.0,0.1,.000,0.0,23,0.1,0.7,0.3,0.9,.400,0.3,0.6,.550,35,0,4.1,Solomon Jones,0.5,0.8,1.0,0.1,0.3,1.2,.400
6.6,13.6,.486,0.9,2.6,.362,3.1,27,0.3,3.0,7.5,16.2,.466,6.6,8.3,.798,82,82,39.0,Richard Jefferson,1.1,2.7,22.6,0.9,2.4,4.2,.495
6.4,13.3,.482,1.3,3.6,.359,5.1,31,0.4,4.5,7.7,16.9,.456,4.6,5.6,.816,76,72,38.9,Vince Carter,1.5,3.2,21.3,1.2,2.4,6.0,.494
2.3,6.1,.374,1.6,4.6,.356,10.4,34,0.3,6.9,3.9,10.8,.366,1.8,2.2,.820,51,51,37.2,Jason Kidd,1.1,1.8,11.3,1.5,3.6,8.1,.443
4.1,8.4,.493,1.2,3.9,.320,6.5,24,0.3,2.8,5.4,12.2,.438,3.5,4.2,.829,25,22,33.5,Devin Harris,0.4,2.5,15.4,1.4,2.7,3.3,.489
2.1,4.5,.473,0.7,2.5,.267,1.6,23,0.4,2.2,2.8,7.0,.401,1.0,1.4,.707,41,10,25.8,Antoine Wright,0.9,2.6,7.3,0.6,1.0,3.0,.448
3.4,6.2,.548,0.0,0.0,,0.8,23,0.9,4.5,3.4,6.2,.548,1.4,3.1,.456,70,53,25.3,Josh Boone,2.7,2.2,8.2,0.5,1.0,7.3,.548
2.0,4.6,.435,1.3,3.5,.359,1.2,27,0.3,2.7,3.3,8.1,.402,2.1,2.6,.786,75,1,22.1,Bostjan Nachbar,0.7,2.4,9.8,0.6,1.1,3.5,.479
2.7,6.6,.413,0.0,0.0,.000,0.6,24,0.4,3.7,2.7,6.7,.410,1.2,1.5,.754,45,38,18.0,Nenad Krstic,0.8,2.5,6.6,0.2,0.9,4.4,.410
