2P,2PA,2PCT,3P,3PA,3PCT,AST,Age,BLK,DRB,FG,FGA,FGPCT,FT,FTA,FTPCT,GP,GS,MPG,Name,ORB,PF,PTS,STL,TOV,TRB,eFG
0.3,0.9,.364,0.0,0.0,.000,0.2,31,0.1,0.4,0.3,1.0,.348,0.0,0.1,.000,24,0,4.8,Jason Collins,0.2,0.9,0.7,0.1,0.2,0.6,.348
0.6,1.7,.333,0.0,0.0,,0.0,23,0.1,0.9,0.6,1.7,.333,0.4,0.6,.750,7,0,4.7,Othello Hunter,0.9,0.7,1.6,0.0,0.4,1.7,.333
0.8,1.5,.561,0.0,0.0,,0.1,24,0.1,1.0,0.8,1.5,.561,0.6,1.0,.593,28,0,4.4,Randolph Morris,0.4,1.2,2.2,0.2,0.4,1.4,.561
0.3,0.5,.600,0.0,0.0,.000,0.2,25,0.0,0.5,0.3,0.5,.571,0.2,0.3,.600,39,1,3.6,Mario West,0.2,0.6,0.8,0.2,0.2,0.7,.571
6.9,13.7,.500,0.0,0.0,.000,2.3,21,1.7,5.4,6.9,13.8,.499,5.1,6.2,.817,82,82,36.9,Brook Lopez,3.3,3.1,18.8,0.7,2.5,8.6,.499
4.6,10.4,.444,0.9,3.4,.276,6.6,26,0.3,2.8,5.6,13.8,.403,4.8,6.0,.798,64,61,34.7,Devin Harris,0.4,2.8,16.9,1.2,2.8,3.2,.437
3.7,7.7,.476,1.1,3.2,.338,1.7,24,0.3,2.7,4.8,10.9,.436,1.9,2.2,.869,71,66,33.5,Courtney Lee,0.8,1.8,12.5,1.3,1.1,3.5,.485
4.1,10.0,.406,0.3,0.8,.366,0.9,22,1.0,4.9,4.4,10.8,.403,3.0,3.7,.798,52,51,31.8,Yi Jianlian,2.2,3.3,12.0,0.7,1.5,7.2,.417
2.5,7.0,.353,1.0,3.2,.322,3.9,33,0.2,2.4,3.5,10.3,.343,1.6,2.0,.815,27,13,28.4,Rafer Alston,0.3,1.9,9.7,1.0,2.3,2.8,.394
3.6,7.7,.464,0.2,0.8,.259,1.4,23,0.3,2.3,3.8,8.6,.445,2.0,2.3,.847,67,38,25.8,Chris Douglas-Roberts,0.7,1.5,9.8,0.8,1.4,3.0,.457
1.7,3.3,.523,1.3,4.0,.335,0.9,28,0.2,2.2,3.1,7.3,.421,0.3,0.4,.778,45,19,23.0,Jarvis Hayes,0.2,2.0,7.8,0.6,0.6,2.4,.512
2.9,7.1,.417,0.4,1.3,.310,2.9,22,0.1,3.9,3.3,8.3,.401,1.3,1.8,.715,78,9,22.6,Terrence Williams,0.6,1.6,8.4,0.6,1.6,4.5,.425
1.7,4.1,.421,0.0,0.1,.000,1.0,30,0.2,1.8,1.7,4.2,.411,1.0,1.3,.754,52,31,21.3,Trenton Hassell,1.1,1.8,4.5,0.3,0.9,2.9,.411
2.9,6.6,.435,0.0,0.0,.000,0.6,24,0.8,4.6,2.9,6.7,.433,2.3,3.3,.699,44,0,20.6,Kris Humphries,1.9,2.3,8.1,0.7,1.2,6.4,.433
1.3,3.2,.419,1.1,3.0,.376,2.5,29,0.0,0.9,2.4,6.1,.398,0.9,1.2,.770,53,8,18.3,Keyon Dooling,0.2,1.5,6.9,0.6,1.1,1.0,.489
1.0,2.3,.407,0.9,2.7,.317,0.7,29,0.1,2.3,1.8,5.1,.359,0.8,0.9,.900,23,2,17.2,Bobby Simmons,0.5,2.3,5.3,0.7,0.8,2.7,.444
1.9,3.5,.525,0.0,0.0,,0.5,25,0.8,3.0,1.9,3.5,.525,0.3,0.9,.328,63,28,16.6,Josh Boone,2.0,1.8,4.0,0.5,0.6,5.0,.525
1.3,2.8,.472,0.2,1.3,.176,1.2,33,0.2,2.0,1.5,4.1,.377,0.5,0.9,.500,13,2,15.7,Eduardo Najera,0.9,2.5,3.8,0.7,0.9,2.9,.406
1.1,2.4,.438,0.0,0.1,.000,0.1,23,1.0,1.3,1.1,2.5,.429,0.5,1.0,.526,20,0,11.4,Sean Williams,1.1,2.1,2.6,0.4,1.0,2.3,.429
0.9,2.4,.361,0.1,0.3,.250,0.2,33,0.1,1.3,0.9,2.7,.350,0.5,0.7,.700,15,0,8.9,Tony Battie,0.3,1.3,2.4,0.3,0.2,1.5,.363
0.4,1.0,.417,0.4,1.3,.313,1.2,26,0.0,0.6,0.8,2.2,.357,0.2,0.2,1.000,25,0,8.9,Chris Quinn,0.0,0.6,2.2,0.4,0.4,0.6,.446
5.5,10.2,.536,0.2,1.0,.213,9.8,23,0.1,3.2,5.7,11.2,.508,2.2,3.5,.621,81,81,36.6,Rajon Rondo,1.2,2.4,13.7,2.3,3.0,4.4,.517
4.0,7.2,.556,1.8,5.0,.363,2.6,34,0.3,2.6,5.8,12.2,.477,2.9,3.2,.913,80,80,35.2,Ray Allen,0.6,2.3,16.3,0.8,1.6,3.2,.551
4.2,8.5,.497,1.5,3.7,.414,3.1,32,0.4,3.8,5.8,12.2,.472,5.2,6.1,.852,71,71,34.0,Paul Pierce,0.5,2.8,18.3,1.2,2.3,4.4,.535
5.8,11.1,.523,0.0,0.1,.200,2.7,33,0.8,6.2,5.8,11.2,.521,2.7,3.2,.837,69,69,29.9,Kevin Garnett,1.1,2.5,14.3,1.0,1.5,7.3,.521
4.0,6.7,.605,0.0,0.0,.000,1.0,25,1.7,5.6,4.0,6.7,.602,2.1,3.6,.582,78,78,27.6,Kendrick Perkins,2.0,2.8,10.1,0.3,2.1,7.6,.602
2.3,4.6,.511,1.0,3.7,.283,1.0,35,0.9,3.6,3.4,8.2,.409,1.2,1.6,.768,79,13,22.5,Rasheed Wallace,0.5,2.8,9.0,1.0,0.8,4.1,.472
2.0,4.0,.500,1.0,2.0,.500,2.0,25,0.0,3.0,3.0,6.0,.500,0.0,0.0,,1,0,22.0,Oliver Lafayette,1.0,0.0,7.0,0.0,1.0,4.0,.583
2.3,4.3,.534,0.1,0.5,.214,1.3,29,0.1,1.3,2.4,4.9,.498,0.7,1.1,.607,51,4,18.4,Marquis Daniels,0.5,1.8,5.6,0.5,0.8,1.9,.510
2.3,5.1,.444,0.0,0.1,.000,0.6,24,0.3,1.9,2.3,5.2,.437,1.8,2.6,.696,54,1,17.3,Glen Davis,1.9,2.4,6.3,0.4,1.0,3.8,.437
1.3,3.1,.419,1.3,3.3,.383,1.0,31,0.1,1.2,2.6,6.4,.401,0.7,0.8,.900,50,0,16.9,Eddie House,0.1,1.2,7.2,0.6,0.5,1.4,.500
2.4,4.6,.520,0.0,0.1,.000,1.3,28,0.4,1.7,2.4,4.7,.510,1.3,2.2,.605,54,8,16.5,Tony Allen,1.0,2.0,6.1,1.1,1.2,2.7,.510
1.2,2.2,.543,0.9,2.0,.463,1.1,36,0.1,1.5,2.1,4.1,.506,0.1,0.3,.333,21,1,15.0,Michael Finley,0.0,1.0,5.2,0.2,0.4,1.6,.615
1.0,2.7,.386,1.4,3.3,.414,2.0,25,0.0,1.3,2.4,6.0,.401,0.3,0.5,.615,26,0,14.7,Nate Robinson,0.2,1.9,6.5,0.8,0.8,1.5,.516
1.2,2.2,.525,0.0,0.0,.000,0.4,26,0.4,1.8,1.2,2.2,.521,1.4,1.8,.765,54,0,11.1,Shelden Williams,0.9,1.6,3.7,0.2,0.6,2.7,.521
0.3,0.7,.361,0.3,0.9,.327,0.5,31,0.1,0.8,0.6,1.6,.341,0.1,0.1,.667,52,3,9.1,Brian Scalabrine,0.2,1.1,1.5,0.2,0.3,0.9,.435
0.4,0.9,.474,0.0,0.1,.000,0.3,24,0.0,0.8,0.4,1.0,.429,0.3,0.6,.500,21,1,4.7,J.R. Giddens,0.2,0.5,1.1,0.2,0.3,1.0,.429
0.3,0.8,.308,0.2,0.3,.600,0.5,25,0.1,0.3,0.4,1.1,.389,0.3,0.4,.833,16,0,4.4,Lester Hudson,0.2,0.4,1.4,0.2,0.6,0.5,.472
0.4,0.8,.500,0.0,0.0,,0.4,22,0.0,0.6,0.4,0.8,.500,0.3,0.3,1.000,8,0,3.6,Henry Walker,0.0,0.5,1.0,0.0,0.3,0.6,.500
0.0,0.0,,0.0,2.0,.000,0.0,24,0.0,0.0,0.0,2.0,.000,0.0,0.0,,1,0,3.0,Marcus Landry,0.0,0.0,0.0,0.0,0.0,0.0,.000
5.3,10.6,.503,0.7,1.8,.371,2.1,27,1.1,8.1,6.0,12.4,.484,5.6,7.2,.776,76,76,41.0,Gerald Wallace,2.0,2.6,18.2,1.5,2.3,10.0,.511
5.9,12.9,.457,1.6,4.9,.334,3.6,31,0.5,4.1,7.6,17.8,.423,4.3,5.5,.786,72,72,39.3,Stephen Jackson,1.0,2.5,21.1,1.6,3.2,5.1,.469
3.7,6.9,.541,0.8,2.5,.320,4.0,27,0.7,3.6,4.5,9.4,.483,1.4,1.8,.769,82,82,35.4,Boris Diaw,1.6,2.7,11.3,0.7,2.2,5.2,.525
4.1,8.6,.475,0.8,2.0,.385,5.6,25,0.3,2.9,4.9,10.6,.459,1.7,2.2,.763,80,80,33.0,Raymond Felton,0.7,2.2,12.1,1.5,2.1,3.6,.494
3.0,6.2,.484,1.8,4.8,.375,2.0,33,0.4,3.2,4.8,11.0,.436,0.6,0.6,1.000,5,5,31.4,Raja Bell,1.0,2.6,12.0,0.8,1.0,4.2,.518
2.1,3.7,.574,0.0,0.0,,0.3,27,1.1,4.0,2.1,3.7,.574,2.3,3.1,.732,51,27,22.8,Tyson Chandler,2.2,2.7,6.5,0.3,1.8,6.3,.574
1.9,4.1,.466,0.0,0.0,,0.6,36,1.5,2.6,1.9,4.1,.466,1.3,1.6,.783,28,26,22.3,Theo Ratliff,1.6,2.1,5.1,0.3,0.9,4.2,.466
3.8,8.5,.446,0.0,0.1,.000,0.9,23,1.5,4.5,3.8,8.6,.442,2.5,3.4,.729,25,0,21.7,Tyrus Thomas,1.6,2.6,10.1,0.9,1.6,6.1,.442
2.6,6.1,.425,0.9,2.8,.313,1.8,30,0.3,1.8,3.5,8.9,.389,2.0,2.8,.710,46,1,21.6,Ronald Murray,0.3,1.7,9.9,0.6,1.4,2.1,.439
1.4,4.6,.308,1.1,3.0,.357,2.0,31,0.3,1.8,2.5,7.6,.327,2.1,2.4,.853,14,2,21.1,Larry Hughes,0.5,1.2,8.1,0.9,1.4,2.3,.397
1.2,3.2,.381,0.9,2.2,.393,2.4,22,0.1,1.1,2.1,5.4,.386,1.3,1.6,.779,80,2,18.4,D.J. Augustin,0.1,1.6,6.4,0.6,0.9,1.2,.467
3.3,5.9,.553,0.0,0.0,,0.5,32,0.7,3.3,3.3,5.9,.553,1.4,2.2,.648,58,29,17.0,Nazr Mohammed,2.0,1.8,7.9,0.3,0.9,5.2,.553
0.9,2.5,.350,0.9,2.8,.318,0.9,29,0.1,2.6,1.8,5.3,.333,0.5,0.8,.667,8,0,16.6,Vladimir Radmanovic,1.0,2.3,4.9,0.4,0.6,3.6,.417
1.5,2.7,.542,0.2,0.7,.320,0.3,27,0.1,1.6,1.7,3.4,.496,0.6,0.9,.646,70,8,11.5,Stephen Graham,0.3,1.3,4.2,0.3,0.5,1.9,.529
0.6,1.1,.517,0.0,0.0,,0.2,28,0.5,1.5,0.6,1.1,.517,0.1,0.3,.222,27,0,9.7,DeSagana Diop,0.9,1.1,1.2,0.2,0.4,2.4,.517
1.2,2.5,.471,0.0,0.1,.286,0.3,22,0.2,0.8,1.2,2.6,.463,0.8,1.3,.667,57,0,9.4,Derrick Brown,0.5,0.9,3.3,0.4,0.3,1.4,.469
0.8,2.0,.388,0.1,0.4,.211,0.3,22,0.2,0.9,0.9,2.4,.356,0.8,1.1,.745,43,0,8.3,Gerald Henderson,0.3,0.6,2.6,0.2,0.3,1.3,.375
0.8,1.7,.500,0.0,0.0,,0.0,21,0.2,0.5,0.8,1.7,.500,0.0,0.2,.000,6,0,5.0,Alexis Ajinca,0.2,0.8,1.7,0.2,0.3,0.7,.500
0.6,1.7,.333,0.0,0.1,.000,0.3,25,0.1,0.1,0.6,1.8,.313,0.7,0.8,.857,9,0,3.7,Acie Law,0.0,0.3,1.8,0.1,0.3,0.1,.313
6.3,13.3,.474,0.5,1.2,.386,2.0,24,0.9,5.4,6.8,14.5,.466,3.6,4.7,.764,70,69,37.9,Luol Deng,1.9,1.8,17.6,0.9,1.9,7.3,.482
8.4,16.8,.500,0.2,0.8,.267,6.0,21,0.3,2.9,8.6,17.6,.489,3.3,4.3,.766,78,78,36.8,Derrick Rose,0.8,1.2,20.8,0.7,2.8,3.8,.495
2.8,6.4,.431,1.4,3.8,.371,4.5,29,0.3,3.2,4.2,10.2,.409,1.1,1.5,.752,74,53,33.5,Kirk Hinrich,0.3,2.8,10.9,1.1,1.5,3.5,.478
3.1,7.0,.441,1.4,3.8,.380,2.5,30,0.4,3.1,4.5,10.7,.420,2.3,2.9,.789,51,28,33.2,John Salmons,0.4,2.0,12.7,1.3,1.4,3.4,.486
4.1,8.1,.504,0.0,0.0,,2.1,24,1.6,7.6,4.1,8.1,.504,2.5,3.4,.744,64,54,30.1,Joakim Noah,3.4,3.1,10.7,0.5,1.8,11.0,.504
3.8,7.7,.494,0.0,0.0,,0.9,24,1.3,4.7,3.8,7.7,.494,1.4,2.1,.646,82,70,26.9,Taj Gibson,2.8,3.4,9.0,0.6,1.4,7.5,.494
2.6,5.5,.474,0.5,1.6,.280,1.9,33,0.4,3.9,3.0,7.1,.430,2.2,2.7,.827,82,37,23.8,Brad Miller,1.0,2.3,8.8,0.5,1.3,4.9,.462
3.4,7.0,.485,0.0,0.0,.000,1.1,23,1.7,4.9,3.4,7.1,.483,2.0,3.1,.644,29,3,23.4,Tyrus Thomas,1.4,2.2,8.8,1.4,1.8,6.3,.483
2.8,6.3,.440,1.0,3.1,.311,1.8,30,0.1,2.5,3.7,9.4,.397,1.7,2.2,.762,29,1,23.4,Ronald Murray,0.4,1.7,10.1,0.6,0.9,2.9,.449
3.0,6.1,.485,0.0,0.0,.000,0.6,27,0.3,2.2,3.0,6.1,.483,2.8,3.6,.755,28,0,19.0,Hakim Warrick,1.4,1.5,8.7,0.3,0.8,3.6,.483
1.5,3.9,.387,0.6,2.2,.275,1.4,30,0.0,1.1,2.1,6.0,.346,0.7,0.7,.933,63,5,13.2,Jannero Pargo,0.1,1.1,5.5,0.5,0.8,1.2,.396
0.8,1.6,.517,0.0,0.0,,0.4,25,0.2,2.2,0.8,1.6,.517,0.4,0.6,.636,18,0,12.4,Chris Richard,1.1,2.8,2.1,0.4,0.8,3.3,.517
1.2,2.5,.488,0.2,0.7,.326,0.7,22,0.7,1.4,1.5,3.2,.452,0.8,1.1,.729,65,11,11.6,James Johnson,0.5,1.9,3.9,0.3,1.0,2.0,.488
1.4,2.8,.515,0.3,1.0,.333,1.3,25,0.0,0.9,1.8,3.8,.467,1.7,2.3,.741,12,1,11.3,Acie Law,0.3,0.7,5.5,0.3,1.0,1.2,.511
0.3,1.3,.235,0.1,1.0,.077,0.7,39,0.0,1.0,0.4,2.3,.167,0.2,0.2,1.000,13,0,9.4,Lindsey Hunter,0.1,0.9,1.0,0.1,0.3,1.1,.183
0.4,1.7,.211,0.4,1.5,.235,0.6,31,0.1,1.2,0.7,3.3,.222,0.0,0.0,,11,0,8.5,Devin Brown,0.2,0.9,1.8,0.3,0.5,1.4,.278
1.0,2.6,.381,0.0,0.0,,0.3,25,0.0,1.4,1.0,2.6,.381,0.3,0.9,.286,8,0,6.3,Aaron Gray,0.6,1.3,2.3,0.0,0.1,2.0,.381
0.1,0.6,.200,0.0,0.1,.000,0.3,23,0.1,0.4,0.1,0.8,.167,0.3,0.4,.667,8,0,3.6,Joe Alexander,0.3,1.1,0.5,0.1,0.0,0.6,.167
8.4,15.0,.560,1.7,5.1,.333,8.6,25,1.0,6.4,10.1,20.1,.503,7.8,10.2,.767,76,76,39.0,LeBron James,0.9,1.6,29.7,1.6,3.4,7.3,.545
3.2,7.0,.452,2.3,5.4,.429,5.3,27,0.3,2.6,5.5,12.4,.442,2.6,2.9,.894,69,68,34.2,Mo Williams,0.4,2.5,15.8,1.0,2.5,3.0,.535
5.4,10.3,.529,1.1,3.2,.342,1.3,33,0.5,6.2,6.5,13.4,.485,1.7,3.3,.506,25,23,32.4,Antawn Jamison,1.5,2.7,15.8,1.1,1.2,7.7,.525
3.5,6.1,.576,0.0,0.1,.200,1.1,27,0.9,5.1,3.5,6.1,.572,1.5,2.3,.663,76,7,28.5,Anderson Varejao,2.5,2.9,8.6,0.9,0.9,7.6,.573
1.2,2.6,.458,1.3,3.2,.414,1.9,34,0.2,2.5,2.5,5.9,.434,0.9,1.2,.789,81,81,28.3,Anthony Parker,0.4,1.9,7.3,0.8,0.9,2.9,.547
2.8,6.0,.471,0.4,1.3,.325,3.3,26,0.5,2.3,3.2,7.3,.445,1.9,2.4,.810,60,3,25.0,Delonte West,0.5,1.4,8.8,0.9,1.5,2.8,.474
4.9,8.7,.567,0.0,0.0,.000,1.5,37,1.2,4.9,4.9,8.7,.566,2.1,4.3,.496,53,53,23.4,Shaquille O'Neal,1.8,3.2,12.0,0.3,2.0,6.7,.566
2.9,6.5,.441,0.2,0.4,.478,0.8,34,0.8,3.6,3.0,6.8,.443,1.2,1.6,.743,64,6,20.9,Zydrunas Ilgauskas,1.8,2.9,7.4,0.2,1.0,5.4,.455
3.6,6.4,.555,0.0,0.0,.000,0.5,21,0.5,3.6,3.6,6.4,.554,1.4,2.0,.681,81,73,20.9,J.J. Hickson,1.4,1.6,8.5,0.4,1.1,4.9,.554
3.5,6.5,.538,0.5,2.3,.222,3.0,24,0.0,1.0,4.0,8.8,.457,1.3,1.5,.833,4,0,19.3,Sebastian Telfair,0.0,1.5,9.8,0.5,1.5,1.0,.486
1.0,2.1,.454,1.3,2.7,.477,1.3,23,0.1,1.1,2.2,4.8,.466,0.6,0.9,.694,56,10,19.1,Daniel Gibson,0.2,1.4,6.3,0.4,0.6,1.3,.599
1.3,2.4,.558,0.5,1.6,.320,0.8,29,0.5,2.7,1.9,4.0,.462,0.6,0.7,.800,61,2,17.2,Jamario Moon,0.4,1.1,4.9,0.6,0.4,3.1,.526
0.9,2.1,.451,0.6,1.7,.323,0.6,26,0.1,1.2,1.5,3.8,.393,0.6,0.8,.711,54,6,13.7,Jawad Williams,0.3,1.4,4.1,0.2,0.3,1.5,.466
1.1,2.5,.429,0.0,0.0,,0.0,26,0.1,2.1,1.1,2.5,.429,1.9,3.2,.587,20,2,11.8,Leon Powe,1.0,1.8,4.0,0.3,0.6,3.1,.429
0.5,0.9,.529,0.3,1.1,.273,0.3,22,0.2,0.5,0.8,2.0,.385,0.2,0.3,.667,20,0,5.8,Danny Green,0.4,0.5,2.0,0.3,0.3,0.9,.462
0.3,0.8,.318,0.0,0.1,.333,0.1,24,0.1,0.4,0.3,0.9,.320,0.1,0.2,.667,27,0,4.2,Darnell Jackson,0.3,0.7,0.8,0.1,0.5,0.7,.340
0.0,0.2,.000,0.0,0.2,.000,0.4,23,0.0,0.2,0.0,0.4,.000,0.2,0.8,.250,5,0,2.0,Cedric Jackson,0.0,0.0,0.2,0.0,0.2,0.2,.000
0.0,0.0,,0.0,0.0,,0.0,26,0.0,0.7,0.0,0.0,,0.0,0.0,,3,0,1.7,Coby Karl,0.0,0.0,0.0,0.0,1.3,0.7,
8.3,17.0,.487,0.6,1.5,.421,2.7,31,1.0,6.7,8.9,18.5,.481,6.6,7.2,.915,81,80,37.5,Dirk Nowitzki,1.0,2.6,25.0,0.9,1.8,7.7,.498
1.4,3.2,.420,2.2,5.2,.425,9.1,36,0.4,5.0,3.6,8.4,.423,1.0,1.2,.808,80,80,36.0,Jason Kidd,0.6,1.8,10.3,1.8,2.4,5.6,.554
5.2,11.4,.456,0.6,1.9,.340,1.8,29,0.3,4.0,5.8,13.2,.440,2.9,3.9,.760,27,27,34.4,Caron Butler,1.3,2.5,15.2,1.8,1.7,5.4,.464
4.2,8.7,.479,1.8,4.8,.365,3.8,32,0.2,1.6,5.9,13.5,.438,3.0,3.5,.866,77,12,33.0,Jason Terry,0.2,1.8,16.6,1.2,1.4,1.8,.503
5.2,10.1,.516,0.0,0.3,.158,1.4,31,0.8,4.3,5.3,10.4,.508,1.4,1.9,.755,75,75,31.8,Shawn Marion,2.1,1.9,12.0,0.9,1.3,6.4,.510
3.8,8.6,.438,0.6,2.4,.267,1.4,29,0.3,2.8,4.4,11.0,.401,3.0,3.8,.790,31,9,26.7,Josh Howard,0.8,2.5,12.5,0.7,1.4,3.6,.430
3.1,5.5,.568,0.0,0.0,.000,0.9,30,2.0,4.6,3.1,5.6,.564,1.8,3.1,.575,28,19,26.5,Brendan Haywood,2.8,2.3,8.1,0.3,1.1,7.4,.564
2.4,3.8,.629,0.0,0.1,.333,0.6,34,1.4,4.9,2.4,3.9,.624,1.1,1.8,.604,55,47,23.3,Erick Dampier,2.3,2.8,6.0,0.3,1.1,7.3,.627
3.4,7.2,.473,0.0,0.1,.167,0.6,28,1.1,4.2,3.4,7.3,.467,2.0,2.5,.809,46,11,22.4,Drew Gooden,2.7,2.8,8.9,0.6,1.2,6.9,.469
2.3,4.7,.476,0.7,2.0,.357,3.3,25,0.1,1.7,3.0,6.8,.440,1.0,1.2,.844,78,18,19.8,J.J. Barea,0.2,1.5,7.6,0.4,1.3,1.9,.493
1.8,3.5,.524,0.9,2.4,.372,0.8,32,0.1,1.6,2.7,5.9,.462,1.2,1.3,.875,18,1,15.8,Tim Thomas,0.7,1.7,7.5,0.6,0.8,2.3,.538
0.8,1.4,.565,0.5,1.4,.340,0.4,33,0.4,1.7,1.3,2.8,.452,0.2,0.4,.667,33,3,14.6,Eduardo Najera,0.7,1.8,3.3,0.5,0.4,2.3,.538
2.1,4.6,.461,0.0,0.0,,0.3,24,0.4,2.3,2.1,4.6,.461,1.0,1.8,.568,25,0,12.6,Kris Humphries,1.5,1.7,5.2,0.3,0.5,3.8,.461
2.0,3.4,.582,0.8,2.0,.409,1.3,21,0.2,1.2,2.8,5.3,.518,0.8,0.9,.808,56,16,12.5,Rodrigue Beaubois,0.2,1.5,7.1,0.5,1.0,1.4,.594
0.7,1.6,.465,0.1,0.5,.231,0.3,28,0.1,0.6,0.9,2.1,.411,0.2,0.3,.625,27,7,11.1,Quinton Ross,0.4,1.3,2.0,0.3,0.1,1.0,.438
0.4,1.5,.257,0.3,1.0,.320,0.5,28,0.0,0.9,0.7,2.5,.283,0.3,0.4,.700,24,5,11.1,DeShawn Stevenson,0.2,1.0,2.0,0.2,0.3,1.1,.350
0.8,1.7,.452,0.2,0.9,.227,0.4,28,0.3,1.5,1.0,2.6,.375,0.2,0.2,1.000,25,0,8.4,James Singleton,0.7,1.2,2.4,0.4,0.5,2.2,.414
0.6,1.2,.452,0.2,0.8,.211,0.2,29,0.0,0.3,0.7,2.0,.360,0.2,0.2,1.000,25,0,4.8,Matt Carroll,0.2,0.5,1.8,0.2,0.3,0.5,.400
9.1,19.1,.478,0.9,2.7,.316,3.2,25,0.4,4.4,10.0,21.8,.458,7.4,8.9,.830,69,69,38.2,Carmelo Anthony,2.2,3.3,28.2,1.3,3.0,6.6,.478
4.7,10.2,.465,0.1,0.5,.276,1.9,32,1.1,7.0,4.9,10.7,.456,1.6,2.9,.557,58,58,34.2,Kenyon Martin,2.4,3.2,11.5,1.2,1.6,9.4,.463
3.4,7.6,.441,2.2,5.6,.386,5.6,33,0.1,2.8,5.5,13.2,.418,6.4,7.0,.910,73,73,34.1,Chauncey Billups,0.3,2.1,19.5,1.1,2.4,3.1,.499
5.1,8.7,.589,0.0,0.0,.000,2.5,27,1.0,5.6,5.1,8.7,.587,3.6,5.1,.704,82,82,33.6,Nene Hilario,2.0,3.4,13.8,1.4,1.5,7.6,.587
3.6,7.5,.477,2.1,6.2,.338,2.4,24,0.3,2.7,5.7,13.8,.414,1.9,2.7,.706,75,0,27.8,J.R. Smith,0.4,2.3,15.4,1.3,1.9,3.1,.491
2.0,4.1,.488,1.3,3.0,.434,1.7,24,0.4,2.4,3.3,7.1,.465,0.9,1.2,.735,82,75,27.1,Arron Afflalo,0.7,2.7,8.8,0.6,0.9,3.1,.557
1.9,3.3,.573,0.0,0.0,.000,0.4,31,1.9,4.4,1.9,3.3,.566,2.2,3.1,.695,76,0,22.3,Chris Andersen,1.9,2.3,5.9,0.6,0.8,6.4,.566
2.6,4.7,.544,0.5,1.3,.410,3.1,22,0.0,1.3,3.1,6.0,.515,1.6,2.2,.757,65,8,20.3,Ty Lawson,0.6,1.4,8.3,0.7,1.3,1.9,.559
1.1,2.2,.500,0.3,1.2,.270,3.0,34,0.2,1.3,1.4,3.4,.420,0.2,0.2,.846,54,7,15.9,Anthony Carter,0.3,1.3,3.3,0.7,1.1,1.6,.467
1.5,2.8,.540,0.0,0.0,.000,0.4,24,0.4,2.7,1.5,2.8,.535,0.4,0.6,.667,36,16,12.1,Johan Petro,0.9,2.2,3.4,0.3,0.6,3.6,.535
1.6,3.0,.545,0.0,0.2,.154,0.3,27,0.1,1.3,1.7,3.2,.520,0.9,1.2,.740,63,18,12.0,Joey Graham,0.6,1.7,4.2,0.4,0.7,2.0,.525
0.9,2.2,.409,0.0,0.1,.167,0.3,31,0.1,0.9,0.9,2.3,.397,0.2,0.3,.923,51,3,8.9,Malik Allen,0.7,1.3,2.1,0.2,0.4,1.6,.401
0.5,0.8,.545,0.0,0.5,.000,0.5,25,0.2,1.5,0.5,1.4,.333,0.2,0.5,.333,13,1,7.0,Renaldo Balkman,0.3,1.2,1.1,0.6,0.5,1.8,.333
