3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
.258,29.1,0.7,0.7,-2.4,8.8,0.4,.237,Joe Johnson,3.0,3.4,5.5,17.9,1.6,14.8,6.0,.537,24.6,2.2,6.0,.086
.157,15.8,0.4,-1.1,-1.6,17.4,1.2,.287,Al Harrington,0.5,5.5,2.6,16.0,1.6,12.4,11.3,.513,25.6,0.6,3.8,.065
.142,12.2,6.2,1.0,2.3,17.2,2.1,.377,Josh Smith,-1.3,8.0,1.5,15.5,1.3,15.2,12.5,.500,18.9,1.9,3.6,.067
.003,8.5,1.2,-0.9,-0.3,17.6,1.4,.593,Zaza Pachulia,-0.6,12.6,2.5,15.0,1.9,17.3,15.0,.530,19.2,0.7,3.9,.077
.129,9.4,1.3,1.5,0.1,13.9,1.1,.399,Josh Childress,1.4,7.0,4.6,15.8,2.0,14.6,10.3,.626,14.0,2.0,5.7,.121
.100,5.2,0.9,-3.7,-1.9,16.5,0.7,.476,Marvin Williams,-1.7,7.3,2.1,12.2,1.3,11.4,11.8,.523,16.9,-0.8,2.8,.069
.439,10.5,0.2,-4.5,-4.3,10.4,0.0,.224,Salim Stoudamire,-0.2,1.1,1.1,12.5,1.2,13.2,5.6,.545,22.9,-0.8,1.2,.046
.304,21.7,0.2,-2.8,-4.4,6.9,-0.1,.330,Tyronn Lue,1.6,1.2,2.8,15.5,1.1,13.5,4.0,.585,20.4,-0.3,2.7,.104
.038,12.2,0.5,-5.1,-2.5,8.2,0.0,.125,Royal Ivey,-2.7,3.7,0.6,8.4,1.3,7.6,5.9,.467,14.0,-0.8,0.7,.034
.013,2.1,1.7,-6.6,-1.7,20.7,0.3,.663,Esteban Batista,-4.9,14.4,-0.2,7.1,1.6,26.9,17.5,.489,13.0,-0.6,0.1,.011
.000,2.7,3.9,-5.9,-1.4,12.5,0.1,.172,John Edwards,-4.5,7.1,0.1,6.4,0.5,14.8,9.7,.508,12.4,-0.3,0.2,.026
.148,11.4,0.0,-1.9,-1.2,10.7,0.1,.444,Donta Smith,-0.7,2.8,0.2,12.7,3.3,11.0,6.6,.589,13.0,0.0,0.3,.104
.395,14.7,0.0,-1.7,-1.8,18.3,0.1,.368,Anthony Grundy,0.1,1.1,0.1,16.6,3.4,16.9,9.5,.589,22.4,0.0,0.2,.095
.000,2.2,0.0,-7.4,-1.7,13.1,0.0,.571,John Thomas,-5.7,5.3,0.0,3.1,1.6,31.3,9.1,.514,8.8,-0.1,0.0,-0.023
.000,0.0,0.0,-10.4,-8.0,17.7,0.0,2.000,Tony Delk,-2.4,16.7,0.0,16.1,0.0,0.0,17.2,.532,12.2,0.0,0.0,.171
.187,18.0,0.5,3.0,0.7,17.1,4.1,.577,Richard Jefferson,2.3,3.6,7.6,18.9,1.0,12.1,10.2,.603,22.1,3.9,11.7,.184
.436,39.0,0.8,5.5,2.7,19.8,5.6,.270,Jason Kidd,2.7,3.3,4.5,19.2,2.7,15.9,11.4,.526,19.1,5.6,10.1,.163
.242,24.4,1.5,4.4,0.5,13.4,4.4,.396,Vince Carter,3.9,5.4,4.9,21.6,1.7,10.7,9.3,.536,32.3,4.7,9.3,.153
.005,6.8,2.1,-1.9,0.3,15.9,3.4,.301,Nenad Krstic,-2.2,8.5,2.0,14.4,0.7,11.8,12.2,.541,21.6,0.1,5.4,.105
.046,5.7,1.7,-2.1,3.0,15.6,2.9,.328,Jason Collins,-5.1,5.7,-0.9,5.5,1.3,16.9,10.6,.425,9.0,0.0,2.0,.051
.341,8.2,1.7,-1.7,1.0,13.5,2.7,.154,Clifford Robinson,-2.7,3.4,0.2,9.6,1.3,10.2,8.4,.502,15.4,0.1,2.8,.073
.024,16.2,0.1,-4.6,0.0,7.2,1.5,.331,Jacque Vaughn,-4.6,1.5,0.0,7.5,1.8,15.6,4.3,.488,12.7,-0.8,1.5,.060
.602,9.5,1.4,0.4,1.1,18.1,1.3,.169,Scott Padgett,-0.7,9.0,0.6,12.5,2.1,8.9,13.5,.489,15.5,0.4,1.8,.123
.306,15.0,0.5,-5.5,-0.4,12.0,0.8,.361,Zoran Planinic,-5.0,2.7,-0.8,6.9,1.8,16.9,7.3,.450,20.2,-0.5,0.1,.005
.431,3.9,1.0,-4.7,-0.9,21.3,1.0,.221,Lamond Murray,-3.8,5.8,-0.1,10.8,1.6,10.0,13.4,.493,18.0,-0.4,0.9,.076
.112,18.7,0.3,-5.0,-0.8,9.5,0.6,.203,Jeff McInnis,-4.3,2.6,-0.2,9.2,1.2,15.7,6.0,.478,17.9,-0.4,0.3,.031
.000,9.2,1.1,-5.6,-0.9,16.2,0.6,.324,Marc Jackson,-4.7,8.0,0.0,10.7,0.6,14.2,12.1,.503,21.4,-0.4,0.6,.061
.185,5.2,0.7,-9.0,-0.8,7.1,0.3,.272,Antoine Wright,-8.2,2.5,-0.8,0.7,0.6,18.8,4.8,.386,14.2,-0.7,-0.5,-0.062
.438,8.9,0.0,-5.5,-1.7,8.6,0.1,.250,Bostjan Nachbar,-3.7,4.8,-0.1,6.9,1.7,10.1,6.6,.436,19.2,-0.1,0.0,.016
.000,0.0,2.2,-9.6,-1.1,9.9,0.1,.000,John Thomas,-8.4,22.5,-0.1,3.5,1.5,25.0,16.3,.167,10.5,-0.1,0.0,-0.027
.000,10.2,0.0,-8.6,1.3,23.8,0.1,.400,Linton Johnson,-9.9,0.0,-0.1,4.4,3.1,25.4,11.7,.468,21.2,-0.1,0.0,-0.065
.000,34.2,0.0,-9.7,-2.6,11.2,0.0,.000,Derrick Zimmerman,-7.1,3.6,0.0,5.5,0.0,57.1,7.3,.667,10.3,-0.1,0.0,.004
.215,23.4,0.8,4.3,-0.3,17.5,3.2,.555,Paul Pierce,4.7,3.1,8.3,23.6,1.8,13.0,10.5,.582,31.2,4.9,11.5,.178
.319,22.5,1.5,1.9,0.4,11.4,2.1,.148,Delonte West,1.6,2.9,3.6,15.1,1.8,15.4,7.3,.574,16.4,2.4,5.7,.114
.518,9.0,2.7,0.3,0.3,19.1,2.0,.136,Raef LaFrentz,0.0,4.9,2.2,12.0,0.7,10.0,12.2,.546,14.7,1.2,4.3,.101
.176,22.8,0.4,0.1,-1.2,10.0,1.1,.231,Ricky Davis,1.2,2.9,1.8,16.0,1.5,12.8,6.5,.529,23.6,0.9,2.9,.080
.025,6.8,0.3,-1.9,-0.8,16.9,1.2,.420,Ryan Gomes,-1.1,9.3,1.9,14.0,1.3,11.6,13.2,.548,15.9,0.1,3.1,.108
.008,8.1,6.0,0.0,3.1,23.6,2.0,.489,Kendrick Perkins,-3.0,13.1,0.3,13.2,0.8,24.9,18.5,.548,14.8,0.7,2.3,.082
.158,15.8,0.6,-3.4,1.1,10.4,1.4,.269,Orien Greene,-4.6,3.7,-1.8,6.4,3.2,27.8,7.2,.449,14.6,-0.4,-0.3,-0.013
.265,15.1,0.3,0.7,-2.2,8.3,0.5,.303,Wally Szczerbiak,2.9,4.4,2.9,17.2,0.8,9.5,6.4,.586,20.7,0.8,3.4,.140
.000,10.8,2.5,-4.5,-0.5,13.8,0.9,.334,Mark Blount,-3.9,4.2,-0.6,12.0,0.7,21.6,9.1,.556,23.6,-0.7,0.2,.010
.011,5.0,3.3,-3.1,-0.4,22.6,1.5,.354,Al Jefferson,-2.6,11.4,0.9,16.2,1.5,12.4,17.2,.530,21.6,-0.3,2.3,.105
.124,11.2,1.4,-1.4,0.2,9.6,1.0,.489,Tony Allen,-1.6,4.1,0.6,12.9,2.7,16.8,6.9,.554,18.8,0.2,1.7,.082
.451,8.2,1.5,-3.7,-0.4,11.0,0.7,.187,Brian Scalabrine,-3.3,3.6,-0.4,5.9,1.2,19.3,7.4,.491,12.7,-0.4,0.3,.015
.145,8.5,0.8,-4.5,-2.3,9.9,0.3,.268,Gerald Green,-2.3,3.3,0.2,13.1,1.8,12.5,6.7,.541,21.7,-0.2,0.5,.064
.000,3.7,1.1,-8.9,-2.3,6.5,0.1,.541,Justin Reed,-6.6,5.6,-0.4,3.3,0.9,14.1,6.1,.409,16.8,-0.5,-0.3,-0.045
.238,19.2,0.0,-5.8,-3.1,6.6,0.1,.375,Marcus Banks,-2.7,1.9,0.0,9.4,1.4,19.8,4.3,.531,19.9,-0.3,0.2,.033
.435,25.5,0.3,-3.4,-2.3,5.6,0.2,.391,Dan Dickau,-1.1,2.7,0.3,10.4,2.4,25.0,4.2,.575,14.1,-0.1,0.4,.090
.000,5.8,2.7,-8.1,0.1,25.6,0.2,.178,Michael Olowokandi,-8.1,3.7,-0.3,6.8,0.9,22.4,15.0,.464,17.2,-0.3,-0.1,-0.028
.000,3.3,2.6,-5.1,-0.3,28.7,0.1,1.300,Dwayne Jones,-4.8,14.4,0.0,9.2,0.6,16.0,21.7,.445,9.9,-0.1,0.1,.081
.307,30.9,0.3,0.0,-0.8,9.7,1.8,.251,Raymond Felton,0.7,3.5,0.8,14.2,2.2,15.7,6.4,.483,21.4,1.2,2.6,.051
.017,42.3,0.1,0.2,-0.2,9.9,2.5,.407,Brevin Knight,0.4,1.6,2.5,17.3,3.4,15.3,5.5,.478,20.3,1.3,4.9,.101
.003,3.7,1.1,-2.9,-2.0,14.8,1.2,.283,Primoz Brezec,-0.9,9.1,3.4,15.3,0.5,8.7,11.8,.552,20.0,-0.5,4.6,.102
.455,5.0,0.8,-1.2,-0.8,16.1,1.8,.164,Jumaine Jones,-0.4,5.5,1.2,12.1,1.7,8.6,10.4,.506,18.3,0.4,3.0,.068
.085,8.8,4.7,5.8,4.7,18.9,3.4,.520,Gerald Wallace,1.1,7.1,3.0,21.3,3.7,12.0,12.6,.578,19.3,3.7,6.4,.163
.005,9.7,2.5,-1.4,0.6,16.8,1.2,.452,Melvin Ely,-2.0,7.6,0.8,14.3,1.1,16.4,11.9,.550,20.1,0.2,2.0,.072
.058,9.5,0.6,-1.3,1.5,14.9,1.6,.367,Bernard Robinson,-2.7,5.2,0.1,12.0,3.2,14.9,9.7,.498,17.0,0.2,1.7,.061
.389,4.6,0.7,-2.5,-2.1,12.0,1.0,.353,Matt Carroll,-0.4,2.9,1.6,13.9,1.9,8.0,7.1,.540,20.8,-0.2,2.6,.097
.350,7.7,0.9,-4.3,-1.7,9.5,0.7,.164,Kareem Rush,-2.6,1.8,-1.0,9.8,1.8,11.4,5.4,.471,22.7,-0.6,-0.2,-0.010
.000,6.0,4.4,-1.9,1.6,23.7,1.1,.396,Emeka Okafor,-3.5,11.7,-0.2,14.9,1.3,12.5,17.3,.464,21.5,0.0,1.0,.054
.340,8.7,0.3,-1.6,-0.8,11.3,0.7,.365,Keith Bogans,-0.8,3.7,0.4,12.4,2.4,10.9,7.2,.510,19.6,0.1,1.2,.066
.011,7.9,2.2,-2.7,0.7,18.3,0.9,.230,Jake Voskuhl,-3.3,8.3,0.2,11.0,1.6,10.3,13.0,.470,17.4,-0.1,1.0,.061
.320,9.3,0.6,-3.7,-1.8,10.3,0.3,.227,Alan Anderson,-1.9,4.4,0.2,10.4,1.0,13.9,7.2,.520,18.2,-0.2,0.4,.037
.029,9.7,2.3,-2.8,0.3,20.9,0.5,.374,Sean May,-3.1,11.5,-0.1,15.3,2.2,14.2,15.9,.474,25.9,-0.1,0.4,.047
.614,20.8,0.5,-4.3,0.0,8.0,0.4,.193,Kevin Burleson,-4.3,1.3,-0.6,5.1,3.9,20.8,4.4,.367,15.7,-0.2,-0.2,-0.032
.000,2.6,0.7,-9.8,-2.2,27.1,0.1,.500,Lonny Baxter,-7.6,6.4,-0.1,9.2,0.9,15.2,16.1,.461,17.2,-0.2,0.0,.014
.316,28.9,0.6,1.9,0.2,10.0,3.5,.291,Kirk Hinrich,1.8,1.1,4.1,15.5,1.6,13.4,5.6,.528,21.4,2.9,7.6,.124
.082,9.7,1.5,0.9,1.7,17.1,3.8,.289,Luol Deng,-0.8,5.6,2.7,15.8,1.4,8.9,11.4,.517,20.4,1.9,6.5,.120
.332,17.3,0.2,0.2,-1.0,8.1,2.6,.233,Ben Gordon,1.2,2.0,1.8,14.5,1.6,12.4,5.1,.531,26.3,1.4,4.4,.086
