College,Experience,Height,Name,Position,Weight,team
University of Kentucky,9,6-10,Nazr Mohammed,C,221,Charlotte Bobcats
University of Connecticut,3,6-10,Emeka Okafor,C,252,Charlotte Bobcats
Michigan State University,6,6-6,Jason Richardson,SF,220,Charlotte Bobcats
University of Alabama,6,6-7,Gerald Wallace,PF,215,Charlotte Bobcats
Michigan State University,1,6-4,Shannon Brown,SG,205,Chicago Bulls
Duke University,3,6-9,Luol Deng,SF,220,Chicago Bulls
Duke University,3,6-1,Chris Duhon,PG,185,Chicago Bulls
University of Missouri,R,6-5,Thomas Gardner,SG,225,Chicago Bulls
University of Kansas,5,6-10,Drew Gooden,PF,250,Chicago Bulls
University of Connecticut,3,6-3,Ben Gordon,SG,200,Chicago Bulls
University of Pittsburgh,R,7-0,Aaron Gray,C,270,Chicago Bulls
Seton Hall University,8,6-5,Adrian Griffin,SG,217,Chicago Bulls
University of Kansas,4,6-4,Kirk Hinrich,PG,190,Chicago Bulls
Saint Louis University,9,6-5,Larry Hughes,SG,184,Chicago Bulls
,3,6-9,Viktor Khryapa,PF,210,Chicago Bulls
Syracuse University,R,6-8,Demetris Nichols,SF,216,Chicago Bulls
University of Florida,R,6-11,Joakim Noah,C,230,Chicago Bulls
,3,6-7,Andres Nocioni,SF,225,Chicago Bulls
,1,6-7,Thabo Sefolosha,SG,220,Chicago Bulls
North Carolina State University,1,6-9,Cedric Simmons,PF,235,Chicago Bulls
University of Maryland,12,6-10,Joe Smith,PF,225,Chicago Bulls
Louisiana State University,1,6-9,Tyrus Thomas,PF,215,Chicago Bulls
Virginia Union University,11,6-9,Ben Wallace,C,240,Chicago Bulls
University of Utah Weber State University,R,6-11,Lance Allred,C,250,Cleveland Cavaliers
University of Texas at San Antonio,5,6-5,Devin Brown,SG,220,Cleveland Cavaliers
Michigan State University,1,6-4,Shannon Brown,SG,205,Cleveland Cavaliers
Tyler Junior College University of Idaho,2,6-8,Kaniel Dickens,PF,215,Cleveland Cavaliers
University of Texas at Austin,1,6-2,Daniel Gibson,PG,190,Cleveland Cavaliers
University of Kansas,5,6-10,Drew Gooden,PF,250,Cleveland Cavaliers
Saint Louis University,9,6-5,Larry Hughes,PG,184,Cleveland Cavaliers
,9,7-3,Zydrunas Ilgauskas,C,238,Cleveland Cavaliers
,4,6-8,LeBron James,SF,250,Cleveland Cavaliers
University of Houston,9,6-3,Damon Jones,SG,185,Cleveland Cavaliers
Saint Joseph's University,2,6-11,Dwayne Jones,PF,250,Cleveland Cavaliers
University of Connecticut,13,6-9,Donyell Marshall,PF,218,Cleveland Cavaliers
Miami University,7,6-7,Ira Newble,SG,220,Cleveland Cavaliers
Syracuse University,R,6-8,Demetris Nichols,SF,216,Cleveland Cavaliers
,4,6-8,Sasha Pavlovic,SG,220,Cleveland Cavaliers
North Carolina State University,1,6-9,Cedric Simmons,PF,235,Cleveland Cavaliers
University of Maryland,12,6-10,Joe Smith,PF,225,Cleveland Cavaliers
Michigan State University,12,6-3,Eric Snow,PG,190,Cleveland Cavaliers
Miami University,8,6-7,Wally Szczerbiak,SF,244,Cleveland Cavaliers
University of Kansas,2,6-4,Billy Thomas,SF,208,Cleveland Cavaliers
,3,6-10,Anderson Varejao,C,273,Cleveland Cavaliers
Virginia Union University,11,6-9,Ben Wallace,PF,240,Cleveland Cavaliers
Saint Joseph's University,3,6-4,Delonte West,PG,180,Cleveland Cavaliers
Michigan State University,1,6-5,Maurice Ager,SG,202,Dallas Mavericks
Villanova University,6,6-10,Malik Allen,PF,255,Dallas Mavericks
Northeastern University,1,6-0,J.J. Barea,PG,185,Dallas Mavericks
Louisiana State University,2,6-8,Brandon Bass,C,250,Dallas Mavericks
Mississippi State University,11,6-11,Erick Dampier,C,265,Dallas Mavericks
,6,7-0,DeSagana Diop,C,300,Dallas Mavericks
University of Nevada Reno,R,6-11,Nick Fazekas,PF,235,Dallas Mavericks
Augsburg College,8,6-8,Devean George,SF,220,Dallas Mavericks
University of Wisconsin,3,6-3,Devin Harris,PG,192,Dallas Mavericks
Austin Peay State University,6,6-5,Trenton Hassell,SG,200,Dallas Mavericks
Wake Forest University,4,6-7,Josh Howard,SF,210,Dallas Mavericks
University of Michigan,13,6-9,Juwan Howard,PF,240,Dallas Mavericks
Temple University,13,6-6,Eddie Jones,SG,190,Dallas Mavericks
University of California,13,6-4,Jason Kidd,PG,205,Dallas Mavericks
University of Nebraska,9,6-0,Tyronn Lue,PG,175,Dallas Mavericks
University of Kentucky,7,6-11,Jamaal Magloire,C,259,Dallas Mavericks
,9,7-0,Dirk Nowitzki,PF,245,Dallas Mavericks
University of North Carolina,12,6-6,Jerry Stackhouse,SG,218,Dallas Mavericks
University of Arizona,8,6-2,Jason Terry,SG,185,Dallas Mavericks
Texas A&M University,2,6-7,Antoine Wright,SG,210,Dallas Mavericks
Syracuse University,4,6-8,Carmelo Anthony,SF,240,Denver Nuggets
University of South Florida,8,5-11,Chucky Atkins,SG,160,Denver Nuggets
University of Massachusetts Amherst,11,6-11,Marcus Camby,C,220,Denver Nuggets
University of Hawaii,8,6-1,Anthony Carter,PG,190,Denver Nuggets
Pepperdine University,1,6-7,Yakhouba Diawara,SG,225,Denver Nuggets
University of Florida,R,6-0,Taurean Green,SG,177,Denver Nuggets
,5,6-11,Nene Hilario,PF,250,Denver Nuggets
DePaul University,6,7-0,Steven Hunter,C,220,Denver Nuggets
Georgetown University,11,6-0,Allen Iverson,SG,165,Denver Nuggets
University of Washington,1,6-7,Bobby Jones,C,215,Denver Nuggets
University of Missouri,2,6-8,Linas Kleiza,SF,245,Denver Nuggets
University of Cincinnati,7,6-9,Kenyon Martin,PF,234,Denver Nuggets
University of California Los Angeles,7,6-10,Jelani McCoy,C,245,Denver Nuggets
University of Oklahoma,7,6-8,Eduardo Najera,PF,240,Denver Nuggets
,3,6-6,J.R. Smith,SG,225,Denver Nuggets
Florida State University,2,6-5,Von Wafer,SG,210,Denver Nuggets
Rice University,5,5-10,Mike Wilks,PG,185,Denver Nuggets
University of California Los Angeles,R,6-5,Arron Afflalo,SG,210,Detroit Pistons
University of Colorado,10,6-3,Chauncey Billups,PG,202,Detroit Pistons
,6,7-2,Primoz Brezec,C,252,Detroit Pistons
University of Maryland,5,6-3,Juan Dixon,PG,164,Detroit Pistons
Louisiana State University,4,6-7,Ronald Dupree,SF,209,Detroit Pistons
University of Connecticut,8,6-6,Richard Hamilton,SG,185,Detroit Pistons
Western Carolina University University of Georgia,4,6-7,Jarvis Hayes,SF,220,Detroit Pistons
,1,6-9,Walter Herrmann,PF,225,Detroit Pistons
Alcorn State University Jackson State University,14,6-2,Lindsey Hunter,PG,170,Detroit Pistons
,2,6-9,Amir Johnson,PF,240,Detroit Pistons
University of Cincinnati,2,6-7,Jason Maxiell,C,260,Detroit Pistons
University of Alabama,11,6-9,Antonio McDyess,PF,220,Detroit Pistons
University of Kentucky,9,6-10,Nazr Mohammed,C,221,Detroit Pistons
Meridian Community College Shaw University,5,6-4,Ronald Murray,PG,190,Detroit Pistons
University of Kentucky,5,6-9,Tayshaun Prince,SF,212,Detroit Pistons
University of Wyoming,12,6-10,Theo Ratliff,C,225,Detroit Pistons
,R,7-1,Cheikh Samb,C,245,Detroit Pistons
Eastern Washington University,R,6-5,Rodney Stuckey,PG,210,Detroit Pistons
University of North Carolina,12,6-10,Rasheed Wallace,C,225,Detroit Pistons
University of Kentucky,1,6-5,Kelenna Azubuike,SG,220,Golden State Warriors
University of California Los Angeles,4,6-7,Matt Barnes,PF,226,Golden State Warriors
,R,6-5,Marco Belinelli,SG,210,Golden State Warriors
,3,6-11,Andris Biedrins,C,240,Golden State Warriors
Providence College,10,6-9,Austin Croshere,PF,235,Golden State Warriors
University of California Los Angeles,8,6-3,Baron Davis,PG,209,Golden State Warriors
,2,6-3,Monta Ellis,SG,185,Golden State Warriors
,9,6-9,Al Harrington,C,230,Golden State Warriors
University of Missouri Southern Illinois University,10,6-1,Troy Hudson,PG,170,Golden State Warriors
,3,7-0,Didier Ilunga-Mbenga,C,245,Golden State Warriors
Butler County Community College,7,6-8,Stephen Jackson,SF,218,Golden State Warriors
University of Massachusetts Amherst,R,6-8,Stephane Lasme,SF,215,Golden State Warriors
Bradley University,1,7-0,Patrick O'Bryant,C,260,Golden State Warriors
,R,7-2,Kosta Perovic,C,240,Golden State Warriors
,4,6-6,Mickael Pietrus,SF,215,Golden State Warriors
University of Tennessee,R,6-2,C.J. Watson,PG,175,Golden State Warriors
University of Michigan,14,6-9,Chris Webber,PF,245,Golden State Warriors
University of North Carolina,R,6-10,Brandan Wright,PF,210,Golden State Warriors
California State University Fresno,8,6-2,Rafer Alston,PG,171,Houston Rockets
Duke University,6,6-8,Shane Battier,SF,220,Houston Rockets
University of Oregon,R,6-0,Aaron Brooks,PG,161,Houston Rockets
University of Maryland,8,6-3,Steve Francis,PG,195,Houston Rockets
,2,6-7,Gerald Green,SF,205,Houston Rockets
Rice University,R,6-6,Mike Harris,PF,240,Houston Rockets
University of Kentucky,2,6-6,Chuck Hayes,PF,240,Houston Rockets
University of Illinois at Urbana-Champaign,2,6-3,Luther Head,SG,185,Houston Rockets
University of Minnesota,10,6-1,Bobby Jackson,PG,185,Houston Rockets
Duquesne University,6,6-2,Mike James,PG,188,Houston Rockets
University of Washington,1,6-7,Bobby Jones,SF,215,Houston Rockets
Purdue University,R,6-9,Carl Landry,PF,248,Houston Rockets
,10,6-8,Tracy McGrady,SG,210,Houston Rockets
,5,7-6,Yao Ming,C,310,Houston Rockets
Georgetown University,16,7-2,Dikembe Mutombo,C,245,Houston Rockets
Marquette University,1,6-10,Steve Novak,SF,225,Houston Rockets
,R,6-9,Luis Scola,PF,240,Houston Rockets
University of Nevada Reno,3,6-6,Kirk Snyder,PF,225,Houston Rockets
Ball State University,9,6-5,Bonzi Wells,SG,210,Houston Rockets
University of Wyoming,1,6-10,Justin Williams,C,225,Houston Rockets
Wake Forest University University of Arizona,5,7-1,Loren Woods,C,245,Houston Rockets
Auburn University,4,6-6,Marquis Daniels,SG,200,Indiana Pacers
Marquette University,2,6-1,Travis Diener,PG,175,Indiana Pacers
Arizona State University,2,6-8,Ike Diogu,PF,250,Indiana Pacers
Duke University,5,6-9,Mike Dunleavy,SG,230,Indiana Pacers
Texas State University,8,6-11,Jeff Foster,C,236,Indiana Pacers
University of Central Florida Oklahoma State University,2,6-6,Stephen Graham,SF,215,Indiana Pacers
Bradley University University of New Mexico,2,6-9,Danny Granger,SF,222,Indiana Pacers
University of Colorado,3,7-0,David Harrison,C,280,Indiana Pacers
University of Notre Dame,6,6-11,Troy Murphy,PF,245,Indiana Pacers
Meridian Community College Shaw University,5,6-4,Ronald Murray,PG,190,Indiana Pacers
,11,6-11,Jermaine O'Neal,C,226,Indiana Pacers
Indiana University University of Houston,1,6-4,Andre Owens,PG,200,Indiana Pacers
University of Missouri,4,6-6,Kareem Rush,SG,215,Indiana Pacers
University of Michigan,R,6-10,Courtney Sims,C,245,Indiana Pacers
Iowa State University,6,6-3,Jamaal Tinsley,PG,195,Indiana Pacers
University of Memphis,1,6-9,Shawne Williams,SF,225,Indiana Pacers
Seton Hall University,3,5-10,Andre Barrett,PG,172,Los Angeles Clippers
Duke University,8,6-8,Elton Brand,PF,275,Los Angeles Clippers
Florida State University,14,6-3,Sam Cassell,PG,185,Los Angeles Clippers
Michigan State University,1,6-11,Paul Davis,PF,270,Los Angeles Clippers
University of Miami,R,6-2,Guillermo Diaz,SG,192,Los Angeles Clippers
University of Washington Gonzaga University,5,6-0,Dan Dickau,PG,190,Los Angeles Clippers
University of Nevada Reno,R,6-11,Nick Fazekas,PF,235,Los Angeles Clippers
Gonzaga University,3,6-5,Richie Frahm,SG,210,Los Angeles Clippers
Central Michigan University,4,7-0,Chris Kaman,C,265,Los Angeles Clippers
Stanford University,10,5-10,Brevin Knight,PG,173,Los Angeles Clippers
Duke University,8,6-6,Corey Maggette,SF,218,Los Angeles Clippers
University of Rhode Island,9,6-4,Cuttino Mobley,SG,190,Los Angeles Clippers
Fordham University,4,6-4,Smush Parker,PG,190,Los Angeles Clippers
University of Cincinnati,9,6-5,Ruben Patterson,SF,224,Los Angeles Clippers
North Carolina State University,2,6-9,Josh Powell,C,225,Los Angeles Clippers
Southern Methodist University,3,6-6,Quinton Ross,SG,195,Los Angeles Clippers
Villanova University,10,6-10,Tim Thomas,PF,230,Los Angeles Clippers
Florida State University,R,6-8,Al Thornton,PF,220,Los Angeles Clippers
Xavier University,13,6-9,Aaron Williams,C,220,Los Angeles Clippers
University of Arizona,R,6-7,Marcus Williams,PF,205,Los Angeles Clippers
University of California Los Angeles,3,6-8,Trevor Ariza,SF,215,Los Angeles Lakers
,6,6-11,Kwame Brown,C,270,Los Angeles Lakers
,11,6-6,Kobe Bryant,SG,212,Los Angeles Lakers
,2,7-0,Andrew Bynum,C,285,Los Angeles Lakers
University of Illinois at Urbana-Champaign,4,6-9,Brian Cook,PF,234,Los Angeles Lakers
Georgia Institute of Technology,R,6-5,Javaris Crittenton,SG,200,Los Angeles Lakers
Wichita State University University of Texas at Austin,4,6-5,Maurice Evans,SG,220,Los Angeles Lakers
University of California Los Angeles,1,6-2,Jordan Farmar,PG,180,Los Angeles Lakers
University of Arkansas at Little Rock,11,6-1,Derek Fisher,PG,200,Los Angeles Lakers
,6,7-0,Pau Gasol,C,250,Los Angeles Lakers
,3,7-0,Didier Ilunga-Mbenga,C,245,Los Angeles Lakers
Boise State University,R,6-5,Coby Karl,SG,215,Los Angeles Lakers
University of Texas at Austin,6,7-0,Chris Mihm,C,265,Los Angeles Lakers
Miami University,7,6-7,Ira Newble,SF,220,Los Angeles Lakers
University of Rhode Island,8,6-10,Lamar Odom,PF,220,Los Angeles Lakers
,6,6-10,Vladimir Radmanovic,SF,227,Los Angeles Lakers
Gonzaga University,2,6-10,Ronny Turiaf,C,249,Los Angeles Lakers
,3,6-7,Sasha Vujacic,SG,195,Los Angeles Lakers
University of Arizona,4,6-8,Luke Walton,SF,235,Los Angeles Lakers
DePaul University,1,6-9,Andre Brown,PF,245,Memphis Grizzlies
,6,6-11,Kwame Brown,C,270,Memphis Grizzlies
Purdue University,7,6-8,Brian Cardinal,PF,245,Memphis Grizzlies
Stanford University,6,7-0,Jason Collins,C,255,Memphis Grizzlies
Ohio State University,R,6-1,Mike Conley,PG,175,Memphis Grizzlies
Georgia Institute of Technology,R,6-5,Javaris Crittenton,SG,200,Memphis Grizzlies
,6,7-0,Pau Gasol,C,250,Memphis Grizzlies
University of Connecticut,1,6-8,Rudy Gay,SF,230,Memphis Grizzlies
Stanford University,3,6-6,Casey Jacobsen,SG,215,Memphis Grizzlies
University of Washington,1,6-7,Bobby Jones,SF,215,Memphis Grizzlies
University of South Carolina,1,6-6,Tarence Kinsey,SG,185,Memphis Grizzlies
Villanova University,1,6-0,Kyle Lowry,PG,205,Memphis Grizzlies
,4,7-0,Darko Milicic,C,250,Memphis Grizzlies
University of Florida,7,6-8,Mike Miller,SG,218,Memphis Grizzlies
,R,6-3,Juan Carlos Navarro,SG,170,Memphis Grizzlies
Delta State University,1,6-6,Jeremy Richardson,SF,185,Memphis Grizzlies
University of Arizona,12,5-10,Damon Stoudamire,PG,171,Memphis Grizzlies
Louisiana State University,7,6-9,Stromile Swift,PF,225,Memphis Grizzlies
Syracuse University,2,6-9,Hakim Warrick,PF,219,Memphis Grizzlies
Missouri State University,R,6-2,Blake Ahearn,PG,190,Miami Heat
University of Nevada Las Vegas,R,6-9,Joel Anthony,PF,245,Miami Heat
University of Nevada Las Vegas,4,6-2,Marcus Banks,PG,200,Miami Heat
University of Memphis,2,7-0,Earl Barron,C,250,Miami Heat
University of Pittsburgh,7,7-0,Mark Blount,C,230,Miami Heat
Ohio State University,R,6-5,Daequan Cook,SG,205,Miami Heat
University of Iowa,9,6-6,Ricky Davis,SF,195,Miami Heat
University of Memphis,13,6-7,Anfernee Hardaway,SF,195,Miami Heat
University of Florida,4,6-8,Udonis Haslem,PF,235,Miami Heat
University of Oregon,3,6-7,Luke Jackson,SF,215,Miami Heat
Florida State University,1,6-9,Alexander Johnson,PF,240,Miami Heat
University of Washington,1,6-7,Bobby Jones,SF,215,Miami Heat
University of Massachusetts Amherst,R,6-8,Stephane Lasme,PF,215,Miami Heat
University of Nevada Las Vegas,8,6-7,Shawn Marion,PF,220,Miami Heat
Georgetown University,14,6-10,Alonzo Mourning,C,240,Miami Heat
Louisiana State University,15,7-1,Shaquille O'Neal,C,325,Miami Heat
Fordham University,4,6-4,Smush Parker,PG,190,Miami Heat
Texas Tech University,R,6-7,Kasib Powell,SF,215,Miami Heat
University of Notre Dame,1,6-2,Chris Quinn,PG,185,Miami Heat
Marquette University,4,6-4,Dwyane Wade,SG,220,Miami Heat
Marshall University University of Florida,9,6-1,Jason Williams,PG,190,Miami Heat
,3,6-9,Dorell Wright,SF,205,Miami Heat
Michigan State University,3,6-3,Charlie Bell,SG,200,Milwaukee Bucks
University of Utah,2,7-0,Andrew Bogut,C,260,Milwaukee Bucks
University of California Los Angeles,5,6-11,Dan Gadzuric,C,240,Milwaukee Bucks
University of Texas at Austin,3,6-3,Royal Ivey,PG,200,Milwaukee Bucks
,R,7-0,Yi Jianlian,PF,240,Milwaukee Bucks
Oklahoma State University,7,6-7,Desmond Mason,SF,224,Milwaukee Bucks
Ohio State University,7,6-6,Michael Redd,SG,220,Milwaukee Bucks
University of Tulsa,7,6-9,Michael Ruffin,C,246,Milwaukee Bucks
University of Nevada Reno,R,6-3,Ramon Sessions,PG,190,Milwaukee Bucks
DePaul University,5,6-7,Bobby Simmons,SF,210,Milwaukee Bucks
University of Illinois at Urbana-Champaign Arizona State University,2,6-6,Awvee Storey,SG,222,Milwaukee Bucks
University of Connecticut,2,6-11,Charlie Villanueva,PF,232,Milwaukee Bucks
University of Connecticut,7,6-11,Jake Voskuhl,C,245,Milwaukee Bucks
University of Alabama,4,6-1,Mo Williams,PG,198,Milwaukee Bucks
University of Florida,R,6-9,Corey Brewer,SF,186,Minnesota Timberwolves
Clemson University,8,6-4,Greg Buckner,SG,210,Minnesota Timberwolves
University of Utah,9,6-11,Michael Doleac,C,262,Minnesota Timberwolves
Villanova University,1,6-4,Randy Foye,PG,213,Minnesota Timberwolves
Providence College,2,6-7,Ryan Gomes,PF,250,Minnesota Timberwolves
,2,6-7,Gerald Green,SF,205,Minnesota Timberwolves
,5,6-7,Marko Jaric,SG,198,Minnesota Timberwolves
,3,6-10,Al Jefferson,C,289,Minnesota Timberwolves
Stanford University,7,6-9,Mark Madsen,PF,240,Minnesota Timberwolves
University of North Carolina,2,6-4,Rashad McCants,SG,207,Minnesota Timberwolves
University of Wyoming,12,6-10,Theo Ratliff,PF,225,Minnesota Timberwolves
University of Florida,R,6-9,Chris Richard,C,270,Minnesota Timberwolves
Boston College,1,6-7,Craig Smith,PF,250,Minnesota Timberwolves
University of Nevada Reno,3,6-6,Kirk Snyder,SF,225,Minnesota Timberwolves
,3,6-0,Sebastian Telfair,PG,165,Minnesota Timberwolves
University of Kentucky,11,6-8,Antoine Walker,PF,224,Minnesota Timberwolves
Blinn College,5,6-10,Chris Andersen,C,245,New Orleans Hornets
University of Connecticut,1,6-11,Hilton Armstrong,C,235,New Orleans Hornets
University of Iowa,7,6-7,Ryan Bowen,SF,215,New Orleans Hornets
La Salle University,5,6-7,Rasual Butler,SF,215,New Orleans Hornets
,6,7-1,Tyson Chandler,C,240,New Orleans Hornets
California State University Fresno,5,6-10,Melvin Ely,C,260,New Orleans Hornets
University of Minnesota,10,6-1,Bobby Jackson,SG,185,New Orleans Hornets
Duquesne University,6,6-2,Mike James,PG,188,New Orleans Hornets
University of Arkansas,5,6-1,Jannero Pargo,SG,175,New Orleans Hornets
Wake Forest University,2,6-0,Chris Paul,PG,175,New Orleans Hornets
Michigan State University,7,6-7,Morris Peterson,SG,218,New Orleans Hornets
,9,6-9,Peja Stojakovic,SF,220,New Orleans Hornets
,1,6-8,Marcus Vinicius,SF,225,New Orleans Hornets
Ball State University,9,6-5,Bonzi Wells,SG,210,New Orleans Hornets
Xavier University,4,6-9,David West,PF,250,New Orleans Hornets
University of Kansas,R,6-8,Julian Wright,SF,225,New Orleans Hornets
University of South Carolina,1,6-8,Renaldo Balkman,SF,208,New York Knicks
DePaul University,R,6-8,Wilson Chandler,SF,225,New York Knicks
Temple University,1,6-6,Mardy Collins,SG,220,New York Knicks
University of Michigan,7,6-5,Jamal Crawford,SG,200,New York Knicks
,6,7-0,Eddy Curry,C,295,New York Knicks
Florida Agricultural and Mechanical University,7,7-0,Jerome James,C,300,New York Knicks
Indiana University,5,6-11,Jared Jeffries,SF,230,New York Knicks
University of Oregon,5,6-4,Fred Jones,SG,210,New York Knicks
University of Florida,2,6-9,David Lee,PF,245,New York Knicks
Georgia Institute of Technology,11,6-2,Stephon Marbury,PG,180,New York Knicks
University of Kentucky,1,6-10,Randolph Morris,C,266,New York Knicks
Michigan State University,6,6-9,Zach Randolph,C,260,New York Knicks
DePaul University,7,6-6,Quentin Richardson,SF,223,New York Knicks
University of Washington,2,5-9,Nate Robinson,PG,180,New York Knicks
Drexel University,11,6-7,Malik Rose,PF,250,New York Knicks
University of Kansas,3,6-10,Nick Collison,PF,255,Seattle SuperSonics
Louisiana State University,4,6-7,Ronald Dupree,SF,209,Seattle SuperSonics
University of Texas at Austin,R,6-9,Kevin Durant,SG,240,Seattle SuperSonics
University of California,4,7-0,Francisco Elson,C,235,Seattle SuperSonics
,1,6-7,Mickael Gelabale,SG,215,Seattle SuperSonics
Weber State University,5,6-0,Eddie Gill,PG,190,Seattle SuperSonics
Georgetown University,R,6-9,Jeff Green,SF,235,Seattle SuperSonics
Seton Hall University,8,6-5,Adrian Griffin,SF,217,Seattle SuperSonics
University of Connecticut,13,6-9,Donyell Marshall,PF,218,Seattle SuperSonics
Miami University,7,6-7,Ira Newble,SF,220,Seattle SuperSonics
,2,7-0,Johan Petro,C,247,Seattle SuperSonics
University of Oregon,4,6-2,Luke Ridnour,PG,175,Seattle SuperSonics
,1,6-11,Mouhamed Sene,C,230,Seattle SuperSonics
,2,7-0,Robert Swift,C,245,Seattle SuperSonics
Miami University,8,6-7,Wally Szczerbiak,SF,244,Seattle SuperSonics
Texas Christian University,12,6-9,Kurt Thomas,C,230,Seattle SuperSonics
University of California Los Angeles,6,6-1,Earl Watson,PG,195,Seattle SuperSonics
Saint Joseph's University,3,6-4,Delonte West,PG,180,Seattle SuperSonics
University of Maryland,5,6-10,Chris Wilcox,PF,221,Seattle SuperSonics
North Carolina State University University of Georgia,3,6-6,Damien Wilkins,SF,225,Seattle SuperSonics
Rice University,5,5-10,Mike Wilks,PG,185,Seattle SuperSonics
University of California Los Angeles,3,6-8,Trevor Ariza,SF,215,Orlando Magic
Florida International University,6,6-2,Carlos Arroyo,PG,202,Orlando Magic
University of Illinois at Urbana-Champaign,1,6-10,James Augustine,PF,235,Orlando Magic
University of Kentucky,4,6-5,Keith Bogans,SG,215,Orlando Magic
University of Illinois at Urbana-Champaign,4,6-9,Brian Cook,PF,234,Orlando Magic
University of Missouri,7,6-3,Keyon Dooling,PG,196,Orlando Magic
Wichita State University University of Texas at Austin,4,6-5,Maurice Evans,SG,220,Orlando Magic
Colgate University,10,6-10,Adonal Foyle,C,250,Orlando Magic
University of Notre Dame,9,6-9,Pat Garrity,PF,238,Orlando Magic
