2P,2PA,2PCT,3P,3PA,3PCT,AST,Age,BLK,DRB,FG,FGA,FGPCT,FT,FTA,FTPCT,GP,GS,MPG,Name,ORB,PF,PTS,STL,TOV,TRB,eFG
5.7,11.4,.501,3.4,9.5,.361,9.3,21,0.1,3.7,9.1,20.8,.437,8.0,9.3,.860,60,60,35.3,Trae Young,0.5,1.7,29.6,1.1,4.8,4.3,.519
7.2,11.2,.642,1.4,3.6,.401,1.5,22,1.6,7.3,8.6,14.8,.583,2.9,3.7,.800,41,41,33.2,John Collins,2.8,3.4,21.6,0.8,1.8,10.1,.632
2.7,6.0,.454,1.7,4.8,.355,1.8,22,0.3,3.8,4.4,10.8,.410,1.7,2.3,.764,63,62,32.0,De'Andre Hunter,0.7,2.9,12.3,0.7,1.6,4.5,.489
2.2,4.9,.453,2.3,6.0,.380,3.8,21,0.5,3.4,4.5,10.9,.413,0.9,1.1,.828,56,48,31.4,Kevin Huerter,0.6,2.5,12.2,0.9,1.6,4.1,.517
2.2,5.2,.428,1.4,4.3,.332,1.5,20,0.5,3.1,3.7,9.6,.384,1.7,2.2,.802,58,34,26.7,Cam Reddish,0.6,2.3,10.5,1.1,1.7,3.7,.459
5.2,8.7,.601,1.0,3.6,.270,1.8,24,0.5,4.3,6.2,12.3,.504,1.7,2.3,.736,32,23,26.2,Jabari Parker,1.7,2.9,15.0,1.3,1.9,6.0,.543
2.5,4.8,.521,0.8,3.6,.222,0.7,30,1.5,6.8,3.3,8.4,.393,0.7,0.8,.875,10,8,23.3,Dewayne Dedmon,1.4,4.0,8.1,1.0,1.0,8.2,.440
2.1,3.8,.546,0.3,1.5,.231,1.9,25,0.4,2.7,2.4,5.3,.456,0.6,1.1,.542,43,4,21.3,DeAndre' Bembry,0.8,2.0,5.8,1.3,1.4,3.5,.489
2.3,5.4,.430,0.4,1.2,.333,4.0,31,0.2,1.7,2.7,6.6,.412,1.9,2.1,.887,25,4,20.8,Jeff Teague,0.5,1.4,7.7,0.8,1.6,2.2,.442
0.8,1.8,.440,1.1,3.3,.323,1.0,27,0.1,2.0,1.9,5.1,.364,0.3,0.4,.750,28,1,18.6,Allen Crabbe,0.4,1.3,5.1,0.5,0.4,2.3,.469
3.2,5.1,.627,0.4,1.4,.250,1.1,26,0.8,4.0,3.6,6.5,.546,1.3,2.0,.630,40,9,18.6,Alex Len,1.7,2.3,8.7,0.5,1.0,5.8,.573
2.2,3.1,.704,0.0,0.2,.222,0.6,24,0.7,2.4,2.2,3.2,.680,1.1,1.5,.738,55,27,16.1,Damian Jones,1.3,2.7,5.6,0.5,0.5,3.7,.685
0.8,1.7,.451,1.0,3.4,.302,0.8,43,0.4,1.8,1.8,5.1,.352,0.4,0.5,.793,60,0,14.6,Vince Carter,0.3,1.5,5.0,0.4,0.6,2.1,.452
1.3,3.3,.403,0.0,0.3,.000,2.0,31,0.4,1.6,1.3,3.5,.373,0.6,0.7,.857,19,0,13.2,Evan Turner,0.4,1.1,3.3,0.5,1.4,2.0,.373
1.8,2.9,.605,0.1,0.7,.135,0.9,21,0.3,2.3,1.8,3.6,.518,0.5,0.9,.569,56,13,12.7,Bruno Fernando,1.2,1.9,4.3,0.3,0.8,3.5,.530
1.5,3.0,.485,0.8,2.6,.299,1.5,24,0.1,1.8,2.2,5.6,.400,0.8,0.9,.933,34,1,12.6,Brandon Goodwin,0.3,1.3,6.1,0.4,0.9,2.1,.468
0.5,1.4,.400,0.6,1.7,.351,0.7,26,0.2,1.3,1.1,3.0,.373,0.4,0.9,.474,22,0,12.1,Treveon Graham,1.0,1.6,3.3,0.3,0.5,2.3,.470
0.9,2.1,.448,0.1,1.1,.067,0.9,25,0.1,1.4,1.0,3.1,.318,0.8,1.2,.647,14,0,11.4,Tyrone Wallace,0.2,1.4,2.9,0.5,0.7,1.6,.330
0.2,0.8,.250,0.8,2.8,.286,0.6,31,0.2,1.2,1.0,3.6,.278,0.0,0.0,,5,0,10.8,Chandler Parsons,0.2,0.6,2.8,0.8,0.6,1.4,.389
0.0,2.0,.000,0.0,1.5,.000,1.5,25,0.0,1.0,0.0,3.5,.000,0.0,0.0,,2,0,8.5,Paul Watson,0.0,0.5,0.0,0.5,0.0,1.0,.000
0.3,1.0,.300,0.3,0.9,.333,0.2,22,0.2,0.2,0.6,1.9,.316,0.5,0.5,1.000,10,0,4.0,Charlie Brown,0.2,0.3,2.0,0.2,0.3,0.4,.395
7.2,13.7,.522,2.8,7.1,.394,6.4,27,0.5,4.1,10.0,20.8,.478,4.7,5.1,.922,20,20,32.9,Kyrie Irving,1.1,2.7,27.4,1.4,2.6,5.2,.546
4.7,9.7,.485,1.9,6.3,.308,6.8,26,0.3,3.0,6.6,16.0,.415,5.4,7.0,.778,64,49,31.2,Spencer Dinwiddie,0.5,2.8,20.6,0.6,2.7,3.5,.476
2.9,5.3,.536,2.4,5.9,.412,2.1,28,0.3,3.4,5.3,11.2,.471,1.0,1.3,.747,63,63,30.9,Joe Harris,1.0,2.2,13.9,0.6,1.5,4.3,.579
2.1,4.8,.429,2.3,6.7,.339,1.8,25,0.4,5.2,4.3,11.5,.376,1.1,1.4,.798,64,61,29.0,Taurean Waller-Prince,0.8,2.5,12.1,0.9,2.0,6.0,.475
4.6,10.8,.429,1.8,4.8,.381,4.1,25,0.2,3.1,6.5,15.6,.414,3.0,4.1,.720,39,25,29.0,Caris LeVert,1.0,1.8,17.7,1.1,2.5,4.1,.473
1.6,3.2,.483,2.0,6.3,.324,2.6,33,0.5,2.9,3.6,9.5,.378,1.0,1.3,.767,55,31,28.1,Garrett Temple,0.5,1.7,10.3,0.8,1.0,3.5,.485
4.2,6.4,.654,0.0,0.1,.000,1.3,21,1.3,6.4,4.2,6.5,.646,2.3,3.7,.620,64,58,25.7,Jarrett Allen,3.0,2.3,10.6,0.6,1.1,9.5,.646
3.4,5.1,.666,0.0,0.0,,1.9,31,0.9,7.5,3.4,5.1,.666,1.5,2.2,.680,56,6,22.0,DeAndre Jordan,2.5,2.0,8.3,0.3,1.3,10.0,.666
1.1,1.8,.597,1.1,3.5,.306,1.1,32,0.3,3.8,2.1,5.2,.404,0.6,0.7,.870,35,3,21.0,Wilson Chandler,0.3,2.3,5.9,0.5,1.0,4.1,.505
