Total_Pts,Home_Diff,HW,HOME,VISITOR,FG,FGA,FG_PCT,Three_Pointers,Three_Pointers_Att,Three_Pointers_Pct,Two_Pointers,Two_Pointers_Att,Two_Pointers_Pct,FTM,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,PACE,FTr,Three_PAr,OFF_eFG_PCT,OFF_TOV_PCT,ORB_PCT,OFF_FT_FGA,DEF_eFG_PCT,DEF_TOV_PCT,DRB_PCT,DEF_FT_FGA,oFG,oFGA,oFGPCT,o3P,o3PA,o3PCT,o2P,o2PA,o2PCT,oFTM,oFTA,oFTPCT,oORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF,oPTS,createdAt,updatedAt
undefined,undefined,undefined,Boston Celtics,Memphis Grizzlies,4,8,0.004,3.900,8.900,0.023,0.200,-0.900,0.011,-1,-2.600,0.046,2.400,2.600,5.100,2.700,0,-0.700,-0.600,-1.600,10.900,7,-7,11,-11,8.310,-1.910,6.410,6.900,-1.500,3.800,-0.053,0.070,0.021,-1.200,4.200,-0.029,-0.012,-0.700,-0.600,-0.025,2,5.500,-0.006,-0.400,2,-0.035,2.400,3.500,0.012,-0.900,-0.600,-0.018,1.100,0.300,1.300,-0.500,-0.400,-0.800,0,-1.500,2.600,0,0
undefined,undefined,undefined,Detroit Pistons,Miami Heat,-0.100,0.800,-0.005,-0.500,0.700,-0.024,0.500,0.200,0.008,1.500,0.700,0.042,-0.300,-1,-1.300,-1.600,-0.500,-2.100,0.100,1.500,0.700,-2,3,-3,4,-2.750,0.670,-2.070,-1.100,1.700,0.500,0.005,0.004,-0.008,0,-0.900,0.015,0.020,0.600,2.500,0.020,2.100,-1.400,0.032,-2.100,-3.300,-0.034,4.200,1.900,0.057,1.500,1.400,0.015,-1.700,1.100,-0.600,1.600,0.300,0,0.600,1.500,3.500,0,0
undefined,undefined,undefined,Los Angeles Clippers,Golden State Warriors,-2.600,-2.600,-0.014,-3.500,-8.700,-0.003,0.900,6.100,-0.038,5.100,7,-0.024,-0.500,-0.600,-1,-5.800,-1.100,-1.400,0.200,1,-3.400,-7,6,-8,7,-5.740,1.140,-4.610,-4,1.800,0.500,0.087,-0.088,-0.032,0,-1.300,0.064,-0.005,-0.600,-3.100,0.014,1.200,1.700,0.005,-1.800,-4.700,-0.004,3,6.500,-0.004,1.700,1.800,0.013,1.700,0.900,2.700,-0.100,0.600,2.600,-0.500,4.200,2.400,0,0
undefined,undefined,undefined,Minnesota Timberwolves,San Antonio Spurs,-1.100,3.200,-0.029,0.300,4.100,-0.048,-1.400,-1,-0.015,1.800,3.100,-0.029,2.100,-1.900,0.200,-0.300,2.700,1.100,0.600,1.700,-0.200,-5,3,-6,4,-2.820,-0.150,-2.960,-2.200,0.600,2.200,0.025,0.036,-0.030,0,3.400,0.012,0.006,2.100,-4,0.013,0.200,0.200,0.001,1,1.200,0.018,-0.900,-1,-0.006,1.200,1.600,0.002,1.700,0.400,2,1.400,-1.100,1.100,2.700,1.900,2.600,0,0
undefined,undefined,undefined,Orlando Magic,Brooklyn Nets,-1.200,-0.500,-0.010,-1.400,-2.700,-0.013,0.300,2.200,-0.016,-4.200,-6,0.019,-2.400,-0.300,-2.700,0.800,0.100,1.200,-1.400,-2.700,-7.800,-4,2,-6,4,-3.350,0.560,-2.770,-5.300,-1.900,-1.600,-0.067,-0.030,-0.018,-0.800,-5.200,-0.047,0,0.400,1.200,-0.005,-2.100,-3.200,-0.007,0.800,0.800,0.017,-2.900,-4,-0.014,-1,-1.500,0.005,-0.700,2.200,1.500,0.500,-0.800,-0.400,0.100,-2.700,-4.500,0,0
undefined,undefined,undefined,Portland Trail Blazers,New Orleans Pelicans,-2.400,-1.200,-0.021,0.900,2.400,0,-3.200,-3.600,-0.023,-1.400,-2.900,0.038,-0.100,1.200,1,-4.900,-1,-0.500,-0.400,-2,-5.300,6,-5,1,0,0.110,0.540,0.650,-2.500,-2.600,-3.400,-0.029,0.031,-0.015,0,-0.400,-0.013,-0.017,-0.900,1.200,-0.025,-0.900,-0.200,-0.008,-1.400,-3.900,0,0.600,3.700,-0.022,-2.300,-2.900,-0.006,-0.400,0.400,0,-2.200,-0.900,0,-1.300,-2.200,-5.500,0,0
undefined,undefined,undefined,Utah Jazz,Cleveland Cavaliers,0.500,-2.100,0.017,2.100,7.000,-0.011,-1.600,-8.900,0.052,2.300,5.100,-0.070,-1.300,4.100,2.900,4.400,1.800,2.800,2.400,0.500,5.400,16,-15,19,-18,13.930,0.620,14.550,1.300,-13.100,3.800,0.066,0.089,0.030,1.900,-2.300,0.032,-0.046,2.100,3.800,-0.001,-3.400,-0.400,-0.036,-1.700,-3.800,-0.008,-1.800,3.400,-0.062,-0.100,0.600,-0.026,-1,0.100,-0.800,-4.100,1.700,-1,2.600,3.200,-8.500,0,0
